Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Q
23 Aug 2016,"Anonymous Interview Candidate in Herndon, VA (US)",Senior Applications Support Engineer,No Offer,Negative Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Fannie Mae (Herndon, VA (US)) in August 2016.",Application,"1)You want to run a java program in unix but somehow it refuses to run , what are the steps you will take to resolve , Interviewer wanted to know about classpath .
2) What is a group by function
3) How to change permissions in unix for a file.
4) What is synchronous vs asynchronous messaging in Jboss and which one is preferred.
5) How will you do thread dump analysis via commandâ¦Â  line and other tools.
6) Have you ever tuned JVM?
6) How will you handle a high priority incident alone. Â  Answer QuestionShow More"
5 Nov 2018,"Anonymous Employee in Herndon, VA (US)",Senior ETL Developer,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 4+ weeks. I interviewed at Fannie Mae (Herndon, VA (US)) in July 2016.",Application,"Previous experience, projects and resume walk through. Some mid-level technical questions on ETL(ABINITIO), SQL, UNIX, AUTOSYS. Â  Answer Question"
24 Jun 2016,Anonymous Interview Candidate,QA Tester,Declined Offer,Negative Experience,,they hire through SOW vendor and they don't ask much. only vendor talk to the person. manager don't know much and she is there because of her manager is helping her. its a big loss for the company because of her,Application,
30 May 2016,"Anonymous Interview Candidate in Washington, DC (US)",Accounting & FinanceProgram,Declined Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 3 weeks. I interviewed at Fannie Mae (Washington, DC (US)).",Application,What do you know about the cost of capital? Â  1 Answer
14 Sep 2016,"Anonymous Interview Candidate in Mount Washing, OH (US)",CDT Analyst,No Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at Fannie Mae (Mount Washing, OH (US)) in June 2016.",Application,What would you do if you saw a coworker in the hallway who was not responding to your emails and you had a project you were working on with them due at the end of the week? Â  Answer Question
6 May 2016,"Anonymous Interview Candidate in Washington, DC (US)",Summer Associate,Declined Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in May 2016.",Application,Q: analyze a short sale and whether it should be accepted. Â  Answer Question
21 Apr 2019,"Anonymous Employee in Washington, DC (US)",Financial Engineer,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 4+ weeks. I interviewed at Fannie Mae (Washington, DC (US)) in May 2016.",Application,Tell me your understanding of the financial crisis in 2007. Â  1 Answer
11 Apr 2017,"Anonymous Employee in Reston, VA (US)",Applications Development,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. I interviewed at Fannie Mae (Reston, VA (US)) in May 2016.",Application,
8 Apr 2016,"Anonymous Employee in Addison, TX (US)",Business Analyst,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at Fannie Mae (Addison, TX (US)).",Application,What do you feel is one of your weaknesses or something you can improve upon? Â  1 Answer
9 Aug 2016,"Anonymous Interview Candidate in Washington, DC (US)",Accountant,Declined Offer,Neutral Experience,Difficult Interview,"I applied online. The process took 2 days. I interviewed at Fannie Mae (Washington, DC (US)) in April 2016.",Application,"very basic, tell me something about yourself, why you leave your current job why you want to work at here. what's your strength and weakness. why we need to hire you Â  Answer Question"
20 May 2016,"Anonymous Interview Candidate in Arlington, VA (US)",Data Analyst,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 days. I interviewed at Fannie Mae (Arlington, VA (US)) in April 2016.",Application,Can you interpret your project? Â  Answer Question
16 Mar 2016,"Anonymous Employee in Washington, DC (US)",Business Analyst III,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 3 weeks. I interviewed at Fannie Mae (Washington, DC (US)).",Application,Tell me about a time where things didn't go as planned? Â  1 Answer
7 Mar 2016,Anonymous Interview Candidate,Internship,No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at Fannie Mae.,Application,"Q: What do you know about Fannie Mae
Q: Where do you see yourself in 5 years Â  Answer Question"
4 Mar 2016,Anonymous Interview Candidate,Procurement,No Offer,Positive Experience,Average Interview,I applied through college or university. The process took 2 weeks. I interviewed at Fannie Mae.,Application,Name a time you had a ethical conflict at work and how you solved it? Â  Answer Question
10 Aug 2016,"Anonymous Interview Candidate in Washington, DC (US)",Financial Analyst III,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 3+ months. I interviewed at Fannie Mae (Washington, DC (US)) in March 2016.",Application,Behavioral questions. Nothing difficult. Â  Answer Question
24 Oct 2017,"Anonymous Interview Candidate in Washington, DC (US)",Credit Risk Analyst,No Offer,Positive Experience,Difficult Interview,"I applied through an employee referral. The process took 3 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in March 2016.",Application,What does a risk analyst do? Â  Answer Question
10 Aug 2018,"Anonymous Employee in Washington, DC (US)",Change Management,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Fannie Mae (Washington, DC (US)) in March 2016.",Application,"From case interviews: Can you walk me through your thought process?
How did you find the case interview?
From last interview: What are your biggest strengths? What is your change management experience? How do you work with teams? What's your work style? Â  Answer Question"
22 Jun 2016,"Anonymous Employee in Herndon, VA (US)",Facilities Procurement Specialist,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Fannie Mae (Herndon, VA (US)) in March 2016.",Application,Why Do you want to work for Fannie Mae Â  2 Answers
23 Mar 2016,"Anonymous Employee in Herndon, VA (US)",Project Manager III,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 2 weeks. I interviewed at Fannie Mae (Herndon, VA (US)) in February 2016.",Application,How do you manage upwards? I had this asked multiple times. Â  Answer Question
17 Mar 2016,"Anonymous Employee in Washington, DC (US)",Operations and Technology Associate,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 1 day. I interviewed at Fannie Mae (Washington, DC (US)) in February 2016.",Application,"What are you goals?
What do you like about the company?
Java programming questions
Database knowledge Â  Answer Question"
5 May 2016,"Anonymous Employee in Washington, DC (US)",Administrative,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 5 days. I interviewed at Fannie Mae (Washington, DC (US)) in February 2016.",Application,How do I handle various personalities? Â  Answer Question
28 Jan 2016,"Anonymous Employee in Washington, DC (US)",Senior Project Manager,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 3 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in January 2016.",Application,Q: Tell me about a time you had to manage peers in a difficult situation Â  Answer Question
11 Feb 2016,"Anonymous Interview Candidate in Washington, DC (US)",Financial Economist I,Declined Offer,Negative Experience,Average Interview,"I applied through a recruiter. The process took 3+ months. I interviewed at Fannie Mae (Washington, DC (US)) in January 2016.",Application,Know how to code in SAS Â  Answer Question
10 Sep 2016,"Anonymous Employee in Washington, DC (US)",Senior Strategic Planning Analyst IV,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 4+ weeks. I interviewed at Fannie Mae (Washington, DC (US)) in January 2016.",Application,Tell me about a time when you had to make a difficult decision Â  Answer Question
12 Jul 2017,"Anonymous Interview Candidate in Herndon, VA (US)",Automation Engineer,No Offer,Negative Experience,Average Interview,"I applied online. I interviewed at Fannie Mae (Herndon, VA (US)) in January 2016.",Application,How do you run scrips When you have hundred test cases. Â  1 Answer
3 Dec 2015,Anonymous Employee,Administrative,Accepted Offer,Positive Experience,Average Interview,"Had a phone interview with associates that the candidate would be working with. It was a really great interview. After being selection for round two, then I travelled to the office and met with 2 VP and that process went well.",Application,"Focused on goals, and what they were looking for in a candidate Â  Answer Question"
27 Nov 2015,Anonymous Interview Candidate,Economist,No Offer,Neutral Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at Fannie Mae in November 2015.,Application,Why do you use quantile regression in the paper? What is the advantage of using this method? Â  Answer Question
22 Dec 2015,"Anonymous Interview Candidate in Washington, DC (US)",College,Declined Offer,Positive Experience,Average Interview,"I applied through other source. I interviewed at Fannie Mae (Washington, DC (US)) in November 2015.",Application,"Standard behavioral questions, as well as asking about technical experience Â  Answer Question"
30 Nov 2015,"Anonymous Interview Candidate in Washington, DC (US)",Internal Auditor,No Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 2 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in November 2015.",Application,How do I solve conflicts in group projects Â  1 Answer
2 Feb 2016,"Anonymous Interview Candidate in Washington, DC (US)",Operations and Technology Associate,Declined Offer,Neutral Experience,Average Interview,"I applied through college or university. The process took 3 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in November 2015.",Application,what did you choose your major? Bunch of behavior questions? Â  Answer Question
23 Nov 2015,Anonymous Interview Candidate,Associate Analyst Program Interview,No Offer,Negative Experience,Average Interview,I applied through college or university. The process took 1 day. I interviewed at Fannie Mae in November 2015.,Application,"Tell me about a time when one of your team members was not delivering?

What's your GPA?

Which school did you attend for your undergraduate education?

Are there any reasons why ____ is not on your resume? Â  Answer Question"
7 Oct 2015,Anonymous Interview Candidate,Finance and Accounting Associate,No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at Fannie Mae.,Application,"""Talk to me a little about your resume"" Â  1 Answer"
11 Feb 2016,Anonymous Interview Candidate,Operations and Technology Associate,No Offer,Positive Experience,Average Interview,I applied through college or university. The process took 1 day. I interviewed at Fannie Mae in October 2015.,Application,What do you like to do on your free time? Â  Answer Question
22 Sep 2015,"Anonymous Employee in Washington, DC (US)",Financial Economist III,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Fannie Mae (Washington, DC (US)).",Application,First session is presentation. Some technical questions based on your resume. Some SAS experience. Â  Answer Question
30 Sep 2015,Anonymous Interview Candidate,Accounting and Finance,Declined Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at Fannie Mae in September 2015.,Application,What interests you about working for Fannie Mae? Â  Answer Question
5 Oct 2015,"Anonymous Interview Candidate in Washington, DC (US)",Financial Engineer II,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 1+ week. I interviewed at Fannie Mae (Washington, DC (US)) in September 2015.",Application,are you a good team player? Â  Answer Question
18 Aug 2015,"Anonymous Interview Candidate in Washington, DC (US)",SQL Server Database Administrator,No Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Fannie Mae (Washington, DC (US)) in July 2015.",Application,what I do at Downtime. Â  1 Answer
17 Jan 2016,"Anonymous Interview Candidate in Washington, DC (US)",Middle Office Associate,No Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 1 day. I interviewed at Fannie Mae (Washington, DC (US)) in July 2015.",Application,What do you know about Fannie Mae? Â  Answer Question
25 Jul 2015,Anonymous Interview Candidate,Non-Technical Project Manager,No Offer,Neutral Experience,Average Interview,I applied online. The process took a week. I interviewed at Fannie Mae in July 2015.,Application,Questions related to my current role. Â  Answer Question
3 Jun 2015,"Anonymous Employee in Washington, DC (US)",Project Manager,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 1 day. I interviewed at Fannie Mae (Washington, DC (US)).",Application,"Pretty straight forward, see above description. Â  Answer Question"
11 May 2015,Anonymous Employee,Associate,Accepted Offer,Positive Experience,Average Interview,I applied through a staffing agency. The process took a week. I interviewed at Fannie Mae.,Application,"Basic stuff... Availability, case interview and role play. Â  1 Answer"
12 May 2015,Anonymous Employee,Financial Analyst,Accepted Offer,Positive Experience,Average Interview,I applied through a recruiter. The process took 3 weeks. I interviewed at Fannie Mae.,Application,"I was first asked about my project and previous internship experience. Questions on NPV, IRR, forward rate, how to backtest. Questions were not really difficult. Â  Answer Question"
8 Feb 2016,Anonymous Interview Candidate,Business Analyst,Declined Offer,Positive Experience,Easy Interview,I applied online. The process took 4+ weeks. I interviewed at Fannie Mae in April 2015.,Application,Difference between having and where in a sql satement. Â  Answer Question
14 Jul 2015,Anonymous Interview Candidate,Financial Engineer I,No Offer,Negative Experience,Average Interview,I applied through other source. The process took 2+ weeks. I interviewed at Fannie Mae in April 2015.,Application,Be ready for a data analysis portion recasting Fannie Mae's delinquent/ sales account records over the past decade. Â  1 Answer
24 Apr 2015,"Anonymous Employee in Washington, DC (US)",Applications Quality Analyst II,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at Fannie Mae (Washington, DC (US)) in March 2015.",Application,Alot about my past experience and analytical questions with some technical questions. Â  Answer Question
18 May 2015,"Anonymous Interview Candidate in Washington, DC (US)",Analyst Training Program,Declined Offer,Neutral Experience,Easy Interview,"I applied through college or university. The process took 3 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in March 2015.",Application,How does Fannie Mae help the housing loan industry? Â  Answer Question
2 Aug 2015,"Anonymous Employee in Washington, DC (US)",SummerProgram,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 5 days. I interviewed at Fannie Mae (Washington, DC (US)) in March 2015.",Application,"Walk me through your resume.
Describe a time when you worked in a team. Â  Answer Question"
13 Feb 2015,Anonymous Interview Candidate,Senior Financial Economist,No Offer,Positive Experience,Easy Interview,It is a phone interview. The manager called in. She did't ask too much and only asked simple experience questions. The questions like: what did you research on your dissertation? any experience from your current job? how much do you know about Fannie Mae ? and why are you choosing Fannie Mae?,Application,Based on resume and your work experience Â  Answer Question
13 Feb 2015,Anonymous Interview Candidate,Technology,Declined Offer,Neutral Experience,Easy Interview,I applied through college or university. I interviewed at Fannie Mae.,Application,Went through my resume. Â  Answer Question
29 Jan 2015,Anonymous Employee,Summer,Accepted Offer,,,"Went through employee resume drop, got interview. Went into interview with company overview, then had 30 minute interviews with three different managers. Was very relaxed and not strict at all, had great conversations with all. Good experience at internship as well, would recommend to apply. Was in the Operations and Technology group, all hiring managers were in that department. HR people were great, especially Daphne, nicest woman in the world.",Application,Name a a time teamwork was detrimental to a project. Â  Answer Question
10 Oct 2017,"Anonymous Employee in Chicago, IL (US)",Senior Mortgage Underwriter,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took a week. I interviewed at Fannie Mae (Chicago, IL (US)) in February 2015.",Application,Ask me how much I knew of Fannie Mae Selling Guide Â  1 Answer
24 Mar 2015,"Anonymous Employee in Washington, DC (US)",Summer,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in February 2015.",Application,Walk through resume and mostly position related question and some behavioral question. Â  Answer Question
28 Aug 2016,"Anonymous Employee in Pitts, PA (US)",Financial Analyst I,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took a week. I interviewed at Fannie Mae (Pitts, PA (US)) in February 2015.",Application,do you how we make money Â  1 Answer
9 Oct 2015,"Anonymous Employee in Reston, VA (US)",Program Manager,Accepted Offer,Neutral Experience,Average Interview,"I applied through an employee referral. The process took 4 weeks. I interviewed at Fannie Mae (Reston, VA (US)) in January 2015.",Application,"Questions related to Professional side (if you are applying for a Technical role, you may undergo more than one interview (1:1 basis)
Questions based on ""Scenarios"" (how will you handle such scenarios)
Questions based on Ethics & Professional Conduct Â  Answer Question"
26 Nov 2019,"Anonymous Employee in Dallas, TX (US)",Business Analyst,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Fannie Mae (Dallas, TX (US)) in January 2015.",Application,Describe why you are qualified for this position? Â  Answer Question
31 Jul 2015,"Anonymous Employee in Washington, DC (US)",Finance and Accounting Associate,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 4+ weeks. I interviewed at Fannie Mae (Washington, DC (US)) in December 2014.",Application,"Name a time you showed leadership...
Go in depth about what you know about Fannie Mae.. Â  Answer Question"
20 Nov 2014,Anonymous Interview Candidate,Business Analyst,No Offer,,,I applied through college or university. The process took 4+ weeks. I interviewed at Fannie Mae.,Application,Most behavioral questions you can find online. Â  Answer Question
11 Nov 2014,Anonymous Interview Candidate,Operations and Technology Associate,Declined Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 2 weeks. I interviewed at Fannie Mae.,Application,No difficult questions. Just behavioral about teamwork. There was no business case or anything of that sort (probably because it was just an internship) Â  Answer Question
18 Mar 2015,Anonymous Employee,Financial Economist,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2+ months. I interviewed at Fannie Mae in November 2014.,Application,how much do you know about logistics regression Â  Answer Question
2 Jan 2016,"Anonymous Employee in Washington, DC (US)",Operations and Technology Inern,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2+ weeks. I interviewed at Fannie Mae (Washington, DC (US)) in November 2014.",Application,"It doesn't look like your qualified for this position, tell me why you are Â  1 Answer"
27 Oct 2014,Anonymous Interview Candidate,Operations and Technology Associate,No Offer,Neutral Experience,Difficult Interview,I applied through college or university. The process took a week. I interviewed at Fannie Mae.,Application,How does Fannie Mae provide the loans to the public? Â  Answer Question
13 Oct 2014,Anonymous Interview Candidate,Operations & Technology,No Offer,Positive Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at Fannie Mae.,Application,When is a time you had issues in a group assignment? Â  Answer Question
7 Oct 2014,Anonymous Interview Candidate,Technical,No Offer,Negative Experience,Average Interview,I applied online. The process took 1 day. I interviewed at Fannie Mae.,Application,"The whole interview. I was told that this would be an phone screen, not a full interview. Â  Answer Question"
11 Jul 2016,"Anonymous Employee in Washington, DC (US)",Governance Analyst,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 2+ months. I interviewed at Fannie Mae (Washington, DC (US)) in October 2014.",Application,Technical - describe process and methodology for performing an internal control assessment? Behavioral - provide examples of personal leadership style and concrete examples for conflict resolution within a team and as a team leader Â  Answer Question
28 Sep 2014,Anonymous Employee,Summer,Accepted Offer,,,The campus recruiters were great and made the process very simple. Interview was mostly behavioral. Did a phone interview with the recruiter and a few weeks later came in for half of a day that was in informal question and answer information session and then two back to back interviews. very easy and comfortable process and a great company,Application,
24 Sep 2014,Anonymous Interview Candidate,General Accountant,No Offer,Negative Experience,Easy Interview,I applied through a recruiter. The process took 3 days. I interviewed at Fannie Mae.,Application,
16 Sep 2014,Anonymous Employee,Financial Economist,Accepted Offer,,,"Basically the interview is about the resume. Interviewers asked couple questions about the resume on part that caught their interests. Also, I were asked to answer some questions on the mortgage business process after I was given a overview on what Fannie's doing. The interview usually takes 30-40 minutes each and totally there're 3 interviews.",Application,"I think the most difficult part is the time. There are 3-5 interviews in total and non-stop, you have to learn to deal with different type of managers. Â  Answer Question"
10 Sep 2014,Anonymous Interview Candidate,Economist,No Offer,,,"first wire interview then onsite; onsite usually takes one day with panel and individual interviews.
in panel interview, it's like giving one seminar in college/university, they interrupt to ask and you have to be smart enough to respond. for individual interviews, they are interested in everything listed in your resume.",Application,go over the cv and ask the technique questions Â  1 Answer
30 Apr 2016,Anonymous Employee,Intern,Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 2 weeks. I interviewed at Fannie Mae in September 2014.,Application,What is an MBS? Â  Answer Question
15 Sep 2016,"Anonymous Employee in Washington, DC (US)",Business Analyst,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2 days. I interviewed at Fannie Mae (Washington, DC (US)) in September 2014.",Application,They ask about how you would behave in specified situations Â  Answer Question
18 Aug 2014,Anonymous Employee,Senior Business Analyst,Accepted Offer,,,I applied through a staffing agency. The process took 2 days. I interviewed at Fannie Mae.,Application,
11 Aug 2014,Anonymous Employee,Accountant,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at Fannie Mae.,Application,Walk me through your resume. Â  Answer Question
22 Apr 2015,"Anonymous Employee in Reston, VA (US)",QA Tester,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 4 weeks. I interviewed at Fannie Mae (Reston, VA (US)) in August 2014.",Application,They mostly asked me about my previous projects and about my UNIX and SQL skills. Â  1 Answer
27 Aug 2014,"Anonymous Interview Candidate in Dallas, TX (US)",Governance Support Specialist,No Offer,Negative Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Fannie Mae (Dallas, TX (US)) in August 2014.",Application,Tell me about your past experience at JPMorga Chase. Â  Answer Question
10 Jul 2014,Anonymous Employee,Business Analyst,Accepted Offer,,,I applied online. The process took 3 weeks. I interviewed at Fannie Mae.,Application,
9 Jul 2014,Anonymous Employee,Loan Servicing Specialist II,Accepted Offer,,,"Very well done. Not intimidating. Long application process, actually my welcome letter was sent via email and subsequent documents were not sent (drug test info, background, ect) almost cost me the job.",Application,
6 Jun 2014,"Anonymous Employee in Dallas, TX (US)",NUC Review Appraiser,Accepted Offer,Positive Experience,Difficult Interview,"I applied through a recruiter. The process took 3 weeks. I interviewed at Fannie Mae (Dallas, TX (US)).",Application,How you do you feel about change? Â  Answer Question
20 Jan 2015,Anonymous Employee,Business Analyst I,Accepted Offer,Positive Experience,Difficult Interview,I applied through college or university. The process took 3 weeks. I interviewed at Fannie Mae in May 2014.,Application,Where do you see yourself in 5 years? Â  Answer Question
19 Aug 2014,"Anonymous Interview Candidate in Washington, DC (US)",Operations and Technology Associate,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in May 2014.",Application,I was asked a lot of quick questions. Â  Answer Question
27 Apr 2014,"Anonymous Employee in Reston, VA (US)",Executive Assistant,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took 5 days. I interviewed at Fannie Mae (Reston, VA (US)).",Application,There were no difficult or unexpected questions. Â  Answer Question
15 Apr 2014,Anonymous Employee,Operations and Technology Associate,Accepted Offer,,,4 behavioral interviews after 1 on campus interview. Very simple,Application,Tell me about a time you showed leadership.... questions like that Â  Answer Question
22 Jan 2015,"Anonymous Employee in Herndon, VA (US)",Human Resources Service Center Representative II,Accepted Offer,Negative Experience,Difficult Interview,"I applied through an employee referral. The process took 2 days. I interviewed at Fannie Mae (Herndon, VA (US)) in April 2014.",Application,"How well do you gather data from multiple systems and use that data to deliver results for your manager, director, and other stakeholders? Â  Answer Question"
27 Mar 2014,Anonymous Employee,Risk Management Intern,Accepted Offer,Positive Experience,,I applied through college or university. I interviewed at Fannie Mae.,Application,"Behavioral, spoke to resume. Â  Answer Question"
24 Mar 2014,Anonymous Interview Candidate,IT Analyst,No Offer,Average Interview,,I applied through college or university. I interviewed at Fannie Mae.,Application,Describe a situation in which you felt like you had to compromise your morals or values. Â  Answer Question
6 Mar 2014,Anonymous Employee,Project Manager II,Accepted Offer,,,"Standard questions: greatest strength/weakness, experience with finance, etc.",Application,There were no curveballs. The entire interview was surprisingly straightforward. Â  Answer Question
11 Mar 2015,"Anonymous Employee in Cincinnati, OH (US)",Software,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 1+ week. I interviewed at Fannie Mae (Cincinnati, OH (US)) in March 2014.",Application,How do you deal with pressure? How do you approach towards a given task? Asked about organizing. Â  Answer Question
12 Jan 2018,"Anonymous Employee in Washington, DC (US)",Senior Account Manager,Accepted Offer,Positive Experience,Difficult Interview,"I applied through an employee referral. The process took 2+ months. I interviewed at Fannie Mae (Washington, DC (US)) in March 2014.",Application,What value do your bring to the company Â  2 Answers
27 Feb 2015,"Anonymous Employee in Herndon, VA (US)",Summer,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 6+ weeks. I interviewed at Fannie Mae (Herndon, VA (US)) in March 2014.",Application,"Most of the questions were on Data Structures, Algorithms and Analytics. Huge emphasis on Statistics and Randomized Algorithms. Â  Answer Question"
5 Feb 2014,Anonymous Interview Candidate,General Accountant II,No Offer,Positive Experience,Average Interview,I applied online. The process took 4 weeks. I interviewed at Fannie Mae.,Application,All four asked me tell me about yourself. Strengths and weaknesses. Longterm goal. Hardest question for me was: would you feel comfortable starting today with no guidance? Â  Answer Question
8 Dec 2015,"Anonymous Employee in Addison, TX (US)",Foreclosure Call Center,Accepted Offer,Neutral Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at Fannie Mae (Addison, TX (US)) in February 2014.",Application,Describe your experience as it relates to the current position we're hiring for? Â  1 Answer
29 Oct 2013,"Anonymous Interview Candidate in Dallas, TX (US)",Governance Analyst,No Offer,Easy Interview,,"I applied online. I interviewed at Fannie Mae (Dallas, TX (US)).",Application,None. Mostly behavioral questions Â  Answer Question
16 Nov 2013,Anonymous Interview Candidate,Internal Auditor,No Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 1 day. I interviewed at Fannie Mae in October 2013.,Application,What does Fannie Mae do? Â  Answer Question
12 Nov 2013,"Anonymous Employee in Washington, DC (US)",Operations and Technology Associate,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 2+ months. I interviewed at Fannie Mae (Washington, DC (US)) in October 2013.",Application,"What makes you want to work at Fannie Mae, especially when the President is talking about phasing Fannie and Freddie out? Â  1 Answer"
11 Nov 2013,"Anonymous Interview Candidate in Washington, DC (US)",Technology Associate,Declined Offer,Negative Experience,Average Interview,"I applied through college or university. The process took 3 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in October 2013.",Application,Are you good at math? (what a question!) Â  Answer Question
2 Nov 2013,"Anonymous Employee in Washington, DC (US)",Finance Associate Intern,Accepted Offer,Easy Interview,,"I applied through college or university. The process took 3 weeks. I interviewed at Fannie Mae (Washington, DC (US)) in October 2013.",Application,"None, just talked about my resume and chatted Â  Answer Question"
6 Feb 2014,"Anonymous Interview Candidate in Reston, VA (US)",Senior Project Manager,Declined Offer,Positive Experience,Average Interview,"I applied through a staffing agency. The process took 2 weeks. I interviewed at Fannie Mae (Reston, VA (US)) in September 2013.",Application,The scenario based/behavioral questions were pretty general ones - like how did you handle a difficult situation with project stakeholder? etc; Â  Answer Question
20 Sep 2013,Anonymous Interview Candidate,Project Manager III,No Offer,Positive Experience,Easy Interview,I applied through a recruiter. The process took 3 days. I interviewed at Fannie Mae in September 2013.,Application,Asked Basic questions. No difficult questions Â  Answer Question
6 Apr 2017,"Anonymous Employee in Herndon, VA (US)",Accountant,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at Fannie Mae (Herndon, VA (US)) in September 2013.",Application,Tell me about your work experience Â  Answer Question
1 Aug 2017,"Anonymous Employee in Dallas, TX (US)",Asset Manager,Accepted Offer,Positive Experience,Average Interview,"I applied through a recruiter. I interviewed at Fannie Mae (Dallas, TX (US)) in September 2013.",Application,All are the standard fit questions. Strengths and weaknesses. Name a time when you did XYZ ... Â  1 Answer
20 Aug 2013,Anonymous Employee,Administrative Assistant,Accepted Offer,,,"They called me when I applied for a different positon. The position was a lower level position but it was very nice of them, and ended up working out.",Application,"I really cant remember any of the question, 2 years ago, and bad memory. But the interview process was very easy going and the HR rep kept me in the loop. Â  Answer Question"
28 Aug 2013,"Anonymous Interview Candidate in Dallas, TX (US)",Claims Specialist,No Offer,Negative Experience,Easy Interview,"I applied through a recruiter. The process took 3 days. I interviewed at Fannie Mae (Dallas, TX (US)) in August 2013.",Application,
16 Aug 2017,"Anonymous Interview Candidate in Washington, DC (US)",Security Analyst,No Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Fannie Mae (Washington, DC (US)) in August 2013.",Application,What made you apply to the job? Â  Answer Question
12 Jun 2013,Anonymous Employee,GroÃkundenmanager / Projektleiter / geschÃ¤ftsfÃ¼hrender Direktor,Accepted Offer,,,I applied through college or university. The process took 3 weeks. I interviewed at Fannie Mae.,Application,n/a Â  Answer Question
10 Jun 2013,"Anonymous Interview Candidate in Washington, DC (US)",Economist,No Offer,Negative Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at Fannie Mae (Washington, DC (US)) in June 2013.",Application,Tell me about your experience with econometric modeling as it pertains to the area of housing finance Â  Answer Question
