Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Q
"Jan 18, 2016",Anonymous Interview Candidate,Web Analytics Interview,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at The Zappos Family.,"apply through the company's website. the total process took about 3 months. The online challenge includes a webcam and analyzing some data provided in a excel sheet. After passing the test, the company will fly you out to Vegas. Overall, interview questions are not that hard.","if you are on a deserted island, what thing will you take with you Â  Answer Question"
"Dec 12, 2016","Anonymous Employee in Las Vegas, NV",Merchandising Assistant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 8+ weeks. I interviewed at The Zappos Family (Las Vegas, NV) in February 2016.","The interview process is casual, but they truly do look into how well you will work with your team and in your job. Expect to be asked one-off questions but always keep it professional.",What's your favorite super hero? Â  Answer Question
"Feb 21, 2016","Anonymous Interview Candidate in Las Vegas, NV",Software Engineering Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 5 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in February 2016.",I applied online and got assessment test on the next day. The test was 4 hours long with 4 problems. It was medium test but one problem was very much tough. After test there was a virtual behavioral interview for 15 minutes.,Q. Find all palindrome sub string of given string. Â  Answer Question
"Feb 18, 2016",Anonymous Interview Candidate,Internship Interview,No Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at The Zappos Family in February 2016.,"After applying online, I was sent an e-mail that outlined their initial interview process. The first part was a ""challenge"". The challenge was geared towards creating an Instagram account (which was quite different than anything I had ever done for an interview). Following that, I was instructed to submit a recorded virtual interview. The virtual interview was a series of 9 questions. For each question, I had 2 minutes to answer. Overall, interested process.",Tell us about yourself. Two things you would bring to a deserted island. Favorite place to shop. Â  Answer Question
"Mar 7, 2016","Anonymous Interview Candidate in Las Vegas, NV",Internship Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took a week. I interviewed at The Zappos Family (Las Vegas, NV) in February 2016.","I applied online and was told to do a virtual interview and to finish a challenge. The interview was difficult for me because I prefer talking to people in person rather than talking to a computer. There are mostly behavioral questions. The challenge was about creating a instagram page for 6PM, so you should have understanding of their products and customers.","Tell me more about yourself (fun fact, like and dislike). Â  Answer Question"
"Feb 19, 2016","Anonymous Interview Candidate in Las Vegas, NV",Intern Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 days. I interviewed at The Zappos Family (Las Vegas, NV) in February 2016.",I received an email with a virtual interview and a challenge 2 days after I applied. The challenge was not hard. The virtual interview are mostly behavioral questions. It does give you two chances to record your answer.,Do you think you are successful? Â  Answer Question
"Mar 21, 2016","Anonymous Interview Candidate in Dallas, TX",Intern Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at The Zappos Family (Dallas, TX) in February 2016.","I apply online, and get a coding challenge, a virtual interview. The coding challenge will last for 4 hours, consist of string processing, dynamic programming algorithm questions. If you practice enough in Leetcode, it will not difficulty. I failed in virtual interview,maybe they think that my answer is not so perfect",Tell us what extend function play a role in the OOD Â  Answer Question
"Mar 7, 2016","Anonymous Interview Candidate in Atlanta, GA",Merchandising Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at The Zappos Family (Atlanta, GA) in February 2016.","I applied online, and they emailed me to complete a video interview and a challenge. The challenge was to create a instagram page. The video interview took about 30 mins with basic behavioral questions. You have 2 changes to answer the questions. They rejected me 3 days after I submitted the interview and the challenge.","What 2 things you would bring to a desert?
Introduce yourself
What is something wired about you? Â  Answer Question"
"Feb 23, 2016","Anonymous Interview Candidate in Phoenix, AZ",Software Developer Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at The Zappos Family (Phoenix, AZ) in February 2016.",Applied via the website. Got email to give a hackerrank test which has 4 questions. Along with it had to give a virtual interview which had 9 questions in it. Virtual interview had 7 behavioral and 2 technical questions.,Some general HR questions in virtual inteview and 4 coding questions in online accessment. Â  Answer Question
"Feb 25, 2016",Anonymous Interview Candidate,Full-Time Interview,No Offer,Positive Experience,Easy Interview,I applied online. The process took 2+ weeks. I interviewed at The Zappos Family in February 2016.,Applied online.Got an email (in a week) )with a link for Hackerrank Challenge. Questions were easy. Stick to the fundamentals and be strong in your areas of interests and the basics,Basic programming questions Â  Answer Question
"Mar 10, 2016",Anonymous Interview Candidate,Business Analyst Interview,No Offer,Positive Experience,Average Interview,I applied through other source. The process took 2+ weeks. I interviewed at The Zappos Family in February 2016.,"i applied for business analyst intern position from online job board. i got a mail on very next day about virtual interview. with that, There was a challenge question which was also included in that mail. i completed both the challenges. After 3 weeks i got a mail about not acceptance for this position. The virtual interview questions were almost behavioral except 2 or 3 were business strategy related.","1) tell me abut your self
2)deserted island question
3) 2 questions related to that challenge
4) team work situation Â  Answer Question"
"Mar 5, 2016",Anonymous Interview Candidate,SummerProgram Interview,No Offer,Neutral Experience,Average Interview,I applied online. The process took 2+ weeks. I interviewed at The Zappos Family in February 2016.,"1. online interview including video interview and challenge
The first round, you need to take times to write the challenge. It takes a lot of time , but it's a chance to know your ability and whether you are a fit for this position or not.
2. onsite interview in Las Vegas","can you talk about yourself ?
Why Zappos?
Use 3 variables to predict weather
An example of a commonly held belief you want to challenge?
Two things you want to bring in a deserted island. Â  Answer Question"
"Mar 31, 2016","Anonymous Interview Candidate in New York, NY",Software Engineer Summer Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at The Zappos Family (New York, NY) in February 2016.","Virtual interview, 5 questions. Answer in front of computer. This process goes after the Code Challenge, both code challenge and virtual interview answers are taken into consideration during the review of application. I got the decline email after about a month. Feels sorry about that.","1. your most proud project
2. what would you bring to a uninhabited island
3. what is the most unforgettable bug you encountered, how you fix it
4. math problem Â  Answer Question"
"Mar 14, 2016","Anonymous Interview Candidate in Las Vegas, NV",IOS Summer Interview,No Offer,Neutral Experience,Easy Interview,"I applied online. The process took 2+ months. I interviewed at The Zappos Family (Las Vegas, NV) in February 2016.","1. Submitted application and two days later got an email from recruiter
2. An iOS project which was to implement or improve the functionalities of a calculator
3. Virtual Interview which consists about 7 questions.",Tell me something you know about Swift? Â  Answer Question
"Apr 5, 2016",Anonymous Interview Candidate,Software Engineering College Interview,No Offer,Positive Experience,Average Interview,I applied online. The process took a week. I interviewed at The Zappos Family in February 2016.,"The Zappos interview process requires you to complete a video interview and coding challenge on HackerRank to be completed within a week. The video interview is a mix of both of HR (which can be found on Glassdoor) and 2-3 technical questions (related to OOP, HTML ) plus you get two attempts to complete it, so HURRAY !! The coding interview cover 4 programming questions (relatively easy) you can use either C,C++,Java or Python to be completed in 240 mins.","Difference between Interface and Abstract class?
Difference between HTTP GET and HTTP POST?
Programming questions mostly string related like Finding number of palindromes in a string. Â  Answer Question"
"Jan 7, 2016",Anonymous Interview Candidate,Merchandise Planning Analyst Interview,No Offer,Neutral Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at The Zappos Family in January 2016.,"They will first email you to invite you to a brief phone screening with your recruiter. If you do well, you will have another interview with someone who has a similar role as the job you applied for through the phone. If that goes well enough, you will be scheduled for a skype interview with two other members of the Zappos team. Supposedly, after the skype interview, they will invite you to visit their base in Nevada so that you can meet the team and interview you once more.

There are several things you should keep in mind when you interview with them:

- Zappos is currently functioning as a holacracy. It is best to look up what that is before applying for a job there.

- Be sure to really look at their company and their website so that you can show interest in their company.

-Be sure to touch up on your excel skills as you may need to take a skills test when you get past the skype interview.",Did you have a chance to take a look at our website? Are there any recommendations you would suggest? Â  Answer Question
"Mar 8, 2016","Anonymous Employee in Buffalo, NY",Full Stack Developer Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied through an employee referral. The process took 2+ weeks. I interviewed at The Zappos Family (Buffalo, NY) in January 2016.",I had two phone screenings - one technical and one with HR. I was given an on-campus interview that consisted of 2 additional technical interviews and a second HR interview. Technical questions focused mostly on algorithm design with some open ended front and back end web application questions as well. HR questions were mostly centered around core values.,"Given a string, reverse the position of the words in the string and reverse the characters in each word, but leave the whitespace intact and in the original order. Â  Answer Question"
"Sep 25, 2016","Anonymous Interview Candidate in Las Vegas, NV",Intern Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at The Zappos Family (Las Vegas, NV) in January 2016.","I was invited to apply as a member of Zappos Insiders. I submitted my resume and was automatically sent a challenge task and a video interview link. The video interview gives you a minute or so to prepare and then starts recording your answer. It lets you do it twice, but I submitted after the first recording. They asked mostly ""fun""/behavioral questions and then a couple specific to the position. Since no one looks at your application until you've done the challenge and interview, you won't know until you've completed those assignments whether they'd even consider you based on your qualifications. I was rejected via form email after about two weeks.",What three things would you bring to an island with you? Â  Answer Question
"Feb 5, 2016","Anonymous Interview Candidate in Boston, MA",IOS Developer College Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at The Zappos Family (Boston, MA) in January 2016.",It goes through an online interview where you are suppose to record your responses. Also they want you to develop an iOS app as a challenge. They are very chilled out employers and have a very welcoming aura. You should have fun throughout the process.,"What are your views on Swift vs. Objective C.?
And couple of behavioural question Â  Answer Question"
"Dec 7, 2015",Anonymous Interview Candidate,Android Engineer Interview,No Offer,Negative Experience,,"Two month long process from resume submission without anything to show from it. No coding questions asked, just Android trivia over the phone. Spoke with the hiring manager on the first phone call and then someone else on the 2nd phone call. He rejected me apparently. I didn't do bad either. I asked if I was the top candidate at the end of the interview and all he said was that ""I was in the conversation"" which tells they weren't that interested in me beforehand. I did not get a phone call response (3+ times) from the interviewer after rejection.",,Forgot most of them but they weren't hard Â  Answer Question
"Jan 11, 2016","Anonymous Interview Candidate in Las Vegas, NV",Software Engineer Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 days. I interviewed at The Zappos Family (Las Vegas, NV) in November 2015.","I applied through my college job portal. After you have applied, you have to give a test on Hackerrank and also a virtual interview. My Hackerrank test had 3-4 questions, standard questions (nothing too tough), but you should be prepared well. Virtual interview asks about 4-6 behavioral questions and probably 2-3 very basic technical questions. (OOPs concepts, GET vs. POST etc) . Once you get selected through the online process, you get to go to their On-Site location ( Vegas :D ).

The On-site process is so muuuch fun! The people at Zappos, especially the recruiters, make sure you're comfortable and try to connect you with potential future team members. On-site process involves another coding round, an HR interview, and finally a whiteboard coding technical interview.

Coding interview - Techies at Zappos give you a problem and you have to code the solution.

HR interview has another set of behavioral questions lined up for you. (some are pretty tough, nevertheless, my advice to anyone is that ""just be yourself"", if you happen to be in that situation.)

Technical interview is easy, they ask you basic algorithmic questions ( I was asked questions from topics like string operations and hashmaps. They also asked about time complexity of the code that I had written).",What two things would you bring along with you if you were marooned on an island alone? Â  Answer Question
"Feb 2, 2016",Anonymous Interview Candidate,Graphic Design Interview,No Offer,Neutral Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at The Zappos Family in November 2015.,"2 part process. The first part involved responding to a series of questions on a webcam and a challenge related to Graphic Design. The next stage was a Skype interview in replacement of the trip to Las Vegas as I was outside the United States.

Seems like you go through lots of hoops just to get the job. Probably wouldn't apply again given the bad reputation the company is receiving.",What's one weird thing about you? Â  Answer Question
"Jan 22, 2016","Anonymous Interview Candidate in Las Vegas, NV",IOSInterview Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 6 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in November 2015.","I applied online and was given to develop a simple iOS App. If you know the basics of iOS development and little experience developing apps you ll crack it. Then a virtual interview. They filter candidates based on culture fit. I got selected as a finalist and they flew me to their headquarters in Vegas. Two days of fun filled events and three more rounds. One code challenge, HR interview and then technical. Overall I had a positive experience in the code challenge you ll have a bonus point for completing an additional task. If you complete that you ll get the internship moreover they strictly look for culture fit.","The technical interview was all about basics of iOS development including memory management(ARC), closures, basics of data structures. Â  Answer Question"
"Nov 14, 2016","Anonymous Interview Candidate in Las Vegas, NV",Frontend Web Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 days. I interviewed at The Zappos Family (Las Vegas, NV) in November 2015.","There was a code project and recorded interview initially. If you make it to the next round, they fly you to Las Vegas. You get to tour their campus, meet and mingle with employees and hang out around DT Las Vegas after if you have time. The interview process on site consisted of a coding challenge, one interview with your team, and one interview with someone from their HR recruitment team.",Q: What's the best gift you've given to someone? Â  Answer Question
"Oct 19, 2015","Anonymous Interview Candidate in Las Vegas, NV",User Experience Designer Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 3+ months. I interviewed at The Zappos Family (Las Vegas, NV).","This was a long process, but worth the experience. You first have to apply online. If you make it past the first screener they will send you a project to complete. They then select the finalists and fly them along with all the other intern candidates to Las Vegas for a 2 day interview and meet and greet.",What is one of your favorite products and why? Â  Answer Question
"Oct 12, 2015","Anonymous Employee in Las Vegas, NV",Couture Merchandiser Assistant Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 3+ months. I interviewed at The Zappos Family (Las Vegas, NV).","Rigorous 3 step process, You are given a challenge and if you pass they fly you out to their headquarters to interview for 2 days. It was an amazing process","If I could have lunch with 3 people who would they be and why?
If I were a color what would I be and why? Â  Answer Question"
"Oct 4, 2015",Anonymous Interview Candidate,Intern Interview,No Offer,Neutral Experience,Average Interview,I applied through college or university. I interviewed at The Zappos Family.,"Case study and a virtual interview.
A case with about 10k rows data, and you need to present your ideas.
you can use any software you want.
you submit your report with pdf or ppt type.","If you were stranded on a deserted island, name 3 things you would bring Â  3 Answers"
"Nov 16, 2016","Anonymous Employee in Las Vegas, NV",Seasonal Customer Loyalty Team Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through a staffing agency. The process took 2+ weeks. I interviewed at The Zappos Family (Las Vegas, NV) in October 2015.","When I arrived at Zappos for my interview I signed in and saw a wall full of cut ties, this let me know that this was going to be a different experience from any other interviews I've been to. I had on my bow tie and the person at the front desk recommended I take it off pointing to the wall of orthodox ties, so I did. Then I was met by the most upbeat and truly interested HR person I've ever interviewed with.","Can you tell me of a time when you went out of your way to help a customer, even if it was not necessarily within company policy to do so? And, how did it make you feel? Â  Answer Question"
"Sep 13, 2015","Anonymous Employee in Las Vegas, NV",Customer Loyalty Representative Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied through an employee referral. I interviewed at The Zappos Family (Las Vegas, NV).","The interview process is intense starting with a phone call, then a Skype conversation, 2 computer based tests, which must be taken in person in Las Vegas, and then 2 final in- person interviews.","Name a time when you had to think outside the box to find a solution to a problem. What did you do? Did you succeed? If not, what did you learn from the experience? Â  Answer Question"
"Sep 11, 2015",Anonymous Employee,Senior Designer Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took a week. I interviewed at The Zappos Family.,"Started with a culture phone screen. Really unique part of the interview I wish more tech companies did. They're looking for fun, outgoing people. Helps build a nice, outgoing culture of people that are fun to be around. Then, I did a skills phone screen. Some tough questions, this is more like a typical interview. Lastly, I was brought in to meet the team I was going to work alongside for an all-day interview. Was an exhausting day with lots of different kinds of conversations, but appreciated the thoughtfulness they put into the process and the speed which they executed the process and made a decision about me.",What's your favorite swear word? Â  1 Answer
"Sep 28, 2015","Anonymous Interview Candidate in Las Vegas, NV",Software Engineer Interview,No Offer,Neutral Experience,Difficult Interview,"I applied online. The process took 2+ months. I interviewed at The Zappos Family (Las Vegas, NV) in September 2015.","A virtual interview with mainly behavioral questions and a couple of tech questions. A side hacker rank challenge as well. The further process is being invited to LV, Nevada for an in person review which I did not get. It was exciting though",
"Oct 31, 2015","Anonymous Interview Candidate in Las Vegas, NV",Intern Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. I interviewed at The Zappos Family (Las Vegas, NV) in September 2015.","Virtual Interview done on Zappos Family's website. They asked a total of 6 questions, with half position related and half behavioral questions. The entire virtual interview lasted about 10 minutes, since each question was given a time limit and the recording stopped once the timer was over.",What is something weird that makes you happy? Â  Answer Question
"Oct 3, 2015",Anonymous Interview Candidate,Business Analyst Interview,No Offer,Neutral Experience,Average Interview,I applied through an employee referral. The process took 4+ weeks. I interviewed at The Zappos Family in September 2015.,"There are two sections: Case study and Online interview
I received an email from Zappos and was asked to submit case study and online interviews with 2 weeks. This is just first interview section.
Case study is about inventory management problem and demand planning, marketing strategies.
Online interview : Approximately 25s-30s to prepare each question and 2min to reply and totally 10 questions.","1. tell me about yourself
2. How do you predict tomorrow&#039;s weather by using 3 variables
3. How are you familiar with statistical software? how large dataset did you deal with? Â  Answer Question"
"Nov 30, 2015","Anonymous Interview Candidate in Las Vegas, NV",Executive Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 2+ months. I interviewed at The Zappos Family (Las Vegas, NV) in September 2015.","I submitted my resume and filled out the online application on zappos.com. The head of recruiting emailed me to tell me that I had survived the first internal screen. After the second internal review, the head of recruiting contacted me to set up a phone interview. After that, I did a phone interview with the hiring manager and one person from the department (a/k/a/ Holocracy Circle). Since this is an executive position (a/k/a Holocracy Circle Lead), Amazon needed to have a phone interview with me next. I spoke with an Amazon recruiter and went no further in the process. I'll address that experience in a separate comment under Amazon.

Zappos does a great job of keeping people informed throughout the process. They definitely are focused on providing the same level of customer service during the hiring process that they do to customers who order. This effort to treat job candidates with respect is all too rare in my experience.

They were unsuccessful in hiring for this position and have recently reposted it. I wonder if there is a person who could satisfy both Amazon and Zappos in this process.","On a scale of 1 to 10, how weird are you? Â  1 Answer"
"Sep 25, 2015","Anonymous Interview Candidate in Las Vegas, NV",Videographer Interview,No Offer,Positive Experience,Easy Interview,"I applied through a recruiter. The process took 4 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in September 2015.","Six and a half hours of meeting with various members of the team I'd be working alongside, as well as other departments within the company. Was also given a tour of an absolutely beautiful and creative campus that I'd been wanting to see for quite some time. There was repetition of questions from member to member, but as it was also discussion it was great having multiple perspectives.","If I could be any animal, what would I be? Â  1 Answer"
"Oct 11, 2015",Anonymous Interview Candidate,Software Engineering Interview,No Offer,Neutral Experience,Average Interview,I applied through college or university. The process took 2+ weeks. I interviewed at The Zappos Family in September 2015.,"The first round consisted of a coding round on Hacker Rank and a virtual interview (behavioral + technical). The coding round was average with 4 questions to be solved in 4 hours. I was able to solve 3 out of 4 questions. As many have pointed out, the virtual interview decides your fate. It had 10 questions mostly behavioral and a few technical. I had trouble adjusting with the whole virtual concept. The virtual interview gives you two chances to record your answers. I think I made a mistake by not choosing to use my second chance. I thought questions won't be the same. I also felt I had done fairly on some of the questions. I had actually answered a few questions well did not do that well in others. Got a reject mail a couple of weeks later.",Why Zappos? How does Zappos fit in your career path? Â  Answer Question
"Apr 25, 2016","Anonymous Interview Candidate in Austin, TX",Supply Chain Interview,No Offer,Positive Experience,Difficult Interview,"I applied through college or university. The process took 4+ weeks. I interviewed at The Zappos Family (Austin, TX) in September 2015.","Had a phone interview for the first round, then I had to record myself and answer questions through video. There were a total of 6 questions which you have to answer by making a video for each video.",What is the craziest thing you have done. Â  Answer Question
"Sep 9, 2015","Anonymous Interview Candidate in Las Vegas, NV",Fungineer Interview,No Offer,Positive Experience,Difficult Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in September 2015.",The interview process was totally different than anything I have ever experienced before. It was a really fun time and I felt like throughout the process I was one of the Zappos team just being asked regular questions. Some of the questions were really hard but I felt that the truly just want to see what kind of person you are and if you will fit in with them.,Star Wars or Star Trek? Â  1 Answer
"May 24, 2016","Anonymous Employee in Las Vegas, NV",CLT Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 6 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in August 2015.",Long but fun received an email with some very off the wall questions and I answered them honestly. Then I received an email to do a recorded interview and that was super awkward talking to myself through a computer. After that was a face to face interview that I was sick for but imitated Batman the whole interview. Was offered the job in the interview.,If we messed up a shoe order for a brides wedding what would you do to make it right? Â  Answer Question
"Aug 18, 2015","Anonymous Interview Candidate in Las Vegas, NV",Merchandising Assistant Interview,No Offer,Positive Experience,Easy Interview,"I applied through a recruiter. The process took 4+ weeks. I interviewed at The Zappos Family (Las Vegas, NV) in August 2015.",Longer than I expected but such a great experience. I was flown out but it was well worth it. I had 2 phone interviews that were casual and easy going conversations. In person interview was an all day event with lots of tiny group interviews. I also have a one hour culture fit interview where they asked a ton of scenario questions and basic core values questions. Overall everyone was phenomenal and very easy to talk to.,What's a something weird that you like to do? Â  1 Answer
"May 13, 2016",Anonymous Employee,Customer Loyalty Team Member Interview,Accepted Offer,Positive Experience,Average Interview,I interviewed at The Zappos Family in August 2015.,"Hiring and Interview process are a bit lengthy, but well worth it. It took me about a month to complete the hiring and interview process. They really do look for culture fits and look for people who align with company values.",What are two different ways you could use a brick besides as a door stop and to build a house. Â  1 Answer
"Jul 30, 2015","Anonymous Employee in Las Vegas, NV",CLT Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 1+ week. I interviewed at The Zappos Family (Las Vegas, NV).","Online application, grammar test, video interview submission, in-person group interview. All of these processes are used to determine if you are a good personality fit for the culture of the company. It was a very detailed and intense process, but not a difficult one. Definitely worth the time and effort!","If you could be any superhero, who would you be and why? Â  Answer Question"
"Jul 16, 2015",Anonymous Employee,Financial Analyst Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 2+ months. I interviewed at The Zappos Family.,"Very long and tedious interview process. I had 2 calls with recruiters and one with team members before an on site. For the onsite I was brought in the night before and the next day was filled with 30 minute interviews with the entire team as well as a couple of ""culture fit"" interviews with recruiters.",Tell me about a time you improved a process? Â  Answer Question
"Aug 27, 2015","Anonymous Interview Candidate in Las Vegas, NV",Customer Loyalty Team Member Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in July 2015.","Hiring process was typical. Did a virtual interview at first, if your personality shines through you then do an assessment and schedule an interview when contacted. You then tour the Zappos facility with others and do a group interview and a 1on1 interview with someone in the HR department. The whole process was very quick and the experience was very positive.","Which Zappos core value do you agree with most?
Why did you quit your last job? Â  Answer Question"
"Jul 27, 2015","Anonymous Employee in Las Vegas, NV",Customer Loyalty Team Member Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 5 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in June 2015.","What a unique process! Most companies have you send them a resume and then maybe an interview but Zappos wants to make sure you're a good fit with them.The first thing you'll see is the unique questions on the resume/submit interest form.Questions like: ""what's you favorite song""and ""if you could invite 2 people from any point in time, real or imaginary to dinner, who would it be any why"" find their way on the form along with your more typical questions. Then you have an assessment test, a webcam interview, and , if all goes well, an in person interview! Even the interview has some unique questions as well to engage you personally. It was really refreshing to me to see a company engage their potential new hires rather than just having them sell themselves like a car. It takes longer to go through the hiring process than with other companies, so be prepared for that. Overall, a GREAT experience!","If a parade went by your desk and you were on a call with a customer, how would you handle the situation? Â  Answer Question"
"Jul 15, 2015","Anonymous Interview Candidate in Las Vegas, NV",Information Security Analyst Interview,No Offer,Negative Experience,Average Interview,"I applied through a recruiter. The process took 1 day. I interviewed at The Zappos Family (Las Vegas, NV) in June 2015.","Phone screen. Kind of disappointed there were no ""weird"" questions. I had heard they don't hire anybody over 35 so I wasn't expecting much. Sure enough, I got a call that I was ""too experienced"" for the role.",Q. How woud you evaluate an outside supplier's information security as is required by PCI DSS 3.0? Â  Answer Question
"Jul 27, 2015","Anonymous Employee in Las Vegas, NV",Security Operations Center Analyst Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through a staffing agency. The process took a week. I interviewed at The Zappos Family (Las Vegas, NV) in June 2015.","- Technical Interviews on the phone (more than once)
- My second interview on the phone was a web connection at the same time and I was asked questions while looking at the interviewer screen for questions about technical stuff.
- Interview in person with all / most of the team members you will be working with to make sure that you fit in the team. Personality is very important to Zappos.
- Company Tour","- Questions about experience
- Education
- Certifications
-Some technical questions
- Personality questions like:
How lucky you are?
what super hero would you like to be? Â  Answer Question"
"Jul 2, 2015","Anonymous Interview Candidate in Las Vegas, NV",Customer Loyalty Team Member Interview,Declined Offer,Neutral Experience,Easy Interview,"I applied through an employee referral. The process took 3 days. I interviewed at The Zappos Family (Las Vegas, NV) in June 2015.","Applied online from a link on Facebook from a friends post. Quick online application then you get an e-mail about three different online applications to finish and complete. The first one was normal questions about history and what not with questions like ""If you could bring 2 people from the past or present to lunch who would it be and why?"" then the last part of the online application was a video interview where you are asked 4 questions and you are recorded to tell your answer.","Some of the online video questions were.
Tell us about yourself.
why are you interested in Zappos?
what did you find out about us when you googled Zappos, and what is one of our CORE VALUES? Â  Answer Question"
"Apr 15, 2015","Anonymous Interview Candidate in Las Vegas, NV",Intern Interview,No Offer,Positive Experience,Average Interview,"I applied online. I interviewed at The Zappos Family (Las Vegas, NV).","The initial round is on hackerRank, where you have to code in your desired language and also additional virtual interview where you have to record answers, it is behavioral based and they really filter people based on those videos, to test if you would fit in their culture.","Q. after you clear those rounds, you get a ticket to Vegas!! YES and oh boyyy... it is fun.. after playing games touring the office and an open BAR!! they take another coding round where there are easy questions if you did the HackerRank test on your own! and then next day two rounds of interview, one is technical and other HR. in technical expect basic questions with some whiteâ¦Â  board coding and you really have to crack the behavioral to get into Zappos. It is a fun experience, network and talk to everyone out there, coz that is all they call you there for .... Â  Answer QuestionShow More"
"May 20, 2015",Anonymous Interview Candidate,Senior Accountant Position Interview,No Offer,Negative Experience,,The process took 3 weeks. I interviewed at The Zappos Family.,"All electronic. Nothing personal. Timed tests to complete and return. When I questioned them on the phone about something I discovered in the test (an error), they put me on hold, then came back with the wrong answer upon which I was to base my answers. This, in turn, made several of my answers incorrect. Since determination of correct answers was done by a computer, I then had to follow up by phone and once again point out the errors on their part causing the subsequent errors on my part. Talk about wasting time, going in circles and making a bad impression by having to tell them of their error. They don't get back to you with any results so that YOU can learn from what they wanted. Very one sided. Not impressed with their HR.",Nothing. Just electronic tests and interaction. Way too impersonal. Â  Answer Question
"May 3, 2015",Anonymous Interview Candidate,Web Analyst Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took 2+ months. I interviewed at The Zappos Family.,"Honestly the most non-sense and time-wasting interview experience. From the initial contact it took more than 2 months to move to the last final interview, and in between they make you jump through all the ridiculous hoops(IIRC more than 5 written tests, assessments, phone, and video call ""intervierws"") and making you answer questions largely unrelated to skills or past team experiences at all, claiming that they are trying to figure out the ever-mysterious and vague ""cultural fit"" part. For the very few questions that are related to skills or technical knowledge, they are like jokes. From the interactions with interviewers over the course, they seemed to be uninterested and disengaged in the conversations, and worse yet, did not have in-depth domain knowledge or maturity level you'd expect from your immediate management.","""Which superhero would you want to be? Why"" Â  Answer Question"
"Jun 7, 2015","Anonymous Employee in Las Vegas, NV",CLT Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at The Zappos Family (Las Vegas, NV) in May 2015.","I applied online and then became an insider. After that I had to do a video interview and a few online tests (typing skills, etc.) Then I got an actual interview. It was an amazing process. I felt extremely comfortable and it was the first interview I could be myself in.",What is a mistake you made in a previous job? Â  Answer Question
"May 28, 2015","Anonymous Employee in Las Vegas, NV",Customer Loyalty Team Member Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at The Zappos Family (Las Vegas, NV) in May 2015.","I applied online(didn't becomes an insider). Took about a week until I was asked to take 3 assessments(call center simulation, knowledge assessment and personality assessment). Maybe a week and a half later I was asked to do a video interview with 4 questions. After that, maybe a few days, they asked to schedule a Skype interview with the recruiter and another manager. It took place yesterday (about 2 weeks later) and I was offered the position today...contingent upon a background check and employment verification.",We frequently have parades going on in the call center...if you had to start a parade what kind would it be and how would you get people to join? Â  1 Answer
