Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,InterviewQs
"Jul 1, 2019","Anonymous Interview Candidate in Phoenix, AZ",Maintenance Technician Interview,No Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at PepsiCo (Phoenix, AZ) in June 2019.",Interview,What was a situation you were in that was difficult to remedy. And how did you solve it? Â  1 Answer
"May 2, 2019","Anonymous Interview Candidate in White Plains, NY",Human Resources Manager Interview,No Offer,Negative Experience,Difficult Interview,"I applied through a recruiter. The process took 4 weeks. I interviewed at PepsiCo (White Plains, NY).",Interview,Dug deep into previous experience Â  Answer Question
"Aug 7, 2019","Anonymous Interview Candidate in Chicago, IL",Talent Acquisition Coordinator â Contractor Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 5 weeks. I interviewed at PepsiCo (Chicago, IL) in May 2019.",Interview,Tell me how you handle lots of requests for information ? Â  Answer Question
"May 2, 2019",Anonymous Interview Candidate,Certifier Interview,No Offer,Negative Experience,Average Interview,I applied through other source. The process took 2 weeks. I interviewed at PepsiCo.,Application,How do you handle conflict? Â  Answer Question
"May 16, 2019",Anonymous Interview Candidate,Brand Marketing Analyst Interview,No Offer,Positive Experience,Average Interview,I applied online. The process took 5 days. I interviewed at PepsiCo in May 2019.,Application,Have you developed a brand from the ground up? Â  Answer Question
"Apr 29, 2019",Anonymous Interview Candidate,LD&T Coordinator Interview,No Offer,Negative Experience,Average Interview,I applied in-person. The process took 5 weeks. I interviewed at PepsiCo.,Application,Tell me about yourself Â  Answer Question
"Apr 28, 2019",Anonymous Interview Candidate,Sales Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo.,Application,Basic qualitative questions. Â  Answer Question
"Apr 23, 2019",Anonymous Interview Candidate,Supply Chain Engineer Interview,No Offer,Neutral Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo.,Application,How would you use personal excitement to motivate peers? Â  Answer Question
"Apr 15, 2019",Anonymous Interview Candidate,Internship Interview,No Offer,Positive Experience,Average Interview,I applied online. I interviewed at PepsiCo.,Application,What are you looking for from this internship? Do you prefer beverage or food packaging design? Â  Answer Question
"Apr 17, 2019",Anonymous Employee,Supply Chain Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 2+ months. I interviewed at PepsiCo.,Application,Tell me a time when you encountered resistance in an individual or group accepting or understanding a change to a process. Â  Answer Question
"Apr 16, 2019",Anonymous Interview Candidate,Chemist Interview,Declined Offer,Neutral Experience,,"the interview is not difficult, everyone is nice and make you feel comfortable. talked to 3 different managers and they were split on what the long term goals for the department I was interviewing for and seemed confused when I reiterated what the other managers had said.",Application,routine work Â  Answer Question
"Apr 15, 2019",Anonymous Interview Candidate,Supply Chain Associate Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo.,Application,How did you demonstrate leadership? Â  Answer Question
"Apr 29, 2019",Anonymous Interview Candidate,Merchandiser Interview,No Offer,Neutral Experience,Average Interview,I applied online. The process took a week. I interviewed at PepsiCo in April 2019.,Application,most of the questions were about job experience Â  Answer Question
"Jul 9, 2019","Anonymous Interview Candidate in Irvine, CA",Forecast Analyst Interview,Declined Offer,Negative Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at PepsiCo (Irvine, CA) in April 2019.",Application,How would you develop a forecast for a brand new product? Â  Answer Question
"Apr 24, 2019",Anonymous Interview Candidate,Operations Manager Interview,No Offer,Positive Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at PepsiCo in April 2019.,Application,Did I have any questions about the company? Â  Answer Question
"Mar 28, 2019",Anonymous Interview Candidate,Supply Chain Associate Interview,No Offer,Negative Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo.,Application,What are your future goals? Â  Answer Question
"Mar 24, 2019",Anonymous Interview Candidate,Sales Management Associate Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo.,Application,What would others describe as your biggest personality flaw? Â  Answer Question
"Mar 15, 2019",Anonymous Interview Candidate,Supply Chain Associate Interview,No Offer,Negative Experience,Average Interview,I only had one interview on site. The interviewer seemed uninterested in both myself and in the conversation. They didn't give me much feedback on anything I said. It was a behavioral interview with pretty standard questions.,Application,Name a time you overcame a failure. Â  Answer Question
"Mar 13, 2019",Anonymous Employee,Merchandiser Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at PepsiCo.,Application,Haven't went yet will update once i go Â  1 Answer
"Mar 10, 2019","Anonymous Interview Candidate in Tempe, AZ",Sales Associate Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. I interviewed at PepsiCo (Tempe, AZ).",Application,Tell me a situation where you an customer had an issue. Would you rather work for Pepsi or Frito Lay? Â  Answer Question
"Mar 4, 2019","Anonymous Interview Candidate in Lawrence, KS",Sales Associate Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. I interviewed at PepsiCo (Lawrence, KS).",Application,why do you want to be a chemical engineer? Â  Answer Question
"Mar 22, 2019","Anonymous Employee in New York, NY",Lab Tech Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through a staffing agency. The process took 2 weeks. I interviewed at PepsiCo (New York, NY) in March 2019.",Application,"Talk about yourself. Experience of the previous position. How did you handle a tricky situation and give examples?
PepsiCo's culture and purpose. Â  Answer Question"
"Mar 18, 2019","Anonymous Interview Candidate in Davis, CA",Sales Management Interview,No Offer,Neutral Experience,Difficult Interview,"I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo (Davis, CA) in March 2019.",Application,Describe a time when you had to change your approach to a problem. Â  1 Answer
"Jul 15, 2019","Anonymous Employee in Burnsville, MN",Warehouse Loader Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at PepsiCo (Burnsville, MN) in March 2019.",Application,Are you willing to show up to work on time? Â  1 Answer
"Jun 20, 2019","Anonymous Interview Candidate in Chicago, IL",Account Manager Interview,Declined Offer,Neutral Experience,Average Interview,"I applied in-person. The process took a week. I interviewed at PepsiCo (Chicago, IL) in March 2019.",Application,how do you handle rejection; they are looking to find the right candidate......make sure you are prepared with follow up questions and salary requirements. Â  Answer Question
"Apr 11, 2019","Anonymous Employee in Chicago, IL",Financial Analyst Interview,Accepted Offer,Negative Experience,Easy Interview,"I applied through a recruiter. I interviewed at PepsiCo (Chicago, IL) in March 2019.",Application,what is your level of communication Â  Answer Question
"Feb 14, 2020","Anonymous Employee in Chicago, IL",Supply Chain Specialist Interview,Accepted Offer,Neutral Experience,Easy Interview,"I applied through college or university. I interviewed at PepsiCo (Chicago, IL) in March 2019.",Application,How do you handle conflict? Â  Answer Question
"Mar 22, 2020","Anonymous Employee in Atlanta, GA",Warehouse Loader Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at PepsiCo (Atlanta, GA) in March 2019.",Application,If a co worker was doing something unsafe how would you handle it Â  1 Answer
"Feb 25, 2019",Anonymous Interview Candidate,Supply Chain Manager Interview,Declined Offer,Positive Experience,Easy Interview,"the interview was very conversational. Unlike many others, this one was simple and straightforward. It was really easy to reflect and talk to them, they did not try to stump me or ask me trick questions, it was just understanding how I am with people, and engineering problems.",Application,Identify a time where you didn't see eye to eye with a co-worker and how did you respond to it? Â  Answer Question
"Feb 17, 2019",Anonymous Interview Candidate,Production Manager Interview,No Offer,Neutral Experience,Easy Interview,Online application followed by a phone screen by corporate recruiter. Then was followed by phone screen with the plant manager. Eventually invited to bottling plant for tour and onsite interview.,Application,Standard questions Â  Answer Question
"Feb 14, 2019",Anonymous Interview Candidate,Internship Interview,No Offer,Neutral Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo.,Application,Name a time you worked with someone who was hard to deal with Â  Answer Question
"Feb 12, 2019",Anonymous Interview Candidate,Intern Interview,No Offer,Negative Experience,Easy Interview,I applied through college or university. I interviewed at PepsiCo.,Application,"Tell us about a time you had a problem with a co-worker.
Why do you want to work at PepsiCo? Â  Answer Question"
"Sep 9, 2019","Anonymous Interview Candidate in Seattle, WA",Supply Chain Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at PepsiCo (Seattle, WA) in February 2019.",Application,Have you ever challenge an authoritative figure? Â  1 Answer
"Mar 4, 2019","Anonymous Interview Candidate in Orlando, FL",Supply Chain Interview,Declined Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (Orlando, FL) in February 2019.",Application,Name a time you handled conflict within a team? How did you resolve it? (be prepared for follow ups) Â  Answer Question
"Jun 7, 2019","Anonymous Interview Candidate in Columbia, MO",Supply Chain Associate Interview,No Offer,Neutral Experience,Average Interview,"I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo (Columbia, MO) in February 2019.",Application,How do you feel about leading others? Â  Answer Question
"Apr 8, 2019","Anonymous Interview Candidate in Prairie View, TX",Supply Chain Engineer Interview,No Offer,Negative Experience,Average Interview,"I applied through college or university. I interviewed at PepsiCo (Prairie View, TX) in February 2019.",Application,Tell me about your experience. Â  Answer Question
"Jan 31, 2019",Anonymous Interview Candidate,Sales Interview,No Offer,Negative Experience,Easy Interview,I applied online. I interviewed at PepsiCo.,Application,good Â  Answer Question
"Feb 20, 2019","Anonymous Interview Candidate in Athens, GA",Electrical Engineer Interview,No Offer,Neutral Experience,Average Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (Athens, GA) in February 2019.",Application,Why PepsiCo? Â  Answer Question
"Feb 26, 2019","Anonymous Employee in Tallahassee, FL",Supply Chain Manager Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. I interviewed at PepsiCo (Tallahassee, FL) in February 2019.",Application,Behavioral Questions they had written. Â  Answer Question
"Jan 21, 2019",Anonymous Employee,Associate Analyst Interview,Accepted Offer,Positive Experience,,"Interviewed with HR, hiring manager and director. Asked fair questions on experience and behavioral questions. I appreciated their challenging and creative questions that made me think. Everyone was courteous and respectful.",Application,Behavioral questions Â  Answer Question
"Jan 20, 2019",Anonymous Interview Candidate,Financial Analyst Interview,No Offer,Neutral Experience,Average Interview,I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo.,Application,I think only 4-5 questions were asked. They all pertained to working with others. Â  Answer Question
"Jan 13, 2019",Anonymous Employee,Administrative Assistant Interview,Accepted Offer,Positive Experience,Average Interview,I applied in-person. I interviewed at PepsiCo.,Application,Experience Â  1 Answer
"Jan 12, 2019",Anonymous Interview Candidate,Associate Sales Manager Interview,No Offer,Neutral Experience,Average Interview,"Asked a series of behavioral questions (in person) after submitting my resume at a career fair and spoke with a hiring manager. I was asked to re-submit my resume online when I scheduled my interview time slot, but when I arrived at the interview, the person interviewing me did not have my resume on hand.",Application,When was a time where you dealt with an unpopular opinion? Â  Answer Question
"Jan 8, 2019",Anonymous Interview Candidate,Supply Chain Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo.,Application,Tell me about an obstacle you faced in a group project and how you dealt with it? Â  Answer Question
"Jan 10, 2019",Anonymous Interview Candidate,Food Scientist Interview,No Offer,Negative Experience,Difficult Interview,The process took 4+ weeks. I interviewed at PepsiCo in January 2019.,Application,Where do you see your career ultimately going? Â  Answer Question
"Apr 6, 2019","Anonymous Interview Candidate in Phoenix, AZ",Retail Merchandiser Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at PepsiCo (Phoenix, AZ) in January 2019.",Application,I was interviewed by 2 managers who asked me basic questions like. Why do you want to work for us. Describe a moment where you had to overcome a challenge at work Â  Answer Question
"Feb 26, 2020","Anonymous Employee in Erlanger, KY",Sales Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at PepsiCo (Erlanger, KY) in January 2019.",Application,Tell us a time you had to over come an objection. Â  Answer Question
"Dec 6, 2018","Anonymous Interview Candidate in Gainesville, FL",Internship Interview,No Offer,Neutral Experience,Average Interview,"I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo (Gainesville, FL).",Application,How would your friends describe you? Â  Answer Question
"Nov 30, 2018",Anonymous Employee,Sales Management Interview,Accepted Offer,Positive Experience,Average Interview,"Went smoothly, my interviewers seemed to want to see me do great and made the process extremely comfortable. The questions were mostly situational and regarded leadership or how you would handle certain situations such as talking on the phone with customer service for extended periods of time.",Application,What was a time you took a risk and how did it pan out? Â  1 Answer
"Jan 17, 2019","Anonymous Interview Candidate in White Plains, NY",Senior Analyst Interview,No Offer,Negative Experience,Difficult Interview,"I applied online. The process took 6+ weeks. I interviewed at PepsiCo (White Plains, NY) in December 2018.",Application,Tell me about your background Â  Answer Question
"Nov 29, 2018",Anonymous Interview Candidate,Undergraduate Marketing Interview,No Offer,Positive Experience,Average Interview,I applied online. I interviewed at PepsiCo.,Application,What makes a good/bad advertisement? Â  Answer Question
"Nov 7, 2018",Anonymous Employee,Supply Chain Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo.,Application,Tell me a time that you worked on a team and disagreed with a teammate. Â  Answer Question
"Nov 7, 2018",Anonymous Employee,Sales Management Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at PepsiCo.,Application,Walk us through your resume. Â  Answer Question
"Mar 17, 2019",Anonymous Interview Candidate,Internship Interview,Declined Offer,Neutral Experience,Average Interview,I applied online. I interviewed at PepsiCo in November 2018.,Application,Tell me about a time you faced adversity and how did you handle this? Â  Answer Question
"Nov 27, 2018","Anonymous Employee in South Bend, IN",Merchandiser Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took a week. I interviewed at PepsiCo (South Bend, IN) in November 2018.",Application,How was your attitude Â  1 Answer
"Dec 3, 2018",Anonymous Interview Candidate,Supply Chain Analyst Interview,No Offer,Negative Experience,,The process took 3+ weeks. I interviewed at PepsiCo in November 2018.,Application,Describe a time where you faced a challenge in the workplace. How did you overcome that challenge? Â  Answer Question
"Jan 28, 2019","Anonymous Interview Candidate in College Station, TX",Supply Chain Associate Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (College Station, TX) in November 2018.",Application,Talk about a project that you worked on that required a lot of data Â  1 Answer
"Feb 4, 2019","Anonymous Interview Candidate in Fullerton, CA",Sales Management Interview,No Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (Fullerton, CA) in November 2018.",Application,"Explain an experience (At work, school, or personal) when you had to overcome a problem. Â  Answer Question"
"Jan 2, 2019","Anonymous Interview Candidate in Jacksonville, FL",Sales Representative Interview,No Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (Jacksonville, FL) in November 2018.",Application,Describe a project that you worked on from start to finish? Â  Answer Question
"Jan 24, 2019","Anonymous Interview Candidate in Cheverly, MD",Quality Control Technician Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 5 weeks. I interviewed at PepsiCo (Cheverly, MD) in November 2018.",Application,Why are you applying for the position? Â  1 Answer
"Dec 21, 2018","Anonymous Interview Candidate in Columbia, SC",Sales Management Associate Interview,Declined Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 2 days. I interviewed at PepsiCo (Columbia, SC) in November 2018.",Application,What would you bring to the team? Â  Answer Question
"Oct 30, 2018","Anonymous Interview Candidate in Cincinnati, OH",Sales Manager Interview,No Offer,Neutral Experience,Difficult Interview,"I applied through an employee referral. The process took 3 days. I interviewed at PepsiCo (Cincinnati, OH).",Application,What would you do if you had a great employee who started making mistakes over and over Â  3 Answers
"Oct 22, 2018",Anonymous Interview Candidate,Intern - Hourly Interview,No Offer,Neutral Experience,Average Interview,The process took 1+ week. I interviewed at PepsiCo.,Application,Think about a situation you need to persuade others Â  Answer Question
"Oct 21, 2018","Anonymous Employee in Phoenix, AZ",Manufacturing Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2+ weeks. I interviewed at PepsiCo (Phoenix, AZ).",Application,"Have you ever been in a leadership position? If so, explain Â  Answer Question"
"Oct 16, 2018",Anonymous Interview Candidate,Intern Interview,No Offer,Neutral Experience,Difficult Interview,"The interview bounced between behavioral questions and creative, strategic thinking case-like questions. It was a two-on-one, and both interviewers were personal. The critical thinking questions were a bit unusual compared to other interviews, but fun in a way. However, they definitely put you on the spot and looked to make you think out loud.",Application,"If you had 200,000 tires that were rendered obsolete tomorrow, how would you market them (not as tires)? Â  Answer Question"
"Oct 8, 2018",Anonymous Employee,Supply Chain Associate Interview,Accepted Offer,Neutral Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at PepsiCo.,Application,"Describe a time when you overcame a challenge and how.
Describe a time you made a mistake and what you did to resolve it.
Describe a time you demonstrated inclusiveness. Â  Answer Question"
"Oct 8, 2018",Anonymous Employee,Sales Management Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. I interviewed at PepsiCo.,Application,Tell us about yourself. Â  1 Answer
"Oct 2, 2018",Anonymous Interview Candidate,Sales Associate Interview,Declined Offer,Positive Experience,Easy Interview,I applied through college or university. I interviewed at PepsiCo.,Application,Name a time when you had to make an unpopular decision. Â  Answer Question
"May 6, 2019","Anonymous Interview Candidate in Tallahassee, FL",Sales Representative Interview,Declined Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 3 days. I interviewed at PepsiCo (Tallahassee, FL) in October 2018.",Application,Tell me about yourself Â  Answer Question
"Nov 4, 2018","Anonymous Interview Candidate in New York, NY",Strategy Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 1 day. I interviewed at PepsiCo (New York, NY) in October 2018.",Application,Where do you see yourself in 10 years? Â  Answer Question
"Oct 18, 2018","Anonymous Interview Candidate in College Station, TX",Internship Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at PepsiCo (College Station, TX) in October 2018.",Application,What was your biggest challenge? Â  Answer Question
"Sep 30, 2018",Anonymous Employee,Intern - Hourly Interview,Accepted Offer,Positive Experience,Average Interview,"Was a positive experience overall. Very friendly an relaxed environment to promote easy responses. Two in person interviewers that both asked questions, took notes, and provided feedback. Not a very challenging interview overall.",Application,Describe a time in your work history where you had to resolve conflict. Â  Answer Question
"May 13, 2019","Anonymous Interview Candidate in Ann Arbor, MI",Marketing Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (Ann Arbor, MI) in October 2018.",Application,What is one conflict you have overcome and how? Â  Answer Question
"Nov 5, 2018",Anonymous Interview Candidate,Senior Manager Interview,No Offer,Negative Experience,Average Interview,I applied online. The process took 6 weeks. I interviewed at PepsiCo in October 2018.,Application,"Mostly standard, position specific Â  Answer Question"
"Nov 11, 2018","Anonymous Interview Candidate in New York, NY",Summer Analyst Interview,Declined Offer,Neutral Experience,Easy Interview,"I applied through college or university. The process took 1 day. I interviewed at PepsiCo (New York, NY) in October 2018.",Application,What is your favorite Pepsi product and why? Â  Answer Question
"Jan 2, 2019","Anonymous Interview Candidate in State College, PA",Supply Chain Interview,No Offer,Positive Experience,Average Interview,"I applied online. I interviewed at PepsiCo (State College, PA) in October 2018.",Application,Tell me about a time you had difficulty with a manager and how did you face that? Â  1 Answer
"Nov 4, 2018",Anonymous Employee,Supply Chain Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo in October 2018.,Application,Tell me about yourself. Give a rundown of your resume Â  Answer Question
"Nov 7, 2018","Anonymous Employee in Davis, CA",Supply Chain Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. I interviewed at PepsiCo (Davis, CA) in October 2018.",Application,Talk about a time you went through some failure or difficult time and how did you handle it Â  Answer Question
"Jun 14, 2019","Anonymous Employee in Ames, IA",Supply Chain Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took a week. I interviewed at PepsiCo (Ames, IA) in October 2018.",Application,"Many behavioral questions such as ""describe a time when you....""
-had to lead a team
-needed to meet an important deadline
-needed to use outside research to accomplish a project
etc. Â  Answer Question"
"Oct 29, 2018","Anonymous Interview Candidate in Pomona, CA",Supply Chain Associate Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo (Pomona, CA) in October 2018.",Application,"Describe a project or outcome driven process. Describe the goals of the project. Were the goals achieved, and if so, how? Â  Answer Question"
"Nov 7, 2018","Anonymous Interview Candidate in Orlando, FL",Supply Chain Associate Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 4 weeks. I interviewed at PepsiCo (Orlando, FL) in October 2018.",Application,Can you tell me about a time when you gained insight from data to bring you to a solution? Â  Answer Question
"Oct 11, 2018","Anonymous Interview Candidate in Orlando, FL",Supply Chain Engineer Interview,No Offer,Neutral Experience,Average Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (Orlando, FL) in October 2018.",Application,Why PepsiCo? Â  Answer Question
"Oct 18, 2018","Anonymous Interview Candidate in Stillwater, OK",Sales Management Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (Stillwater, OK) in October 2018.",Application,"Can you name a time when you used data, and what did you do with it? Â  Answer Question"
"Oct 15, 2018","Anonymous Employee in Lansing, MI",Sales Management Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 6 days. I interviewed at PepsiCo (Lansing, MI) in October 2018.",Application,Tell me about a time you were faced with a challenge/ that you thought was impossible and how did you overcome it whether it be positive or negative. Â  Answer Question
"Nov 4, 2018","Anonymous Employee in Tallahassee, FL",Sales Management Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (Tallahassee, FL) in October 2018.",Application,Tell us a time that you worked as a team. Â  Answer Question
"Apr 11, 2019","Anonymous Employee in State College, PA",Sales Management Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (State College, PA) in October 2018.",Application,Tell me about a time you failed Â  Answer Question
"Apr 10, 2019","Anonymous Employee in Iowa City, IA",Sales Management Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo (Iowa City, IA) in October 2018.",Application,Describe a difficult situation and how you overcame the challenge? Â  1 Answer
"Feb 7, 2019","Anonymous Interview Candidate in Jacksonville, FL",Sales Management Trainee Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 3+ months. I interviewed at PepsiCo (Jacksonville, FL) in October 2018.",Application,Why do you want to work in sales Â  Answer Question
"Oct 28, 2018","Anonymous Employee in Newark, DE",Sales Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 1 day. I interviewed at PepsiCo (Newark, DE) in October 2018.",Application,It was mainly behavioral questions and how I would handle certain situations. They also touched on experiences on my resume. Â  Answer Question
"Mar 6, 2019","Anonymous Interview Candidate in Chicago, IL",Financial Analyst Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at PepsiCo (Chicago, IL) in October 2018.",Application,Describe a time when you had a major problem and how you dealt with it. Â  1 Answer
"Feb 18, 2019",Anonymous Interview Candidate,Sales Representative Interview,No Offer,Neutral Experience,Average Interview,I applied through college or university. The process took 4+ weeks. I interviewed at PepsiCo in October 2018.,Application,Describe one time you've worked on a team. Â  Answer Question
"Apr 25, 2019","Anonymous Interview Candidate in New York, NY","Director, Finance Interview",No Offer,Positive Experience,Average Interview,"I applied in-person. The process took 2 weeks. I interviewed at PepsiCo (New York, NY) in October 2018.",Application,"Typical questions include how did you do this....describe a time you encounter this...etc. Typical interview process or reviewing your resume, talking through questions or issues in your experience, and Q&A towards the end of the interview Â  Answer Question"
"Oct 16, 2018","Anonymous Employee in Minneapolis, MN",HR Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo (Minneapolis, MN) in October 2018.",Application,Why do you want to work at PepsiCo? Â  Answer Question
"Oct 25, 2019",Anonymous Employee,Supply Chain Management Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo in October 2018.,Application,Describe a time where you received negative feedback and how did you handle it? Â  Answer Question
"Sep 9, 2018",Anonymous Employee,Marketing Interview,Accepted Offer,Positive Experience,Average Interview,"Two on-campus interviews, with two PepsiCo employees interviewing in each interview. The whole process lasted just one day, and I was quickly notified that I had received an offer. Everyone I met from PepsiCo was incredibly respectful, creative, and fun.",Application,What should we do for our Super Bowl ad? What's your favorite PepsiCo product and why? Â  Answer Question
"Nov 4, 2018",Anonymous Employee,Supply Chain Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 4+ weeks. I interviewed at PepsiCo in September 2018.,Application,Tell me about a time you had to work with people from a different background Â  Answer Question
"Oct 7, 2019","Anonymous Employee in College Station, TX",Supply Chain Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo (College Station, TX) in September 2018.",Application,Tell me about yourself Â  Answer Question
"Oct 9, 2018","Anonymous Interview Candidate in College Park, MD",Supply Chain Associate Interview,No Offer,Negative Experience,Difficult Interview,"I applied through college or university. The process took 2 weeks. I interviewed at PepsiCo (College Park, MD) in September 2018.",Application,Tell me about yourself Â  Answer Question
"Sep 25, 2019",Anonymous Employee,Sales Management Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at PepsiCo in September 2018.,Application,think of a time that you failed and what did you learn from it? Â  Answer Question
"Feb 6, 2019",Anonymous Interview Candidate,R&D Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. The process took 3 days. I interviewed at PepsiCo in September 2018.,Application,Name a time you taught yourself something (for fun) and had that pay off later. Â  Answer Question
"Sep 26, 2018","Anonymous Interview Candidate in Gainesville, FL",R&D Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 3 days. I interviewed at PepsiCo (Gainesville, FL) in September 2018.",Application,The whole procedure of a product development Â  Answer Question
"Feb 18, 2019","Anonymous Interview Candidate in Chicago, IL",Financial Analyst Interview,Declined Offer,Negative Experience,Easy Interview,"I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo (Chicago, IL) in September 2018.",Application,Weakness? Â  Answer Question
"Sep 29, 2018","Anonymous Employee in Plano, TX",Cyber Security Analyst Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at PepsiCo (Plano, TX) in September 2018.",Application,How do you prioritize work? Tell us about your project management skills? Â  Answer Question
"Sep 25, 2018",Anonymous Employee,Business Analyst Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. I interviewed at PepsiCo in September 2018.,Application,Tell me about a time when you had a project with a sense of urgency and the other members of your group didn't share that sense of urgency and what did you do? Â  Answer Question
"Sep 22, 2018","Anonymous Interview Candidate in Madison, WI",Summer R&D Interview,No Offer,Negative Experience,Difficult Interview,"I applied through college or university. The process took a week. I interviewed at PepsiCo (Madison, WI) in September 2018.",Application,"how to deal with multi-fictional group members, multitasking, leadership
saturated vs. unsaturated fat, juice processing, trans fat, maillard reaction, salsa competing brand Â  Answer Question"
"Jun 25, 2019","Anonymous Employee in Fort Worth, TX",Field Sales and Marketing Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at PepsiCo (Fort Worth, TX) in September 2018.",Application,What makes you a good fit for PepsiCo? Â  1 Answer
"Jan 17, 2019","Anonymous Interview Candidate in Cal Poly SLO, CA",Suppy Chain Associate Interview,No Offer,Neutral Experience,Average Interview,"I applied through college or university. The process took 3 weeks. I interviewed at PepsiCo (Cal Poly SLO, CA) in September 2018.",Application,Tell me about your self and what you like to do outside of school? Â  Answer Question
