Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Qs
13-Apr-19,"Anonymous Employee in San Diego, CA",U-Verse Premises Technician Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at AT&T (San Diego, CA).",Application,Name a difficult situation you encountered and how did you overcome it? Â  Answer Question
11-Apr-19,Anonymous Employee,Client Support Specialist Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at AT&T.,Application,Recall a time that you handle a. Irriate customer. Â  Answer Question
5-Apr-19,Anonymous Employee,Customer Service Representative Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through an employee referral. The process took 4+ weeks. I interviewed at AT&T.,Application,Had to pass a test. Â  Answer Question
5-Apr-19,"Anonymous Employee in Richardson, TX",TELESALES Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Richardson, TX).",Application,Tell me about a time that a customer wasn't difficult and how you turned them around. Â  1 Answer
2-Apr-19,Anonymous Employee,Anonymous Employee Interview,Accepted Offer,Negative Experience,,"Apply, go for in person testing and assessments, interview with human resource manager, online assessment, interview with hiring manager, interview with next level manager, email sent offering job, call made to offer job, drug testing, on boarding, acceptance",Application,
23-Apr-19,"Anonymous Interview Candidate in Atlanta, GA",Customer Retention Representative Interview,Declined Offer,Negative Experience,Average Interview,"I applied online. The process took a week. I interviewed at AT&T (Atlanta, GA) in April 2019.",Application,Name a Time you had to deal with an irate customer Â  Answer Question
20-May-19,Anonymous Employee,B2B Sales Leadership Development Program Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 4 weeks. I interviewed at AT&T in April 2019.,Application,Why ATT? Â  Answer Question
20-Jun-19,"Anonymous Employee in Sacramento, CA",Sakes Representative Interview,Accepted Offer,Negative Experience,Easy Interview,"I applied through other source. The process took 3 weeks. I interviewed at AT&T (Sacramento, CA) in April 2019.",Application,Describe a time you dealt with a rude customer. Â  Answer Question
5-Apr-19,"Anonymous Employee in Sacramento, CA",In Home Sales Expert Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took 2 days. I interviewed at AT&T (Sacramento, CA) in April 2019.",Application,Why att Â  Answer Question
29-Mar-19,"Anonymous Employee in Cerritos, CA",Customer Service Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3+ months. I interviewed at AT&T (Cerritos, CA).",Application,They ask you role-play a sales pitch. Â  Answer Question
27-Mar-19,Anonymous Interview Candidate,TDP Interview,No Offer,Positive Experience,,"The process was pretty straightforward. The first interview was a phone screen with a recruiter. After that I had a behavioral and technical interview. Finally, I had an on-site with hiring manager.",Application,Tell me about yourself Â  Answer Question
23-Mar-19,Anonymous Employee,Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Average Interview,"Pretty basic sales interview. Everything is about sales and numbers. First phone interview, then a computer based interview, then one or two in person. All sales, customer service related",Application,Describe a time with a difficult customer and how you overcame etc Â  Answer Question
13-Mar-19,Anonymous Employee,Sales Associate Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 1 day. I interviewed at AT&T.,Application,Why should I hire you?Experience not difficult at all. So how about Sayleâs . Easy easy interview easy easy interview easy easy interview Â  1 Answer
13-Mar-19,Anonymous Interview Candidate,Technology Development Interview,No Offer,Positive Experience,Easy Interview,I applied online. I interviewed at AT&T.,Application,Code the fibonacci sequence Â  Answer Question
6-Mar-19,"Anonymous Interview Candidate in El Segundo, CA",Production Assistant Interview,No Offer,Negative Experience,Average Interview,"I applied online. I interviewed at AT&T (El Segundo, CA).",Application,Where do you see yourself in 5 years Â  Answer Question
12-Mar-19,Anonymous Employee,Internship Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through a recruiter. The process took a week. I interviewed at AT&T in March 2019.,Application,Why our team? Â  Answer Question
18-Mar-19,Anonymous Employee,B2B Sales Program Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at AT&T in March 2019.,Application,"Imagine that I was a prospective student at your school, sell me on attending your university over another. Â  Answer Question"
21-Feb-19,"Anonymous Interview Candidate in Houston, TX",U-Verse Premises Technician Interview,Declined Offer,Negative Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Houston, TX).",Application,"If you accidentally took home a $0.10 pencil from work (forgot it in your pocket), would you drive back (take 2hrs) to the office and return it on the same day? Â  1 Answer"
20-Feb-19,Anonymous Interview Candidate,Sr. Software Engineer Interview,Declined Offer,Neutral Experience,Average Interview,I applied online. The process took 1 day. I interviewed at AT&T.,Application,What are the different authentications you have worked on Â  1 Answer
5-Feb-19,Anonymous Employee,Sales Representative Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through an employee referral. The process took 1 day. I interviewed at AT&T.,Application,Sales experience Â  1 Answer
3-Feb-19,Anonymous Interview Candidate,TDP Interview,Declined Offer,Positive Experience,Average Interview,I applied through college or university. The process took 2+ months. I interviewed at AT&T.,Application,Asked about object oriented programming and string traversal. Asked about leadership experience. Â  Answer Question
1-Feb-19,Anonymous Interview Candidate,Retail Sales Associate Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took 4 weeks. I interviewed at AT&T.,Application,Talk about a time when you were pressured into doing something wrong ... how did you react (something like that) Â  Answer Question
12-Jul-19,"Anonymous Employee in Fort Myers, FL",Retail Sales Associate Interview,Accepted Offer,Negative Experience,Average Interview,"I applied online. The process took 6 weeks. I interviewed at AT&T (Fort Myers, FL) in February 2019.",Application,Name a time you dealt with a difficult customer Â  1 Answer
17-Mar-19,Anonymous Employee,B2B Sales Program Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 3 weeks. I interviewed at AT&T in February 2019.,Application,What is your least favorite part of sales? Â  Answer Question
25-Feb-20,Anonymous Employee,Sales Representative Interview,Accepted Offer,Negative Experience,,I applied online. The process took 5 weeks. I interviewed at AT&T in February 2019.,Application,tell me about a time you had a hard time with a co-worker? Â  Answer Question
30-Jan-19,Anonymous Employee,Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at AT&T.,Application,Why do you want to work for us? Â  Answer Question
18-Jan-19,Anonymous Employee,User Experience Design Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 2 weeks. I interviewed at AT&T.,Application,What is your ideal design process? Â  Answer Question
15-Jan-19,Anonymous Interview Candidate,Software Engineer Interview,Declined Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at AT&T.,Application,Difference between static const and const Â  Answer Question
14-Jan-19,Anonymous Employee,Retail Sales Consultant Interview,Accepted Offer,Negative Experience,Difficult Interview,I applied through an employee referral. The process took 2 weeks. I interviewed at AT&T.,Application,Why do you think you would be a good fit for this company with no experience in the field? Â  Answer Question
15-Jan-19,"Anonymous Employee in Atlanta, GA",Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at AT&T (Atlanta, GA).",Application,Why are you a good fit Â  Answer Question
14-Jan-19,Anonymous Interview Candidate,Retail Sales Consultant Interview,Declined Offer,Neutral Experience,,"Will take around a month to get hired on at least it did for me, smooth transition. Everything is pretty much electronic other then the actual interview, training, video interview.",Application,Why AT&T? Â  1 Answer
10-Jan-19,Anonymous Interview Candidate,Support Engineer Interview,Declined Offer,Neutral Experience,,Interview process was quite simple and basic technical questions about Networking and Wireless field were asked. Process took almost a month and there were only 2 rounds of interview process.,Application,Basic Technical questions Â  Answer Question
22-Feb-19,Anonymous Interview Candidate,Assistant Store Manager Interview,No Offer,Positive Experience,Average Interview,I applied online. The process took a week. I interviewed at AT&T in January 2019.,Application,My plan for the store. Â  Answer Question
26-Feb-19,Anonymous Interview Candidate,Installation Technician Interview,No Offer,Neutral Experience,Easy Interview,I applied online. The process took 2+ months. I interviewed at AT&T in January 2019.,Application,General logic questions Â  1 Answer
12-Jul-19,"Anonymous Employee in Kansas City, MO",Sales Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Kansas City, MO) in January 2019.",Application,What is your 5 year goal? Â  Answer Question
27-Jan-19,"Anonymous Employee in Los Angeles, CA",Retail Sales Associate Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at AT&T (Los Angeles, CA) in January 2019.",Application,Why ATT and not their competition Â  Answer Question
10-Sep-19,"Anonymous Employee in Auburn Hills, MI",Retail Sales Manager Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took a week. I interviewed at AT&T (Auburn Hills, MI) in January 2019.",Application,How are you going to impact a team Â  1 Answer
16-Feb-19,"Anonymous Interview Candidate in Miami, FL",Customer Service Representative Interview,Declined Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at AT&T (Miami, FL) in January 2019.",Application,Name a time where you encounter a problem at work and how did you resolve it? Â  1 Answer
23-Jan-19,Anonymous Employee,Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 6 weeks. I interviewed at AT&T in January 2019.,Application,Tell me about a time where a customer asked to directly speak to a manager to provide them information that you could have. How did you handle it? Â  Answer Question
23-Jan-19,"Anonymous Employee in Mesa, AZ",Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 days. I interviewed at AT&T (Mesa, AZ) in January 2019.",Application,Role play Â  1 Answer
18-Jan-19,"Anonymous Employee in Memphis, TN",Customer Service Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Memphis, TN) in January 2019.",Application,
20-Feb-19,"Anonymous Employee in Lebanon, VA",CSR Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 2+ months. I interviewed at AT&T (Lebanon, VA) in January 2019.",Application,Why choose att Â  Answer Question
9-Feb-19,"Anonymous Interview Candidate in Dallas, TX",Finance Leadership Development Program Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Dallas, TX) in January 2019.",Application,Why do you feel like we should hire you? Â  Answer Question
25-Sep-19,"Anonymous Employee in Dallas, TX",Senior - Analytics Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 3+ months. I interviewed at AT&T (Dallas, TX) in January 2019.",Application,What are the differences between a view and a table in a SQL database? Â  Answer Question
14-Feb-20,"Anonymous Employee in Middletown, NJ",Internet Researcher Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at AT&T (Middletown, NJ) in January 2019.",Application,What project did you do in school? Â  Answer Question
29-Mar-20,"Anonymous Employee in Plano, TX",Front End Developer Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at AT&T (Plano, TX) in January 2019.",Application,How do you pass data between React components? Â  Answer Question
29-Jan-20,"Anonymous Employee in Orlando, FL",Sales Consultant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at AT&T (Orlando, FL) in January 2019.",Application,What experience do you have? Â  Answer Question
19-Dec-18,Anonymous Employee,Technology Development Program Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at AT&T.,Application,What is the difference between an Abstract Class and an Interface in Java? Â  Answer Question
21-Dec-18,Anonymous Employee,Sales Representative Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at AT&T.,Application,Give me an example on how you would sell this pen Â  Answer Question
17-Dec-18,Anonymous Interview Candidate,LDP Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at AT&T.,Application,How have you handled an issue with a customer? Â  Answer Question
11-Dec-18,Anonymous Interview Candidate,Sales Program Interview,No Offer,Negative Experience,Difficult Interview,I applied online. I interviewed at AT&T.,Application,Tell me about yourself Â  Answer Question
9-Dec-18,Anonymous Employee,Scrum Master Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied through an employee referral. I interviewed at AT&T.,Application,What scrum ceremonies have you performed? Â  Answer Question
4-Dec-18,Anonymous Interview Candidate,Technology Development Program Interview,Declined Offer,Positive Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at AT&T.,Application,Return a string backwards (could be in any language). Â  1 Answer
8-Dec-18,"Anonymous Interview Candidate in Denver, CO",Security Engineer Interview,Declined Offer,Neutral Experience,Average Interview,"I applied through a staffing agency. The process took a week. I interviewed at AT&T (Denver, CO) in December 2018.",Application,What is ARP? Â  1 Answer
30-Dec-18,"Anonymous Interview Candidate in East Norriton, PA",Retail Sales Consultant Interview,No Offer,Negative Experience,Difficult Interview,"I applied online. The process took 4 weeks. I interviewed at AT&T (East Norriton, PA) in December 2018.",Application,"Sometimes in sales you have to take food out of other's mouths to survive, would you be comfortable with that? Â  1 Answer"
5-Jan-19,"Anonymous Employee in Fayetteville, NC",Customer Service Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at AT&T (Fayetteville, NC) in December 2018.",Application,Give an example of a time you were able to sell a customer an item. Â  1 Answer
1-Jan-19,"Anonymous Employee in Huntsville, AL",Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Huntsville, AL) in December 2018.",Application,How would you persuade someone to do something your way? Â  Answer Question
1-Mar-19,Anonymous Employee,Cyber Security Technical Development Program Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through a recruiter. The process took 2+ months. I interviewed at AT&T in December 2018.,Application,What pen-testing tools have you worked with? Â  1 Answer
17-Oct-19,"Anonymous Interview Candidate in Fort Smith, AR",Sales Consultant Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Fort Smith, AR) in December 2018.",Application,Describe an ideal day at work. Â  Answer Question
29-Nov-18,"Anonymous Interview Candidate in New York, NY",Executive Assistant Interview,No Offer,Negative Experience,,"I applied online. I interviewed at AT&T (New York, NY).",Interview,"Would you say you have a thin skin?
Why do you live in NJ? Why not NYC?
Identify three must have qualities for your next place of employment from this (provided) list. Â  Answer Question"
28-Nov-18,"Anonymous Employee in Saint Louis, MO",Leveraged Service Representative Interview,Accepted Offer,Neutral Experience,Average Interview,"I applied online. I interviewed at AT&T (Saint Louis, MO).",Interview,Why do you think you are a good fit for att. Â  1 Answer
21-Nov-18,"Anonymous Interview Candidate in Sunrise, FL",Customer Service Representative Interview,Declined Offer,Positive Experience,Average Interview,"I applied online. I interviewed at AT&T (Sunrise, FL).",Interview,Do you have open availability Â  Answer Question
14-Nov-18,"Anonymous Interview Candidate in Dallas, TX",FLDP Interview,No Offer,Neutral Experience,Average Interview,"I applied through college or university. I interviewed at AT&T (Dallas, TX).",Interview,How would you go about analyzing the effectiveness of a product release? Â  Answer Question
11-Nov-18,"Anonymous Employee in North Mankato, MN",Sales Associate Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied through other source. The process took 2+ months. I interviewed at AT&T (North Mankato, MN).",Interview,Tell me about a time you went above and beyond for a customer? Â  Answer Question
5-Nov-18,"Anonymous Interview Candidate in Atlanta, GA",Retail Sales Consultant Interview,No Offer,Negative Experience,Difficult Interview,"The process took 4 weeks. I interviewed at AT&T (Atlanta, GA).",Interview,How do you resolve conflict? Â  Answer Question
5-Nov-18,"Anonymous Employee in Dallas, TX",Software Engineer(Internship) Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Dallas, TX).",Interview,"If you had an array, how would you figure out the sum of all other elements other than a specified element? Â  Answer Question"
3-Nov-18,Anonymous Interview Candidate,Software Engineering Interview,No Offer,Negative Experience,,"I applied and was initially rejected. However, they contacted me and asked if I can do an interview during the same week. I said I prefer next week and they never responded.",Interview,
2-Nov-18,"Anonymous Interview Candidate in New York, NY",Retail Sales Associate Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took a week. I interviewed at AT&T (New York, NY).",Interview,The end question can be the most intimidating. It is done on video. What motivates you? Â  1 Answer
9-Nov-18,"Anonymous Employee in Orlando, FL",Advanced Technical Support Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at AT&T (Orlando, FL) in November 2018.",Application,Whatâs your availability? Â  Answer Question
18-Feb-19,"Anonymous Employee in Columbus, OH",Finance Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3+ months. I interviewed at AT&T (Columbus, OH) in November 2018.",Application,"How am I going to be a leader, and examples of that throughout my time in college? Â  Answer Question"
30-Nov-18,"Anonymous Interview Candidate in City of Sunrise, FL",Customer Service Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at AT&T (City of Sunrise, FL) in November 2018.",Application,Why do I want the job? What was most important to me? Â  1 Answer
5-Oct-19,"Anonymous Employee in Bothell, WA",Customer Support Specialist Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Bothell, WA) in November 2018.",Application,"How do you think about following
Set processes while carrying out your duties Â  1 Answer"
16-Apr-19,Anonymous Employee,Retail Sales Associate Interview,Accepted Offer,Neutral Experience,Difficult Interview,I applied through an employee referral. I interviewed at AT&T in November 2018.,Application,How much sales experience do you have Â  Answer Question
7-Apr-19,"Anonymous Employee in Salt Lake City, UT",Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through a staffing agency. I interviewed at AT&T (Salt Lake City, UT) in November 2018.",Application,Can you work well under pressure? Â  Answer Question
15-Nov-18,"Anonymous Interview Candidate in San Francisco, CA",Retail Sales Consultant Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (San Francisco, CA) in November 2018.",Application,Tell us about yourself Â  Answer Question
11-Jan-19,"Anonymous Interview Candidate in Santa Ana, CA",Sales Associate Interview,Declined Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at AT&T (Santa Ana, CA) in November 2018.",Application,How I could contribute to their sales Â  Answer Question
8-Dec-18,"Anonymous Employee in Chicago, IL",Call Center Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ weeks. I interviewed at AT&T (Chicago, IL) in November 2018.",Application,Role play? How would you handle these situation questions. Availability. Re Record you video interviews until you feel comfortable Â  Answer Question
14-May-19,"Anonymous Interview Candidate in Chicago, IL",Customer Service Representative Interview,No Offer,Neutral Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Chicago, IL) in November 2018.",Application,if you wanted to buy 1200 expensive item how would you go about to doing it? Â  1 Answer
31-Oct-18,Anonymous Employee,Principal Systems Architect Interview,Accepted Offer,Positive Experience,Difficult Interview,"The interview process was straightforward, as I was working for a vendor for one of the applications used in the mobile core network. The interesting thing, that would have held me back was I didn't have a 4 year degree. I was previously in the mist of completing it, and let them know, and they asked for transcripts, and when I was planning to complete. Luckily I worked on the applications, and had extensive knowledge of the mobile core network, and virtualization unless I would not have got an offer.",Application,"1. Give the Gx application id value?
2. What a call flow for a call wanting to establish a service but not in the OCS?
3. How would you build a mobile core network in the cloud, and detail the messaging? Â  1 Answer"
28-Mar-19,"Anonymous Employee in New York, NY",B2B Account Manager Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 4+ weeks. I interviewed at AT&T (New York, NY) in November 2018.",Application,"They asked basic interview questions like resume experience, challenges in life, time you had to work in a team. Â  Answer Question"
27-Aug-19,Anonymous Employee,Data Science Engineer Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2+ months. I interviewed at AT&T in November 2018.,Application,How to deal with an imbalanced dataset. Â  1 Answer
9-Nov-18,"Anonymous Interview Candidate in Dallas, TX",AT&TÂ Customer Service Representative Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at AT&T (Dallas, TX) in November 2018.",Application,Can you try a different method of doing a job if the old way is not working Â  1 Answer
6-Dec-19,Anonymous Employee,Advanced Technical Support Representative Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 5 weeks. I interviewed at AT&T in November 2018.,Application,What experience I had with technology Â  Answer Question
30-Nov-19,"Anonymous Interview Candidate in New York, NY",Retail Sales Consultant Interview,Declined Offer,Positive Experience,Average Interview,"I applied online. I interviewed at AT&T (New York, NY) in November 2018.",Application,What is something negative about you Â  Answer Question
20-Feb-20,"Anonymous Employee in Houston, TX",Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at AT&T (Houston, TX) in November 2018.",Application,They ask about your experience and if you worked in a call center. Wants to give a lot of senerios and role play. Â  Answer Question
30-Oct-18,Anonymous Employee,Retail Sales Consultant Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at AT&T.,Application,What skills do you bring to the table? Â  1 Answer
25-Oct-18,Anonymous Interview Candidate,Software Engineer(Internship) Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at AT&T.,Application,Fibonacci Sequence Implementation Â  Answer Question
13-Oct-18,Anonymous Interview Candidate,Consultant Interview,No Offer,Positive Experience,Average Interview,"The first in-person job interview is typically a one-on-one interview between the applicant and a hiring manager. The interviewer will ask questions about the applicant's experience and skills, work history, availability, and the qualifications the company is seeking in the optimal candidate for the job.",Application,When was a time where you had to sway the opinion of your client Â  Answer Question
11-Oct-18,Anonymous Interview Candidate,Internship Interview,No Offer,Positive Experience,Average Interview,"The interviews I had were two skype calls. There is no in person interview. The interview was very basic. There were no technical questions, it was almost like a pre-screening with some questions about my resume and basic interview questions like how am I a leader and things of that nature.",Application,How has my college changed me for the better? Â  Answer Question
10-Oct-18,"Anonymous Employee in Los Angeles, CA",Telesales Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Los Angeles, CA).",Application,Tell me a time you had to deal with change in work environment and how well weâre you able to adapt? Â  Answer Question
9-Oct-18,Anonymous Employee,B2B Sales Development Program Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied through college or university. The process took 3 weeks. I interviewed at AT&T.,Application,What are your long-term career goals? Â  Answer Question
28-Oct-18,"Anonymous Employee in Dallas, TX",B2B Sales Development Program Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Dallas, TX) in October 2018.",Application,What are you most proud of on your resume? Â  Answer Question
9-Nov-18,"Anonymous Employee in Houston, TX",Customer Service Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at AT&T (Houston, TX) in October 2018.",Application,Why work at at&t? Â  1 Answer
5-Oct-18,"Anonymous Employee in Atlanta, GA",Entertainment Sales and Service Consultant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 6 weeks. I interviewed at AT&T (Atlanta, GA) in October 2018.",Application,"Describe an adversity from a past job with a customer, and explain how you resolved the issue. Â  Answer Question"
3-Oct-18,"Anonymous Interview Candidate in Chicago, IL",Customer Service Associate Interview,Declined Offer,Negative Experience,Average Interview,"I applied through a recruiter. I interviewed at AT&T (Chicago, IL).",Application,did I have any experience Â  Answer Question
27-Nov-18,"Anonymous Employee in Ocean Springs, MS",Advanced Technical Support Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Ocean Springs, MS) in October 2018.",Application,Describe one thing from a previous job that I could apply to this position Â  Answer Question
19-Feb-19,"Anonymous Interview Candidate in Tuscaloosa, AL",Account Manager Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2 weeks. I interviewed at AT&T (Tuscaloosa, AL) in October 2018.",Application,When was a time where you demonstrated leadership Â  Answer Question
12-Apr-19,"Anonymous Employee in Houston, TX",Retention Specialist Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took a week. I interviewed at AT&T (Houston, TX) in October 2018.",Application,Standard âtell me about a timeâ questions. Â  Answer Question
10-Oct-18,Anonymous Interview Candidate,Sales Interview,No Offer,Negative Experience,Easy Interview,I applied online. The process took 6 days. I interviewed at AT&T in October 2018.,Application,Why do you want to work in sales? Â  Answer Question
16-Dec-18,"Anonymous Interview Candidate in Los Angeles, CA",Director Interview,No Offer,Neutral Experience,Easy Interview,"I applied through an employee referral. The process took 3 weeks. I interviewed at AT&T (Los Angeles, CA) in October 2018.",Application,How would you manage the politics of a matrixed organization? Â  Answer Question
10-Dec-18,"Anonymous Employee in Seattle, WA",Customer Service Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at AT&T (Seattle, WA) in October 2018.",Application,How would you answer a customer calling you. Â  1 Answer
6-Mar-19,"Anonymous Employee in Roseville, CA",Retail Sales Consultant Interview,Accepted Offer,Neutral Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at AT&T (Roseville, CA) in October 2018.",Application,Tell me about yourself Â  Answer Question
10-Dec-18,"Anonymous Employee in Rockville, MD",Retail Sales Consultant Interview,Accepted Offer,Neutral Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Rockville, MD) in October 2018.",Application,Why do you wan this job Â  Answer Question
24-Oct-18,"Anonymous Interview Candidate in Columbia, MD",Computer Systems Analyst Interview,No Offer,Neutral Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at AT&T (Columbia, MD) in October 2018.",Application,Both the 1st and 2nd interviews were very basic. Most of the questions are behavioral type questions. I doubt the interviewers have background in computer science. They don't even understand basic stuffs I explained to them. You don't need to be a computer science professional to answer those questions. Â  Answer Question
25-Oct-18,Anonymous Employee,Customer Service Consultant Interview,Accepted Offer,Negative Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at AT&T in October 2018.,Application,Tell me about a time when you were asked to overcome a difficult situation. What did you do? What was the outcome? Â  Answer Question
13-Nov-18,"Anonymous Employee in Sunrise, FL",Customer Service Representative Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took a week. I interviewed at AT&T (Sunrise, FL) in October 2018.",Application,if you had a customer call in and they immediately ask for supervisor how would you handle that Â  1 Answer
13-Mar-19,Anonymous Interview Candidate,Data Science Interview,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at AT&T in October 2018.,Application,"(1) Asked about the projects listed in my resume.
(2) Describe curse of dimensionality with an example
(3) What is bias-variance tradeoff?
(4) Have you used transfer learning to solve a problem in image classification Â  Answer Question"
6-Sep-19,Anonymous Employee,B2B Sales Executive Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at AT&T in October 2018.,Application,Where do you see yourself in 5 years? Â  Answer Question
1-Dec-18,Anonymous Interview Candidate,Software Engineer(Internship) Interview,Declined Offer,Positive Experience,Easy Interview,The process took 2+ months. I interviewed at AT&T in October 2018.,Application,Standard HR questions Â  Answer Question
27-Nov-18,Anonymous Employee,Software Engineer(Internship) Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 2+ months. I interviewed at AT&T in October 2018.,Application,"Computer Science fundamentals - nothing too tricky, make sure you know the basics of the language you're most comfortable in. Knowledge of OOP, simple data structure questions Â  Answer Question"
27-Aug-19,"Anonymous Employee in New Brunswick, NJ",Software Engineer(Internship) Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through a recruiter. The process took 4 weeks. I interviewed at AT&T (New Brunswick, NJ) in October 2018.",Application,Write a function that checks if a string is a palindrome. Â  Answer Question
24-Nov-18,Anonymous Employee,B2B Sales Development Program Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at AT&T in October 2018.,Application,Why sales? Â  Answer Question
