Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Qs
"Jul 11, 2019","Anonymous Interview Candidate in Winter Garden, FL",Pharmacist Interview,Declined Offer,Neutral Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at CVS Health (Winter Garden, FL) in July 2019.",Application,Why our company? Â  Answer Question
"Jul 19, 2019","Anonymous Interview Candidate in Detroit, MI",Pharmacist Interview,No Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at CVS Health (Detroit, MI) in July 2019.",Application,"Tell me about yourself?
What excites you about retail pharmacy?
What do you think are challenges retail pharmacy faces?
What was one time you made a mistake, how did you manage it?
Name one time in a school project where you took the lead? Â  Answer Question"
"Jul 1, 2019","Anonymous Interview Candidate in Chicago, IL",Assistant Store Manager Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Chicago, IL).",Application,Describe a time when you dealt with a difficult customer. Â  Answer Question
"Oct 9, 2019","Anonymous Interview Candidate in Charleston, SC",Sales Associate/Cashier Interview,No Offer,Negative Experience,,"I applied in-person. I interviewed at CVS Health (Charleston, SC) in July 2019.",Application,Non relative Â  Answer Question
"Jul 25, 2019","Anonymous Interview Candidate in West Covina, CA",Pharmacy Technician Interview,Declined Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at CVS Health (West Covina, CA) in July 2019.",Application,"Tell me about yourself. What are your previous experiences related to this position? Why do you want to work here? Ask if you are a team player, work under stress? How to handle stress? And situational questions like what would you do if you have a walk-in customer, drive-through customer, and phone rings at the same time? They also gave me a written test for pharmacy calculation and conversion. Â â¦Â  1 AnswerShow More"
"Jul 21, 2019","Anonymous Employee in Mount Vernon, OH",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Mount Vernon, OH) in July 2019.",Application,Do you plan on continuing your education? Â  1 Answer
"Jul 28, 2019","Anonymous Employee in Solon, OH",Call Center Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 days. I interviewed at CVS Health (Solon, OH) in July 2019.",Interview,What is your definition of customer service? Â  Answer Question
"Jul 1, 2019","Anonymous Interview Candidate in Phoenix, AZ",Database Developer Interview,No Offer,Negative Experience,Difficult Interview,"I applied online. I interviewed at CVS Health (Phoenix, AZ) in July 2019.",Interview,Experience Questions Â  1 Answer
"Sep 30, 2019","Anonymous Interview Candidate in Northbrook, IL",Client Audit Analyst Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took a week. I interviewed at CVS Health (Northbrook, IL) in July 2019.",Interview,First question was can you tell me about the position you applied for Â  Answer Question
"Nov 19, 2019","Anonymous Interview Candidate in Las Vegas, NV",Pharmacy Interview,No Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 1 day. I interviewed at CVS Health (Las Vegas, NV) in July 2019.",Interview,What is your experience with handling controlled prescriptions Â  Answer Question
"Jun 26, 2019",Anonymous Employee,Technician Interview,Accepted Offer,Neutral Experience,,"come prepared. they test you on what you remember. they asked for demonstrations on how to handle a costumer, formulas, etc. just smile and act like you like the place.",Interview,how much would you like to be paid? Â  Answer Question
"Jun 24, 2019",Anonymous Interview Candidate,Nurse Practitioner Interview,No Offer,Positive Experience,Average Interview,"Talked with recruiter about company. Talked about benefits, hourly pay, schedule. How CVS supports the Nurse Practitioner in reaching goals like additional schooling, CME, work life balance.",Interview,What were my goals in the next 5 years why I wanted to work there. Â  Answer Question
"Jun 22, 2019",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Average Interview,Personable interview with practical questions. I recommend you speak directly with the Pharmacy Manager to explain why you're interested in working in the pharmacy and find out their expectations for a new hire.,Interview,Describe a difficult situation with a peer. How did you handle it? Â  Answer Question
"Jun 19, 2019",Anonymous Employee,Cashier Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied through other source. The process took 2 weeks. I interviewed at CVS Health.,Interview,Whatâs your schedule like? Â  1 Answer
"Jun 20, 2019","Anonymous Employee in Rockford, IL",Shift Supervisor Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at CVS Health (Rockford, IL).",Interview,do you know how to run a register Â  Answer Question
"Jun 10, 2019",Anonymous Employee,CSR Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied online. I interviewed at CVS Health.,Application,How do you provide good customer service? Â  Answer Question
"Jun 1, 2019",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Neutral Experience,Average Interview,I applied online. I interviewed at CVS Health.,Application,From the online poryion: How would you respond to a customer unhappy about the wait time. Select one of the following options Â  Answer Question
"Jul 15, 2019",Anonymous Employee,Engineer Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 4 weeks. I interviewed at CVS Health in June 2019.,Application,"general HR questions, nothing tricky Â  Answer Question"
"Jun 28, 2019","Anonymous Employee in Atlanta, GA",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (Atlanta, GA) in June 2019.",Application,"Give two strengths in regards to working with coworkers and customers, and also give one weakness. Â  Answer Question"
"May 29, 2019","Anonymous Employee in Gainesville, FL",Pharmacy Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 weeks. I interviewed at CVS Health (Gainesville, FL).",Application,Where do you see yourself in 5 years? Â  Answer Question
"May 29, 2019",Anonymous Employee,Customer Service Interview,Accepted Offer,Positive Experience,Easy Interview,Very relaxed. More of a casual conversation with store manager. Asked the basic questions about why you should work here. There was a lot of reading and training that took weeks.,Application,Why CVS? Â  Answer Question
"May 14, 2019","Anonymous Interview Candidate in New York, NY",Store Associate Interview,No Offer,Positive Experience,Easy Interview,"I applied in-person. I interviewed at CVS Health (New York, NY).",Application,Why do u want to work for cvs Â  Answer Question
"May 10, 2019",Anonymous Employee,Cvs Pharmacy Tech Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at CVS Health.,Application,"Just the basics, let them know who you are. Â  Answer Question"
"May 9, 2019",Anonymous Employee,Pharmacy Interview,Accepted Offer,Positive Experience,Easy Interview,I applied in-person. The process took 2 days. I interviewed at CVS Health.,Application,Have you dealt with angry customers before? Â  1 Answer
"May 5, 2019",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Neutral Experience,,too long and difficult but i ended up getting it and turned it down. would not recommend going through the process again. I would go somewhere else if you can. Dont go to a big chain,Application,whats your strength Â  Answer Question
"Jun 11, 2019","Anonymous Employee in Lenexa, KS",Clinical Trial Specialist Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (Lenexa, KS) in May 2019.",Application,How well do you work in teams? Â  Answer Question
"May 19, 2019","Anonymous Employee in East Lyme, CT",Store Manager Trainee Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (East Lyme, CT) in May 2019.",Application,Why CVS Â  1 Answer
"Jun 17, 2019","Anonymous Employee in Astoria, NY",Shift Supervisor Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (Astoria, NY) in May 2019.",Application,Tell me about yourself Â  Answer Question
"May 19, 2019",Anonymous Employee,Retail Sales Associate Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at CVS Health in May 2019.,Application,Tell me about yourself Â  Answer Question
"Jun 19, 2019",Anonymous Employee,Communications Consultant Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 7 weeks. I interviewed at CVS Health in May 2019.,Application,What is a project that you are most proud of? Â  Answer Question
"May 1, 2019",Anonymous Interview Candidate,NP Interview,Declined Offer,Positive Experience,,"easy and casual interview, important to not to stress out while interview. make sure if this is what you really want to do, you will not manage chronic illness. takes a long time. mostly only offer part time job",Application,why you choose us Â  1 Answer
"Jul 17, 2019","Anonymous Employee in Ocala, FL",Certified Pharmacy Technician Interview,Accepted Offer,Neutral Experience,Difficult Interview,"I applied in-person. The process took 3+ months. I interviewed at CVS Health (Ocala, FL) in May 2019.",Application,How well can you handle pressure and multitask without making errors? Â  Answer Question
"Jun 7, 2019",Anonymous Interview Candidate,Staff Pharmacist (Specialty) Interview,No Offer,Positive Experience,Average Interview,I interviewed at CVS Health in May 2019.,Application,Lots of behavior questions Â  Answer Question
"Apr 30, 2019",Anonymous Interview Candidate,Proposals Consultant Interview,No Offer,Negative Experience,Easy Interview,The process took 2+ weeks. I interviewed at CVS Health.,Application,Why CVS? Â  Answer Question
"Apr 26, 2019","Anonymous Employee in Houston, TX",Clerk Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at CVS Health (Houston, TX).",Application,What is your prior job experience? Â  Answer Question
"Apr 24, 2019",Anonymous Employee,Pharm Tech Interview,Accepted Offer,Negative Experience,Easy Interview,I applied through a recruiter. I interviewed at CVS Health.,Application,Describe a situation were you did not get along with a coworker and explain how you handled the situation. Â  Answer Question
"Apr 25, 2019",Anonymous Interview Candidate,Rebates Analyst Interview,No Offer,Neutral Experience,Average Interview,"Phone screening followed up by in person interview at their office in Northbrook, Illinois. Entire process took around two weeks. Recruiter never heard back from the hiring team so I had to remind them to obtain the results of the interview from the team.",Application,What would be one weakness you'd have coming into this job. Â  Answer Question
"Apr 23, 2019",Anonymous Employee,Cashier Interview,Accepted Offer,Neutral Experience,Easy Interview,It was a bit long to get to the process but it went very well. The onboarding process took about two weeks. It all went smoothly. The training happens while you are on the job and getting paid.,Application,Have you worked in retail? Â  1 Answer
"Apr 16, 2019",Anonymous Employee,Benefits Specialist Interview,Accepted Offer,Positive Experience,Average Interview,"3 steps of interviewing, through contractor and cvs specialty. First step was going to the staffing company and next step was going to cvs specialty corporate office. Very quick and painless process",Application,Background Â  1 Answer
"Apr 12, 2019",Anonymous Employee,Intern/Associate Pharmacist Interview,Accepted Offer,Positive Experience,Average Interview,I applied in-person. The process took 2 weeks. I interviewed at CVS Health.,Application,What are your goals for working at CVS? Â  Answer Question
"Apr 9, 2019",Anonymous Employee,Shift Supervisor Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took a week. I interviewed at CVS Health.,Application,Are there any jobs listed on your resume that you didnât particularly enjoy? Â  Answer Question
"Apr 9, 2019","Anonymous Employee in Orlando, FL",Pharmacist Interview,Accepted Offer,Neutral Experience,Average Interview,"I applied through college or university. The process took 3 weeks. I interviewed at CVS Health (Orlando, FL).",Application,Are you willing to relocate or take a management position once you are licensed? Â  1 Answer
"Apr 3, 2019","Anonymous Employee in Orlando, FL",Customer Service Representative Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at CVS Health (Orlando, FL) in April 2019.",Application,How have you handle a difficult situation ? Â  Answer Question
"Apr 2, 2019",Anonymous Interview Candidate,Senior Analytics Consultant Interview,No Offer,Positive Experience,Easy Interview,I applied through college or university. I interviewed at CVS Health.,Application,"1) Why do you wanna work for CVS?
2)Where do you see yourself 10 years down the road?
3)Tell me about a project where you lead a team and faced challenges
4)An experience where you collaborated with different teams
5) In a hypothetical scenario, where you are leading a team and the delivery of the project is due in 4weeks. After 1 week of completion, your manager comes to you and asks you toâ¦Â  deliver within a week. What would you do?
6)Talk about a project where you worked with data Â  Answer QuestionShow More"
"Nov 9, 2019","Anonymous Employee in Wichita Falls, TX",Staff Pharmacist Interview,Accepted Offer,Neutral Experience,Average Interview,"I applied online. The process took a week. I interviewed at CVS Health (Wichita Falls, TX) in April 2019.",Application,Why CVS? Â  2 Answers
"Sep 27, 2019",Anonymous Employee,Junior Software Engineer Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at CVS Health in April 2019.,Application,Loop through an array and find the highest and lowest value Â  Answer Question
"Apr 22, 2019","Anonymous Interview Candidate in Los Angeles, CA",Staff Pharmacist Interview,Declined Offer,Negative Experience,Average Interview,"I applied online. The process took a week. I interviewed at CVS Health (Los Angeles, CA) in April 2019.",Application,Tell me about yourself Â  1 Answer
"Apr 9, 2019","Anonymous Interview Candidate in Indianapolis, IN",Store Manager In Training Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Indianapolis, IN) in April 2019.",Application,What do you know about our company? Â  Answer Question
"Apr 10, 2019","Anonymous Employee in Knoxville, TN",Inbound Sales Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at CVS Health (Knoxville, TN) in April 2019.",Application,"When you had an unhappy customer, what weâre the specifics of how situation was resolved Â  Answer Question"
"Aug 17, 2019","Anonymous Employee in Columbus, OH",Pharmacy Technician Interview,Accepted Offer,Negative Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (Columbus, OH) in April 2019.",Application,Why do I think that I would be a good RX tech? Â  Answer Question
"May 5, 2019","Anonymous Employee in Bensalem, PA",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 6 weeks. I interviewed at CVS Health (Bensalem, PA) in April 2019.",Application,How would you handle stress? Â  1 Answer
"Mar 30, 2020","Anonymous Employee in Lakewood, WA",Cvs Pharmacist Interview,Accepted Offer,Negative Experience,,"I applied online. The process took 1 day. I interviewed at CVS Health (Lakewood, WA) in April 2019.",Application,What are your interests Â  Answer Question
"Mar 28, 2019",Anonymous Interview Candidate,Pharmacy Technician Interview,Declined Offer,Neutral Experience,Average Interview,I applied through college or university. I interviewed at CVS Health.,Application,Describe a time when you went above and beyond for a customer Â  Answer Question
"Mar 26, 2019","Anonymous Interview Candidate in Phoenix, AZ",Account Manager Interview,No Offer,Negative Experience,Average Interview,"I applied through an employee referral. The process took 5 days. I interviewed at CVS Health (Phoenix, AZ).",Application,What do you know about the company? Â  Answer Question
"Mar 27, 2019",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took a week. I interviewed at CVS Health.,Application,Why did you apply for this position ? Â  Answer Question
"Mar 26, 2019",Anonymous Employee,Sales Associate Interview,Accepted Offer,Positive Experience,Average Interview,I applied through an employee referral. I interviewed at CVS Health.,Application,Why do you want to work for us? Â  Answer Question
"Mar 16, 2019",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2+ months. I interviewed at CVS Health.,Application,Why do you want to work here? Â  Answer Question
"Mar 16, 2019",Anonymous Employee,Advisor - Process Innovation Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 3+ months. I interviewed at CVS Health.,Application,My experience Â  Answer Question
"Mar 11, 2019",Anonymous Employee,Sales Associate/Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at CVS Health.,Application,Have you ever worked in retail before? Â  1 Answer
"Mar 6, 2019",Anonymous Employee,Shift Supervisor Interview,Accepted Offer,Positive Experience,Easy Interview,Interview process was easy. Store manager interview took about 20 minutes. It took two to three weeks For hiring process. Youâll have to go through drug screening and background check.,Application,Tell me about yourself. Â  Answer Question
"Feb 22, 2019",Anonymous Employee,Retail Store Associate Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at CVS Health.,Application,Describe your past job responsibilities Â  Answer Question
"Aug 27, 2019","Anonymous Interview Candidate in Chicago, IL",Staff Pharmacist Interview,No Offer,Neutral Experience,Easy Interview,"I applied online. The process took 2+ months. I interviewed at CVS Health (Chicago, IL) in March 2019.",Application,What were your duties at your last job? Â  Answer Question
"Apr 30, 2019","Anonymous Interview Candidate in Northbrook, IL",Analyst Interview,No Offer,Negative Experience,Easy Interview,"I applied online. I interviewed at CVS Health (Northbrook, IL) in March 2019.",Application,Why would you be a good fit for this role ? Â  Answer Question
"Jul 5, 2019","Anonymous Employee in Northbrook, IL",Senior Analytics Consultant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at CVS Health (Northbrook, IL) in March 2019.",Application,What programming language do you use most frequently? Â  Answer Question
"Sep 21, 2019","Anonymous Interview Candidate in Providence, RI",Senior Analytics Consultant Interview,No Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 2 weeks. I interviewed at CVS Health (Providence, RI) in March 2019.",Application,What experience has prepared you well to pursue a role in data analysis? Â  Answer Question
"Apr 15, 2019","Anonymous Interview Candidate in Charlotte, NC",Store Associate Interview,No Offer,Neutral Experience,Easy Interview,"I applied online. I interviewed at CVS Health (Charlotte, NC) in March 2019.",Application,Why are you interested in working for CVS? Â  Answer Question
"Mar 31, 2019","Anonymous Interview Candidate in San Francisco, CA",Floater Pharmacist Interview,Declined Offer,Neutral Experience,Easy Interview,"I applied through college or university. The process took 4 weeks. I interviewed at CVS Health (San Francisco, CA) in March 2019.",Application,Tell me about a time when you overcame a challenge Â  Answer Question
"Sep 11, 2019","Anonymous Employee in East Hartford, CT",Shift Supervisor Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at CVS Health (East Hartford, CT) in March 2019.",Application,What skills have you picked up from your most recent job? Â  Answer Question
"Mar 30, 2019","Anonymous Employee in Atlanta, GA",Shift Supervisor Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at CVS Health (Atlanta, GA) in March 2019.",Application,Why did I choose to apply for CVS Shift Supervisor? Â  1 Answer
"Apr 2, 2019","Anonymous Interview Candidate in Dallas, TX",Pharmacist Interview,Declined Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at CVS Health (Dallas, TX) in March 2019.",Application,"Two of your technicians aren't getting along, and customers are starting to notice. How you do handle the situation? Â  Answer Question"
"Jul 10, 2019","Anonymous Employee in White Settlement, TX",Pharmacy Technician Interview,Accepted Offer,Negative Experience,Easy Interview,"I applied in-person. The process took 4 weeks. I interviewed at CVS Health (White Settlement, TX) in March 2019.",Application,Do you have any experience Â  1 Answer
"Mar 13, 2019","Anonymous Employee in Reading, PA",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at CVS Health (Reading, PA) in March 2019.",Application,Why do you want to work in the pharmacy? Â  Answer Question
"Apr 1, 2019","Anonymous Interview Candidate in Las Vegas, NV",Call Center Representative Interview,No Offer,Negative Experience,Average Interview,"I applied through a recruiter. The process took 4 weeks. I interviewed at CVS Health (Las Vegas, NV) in March 2019.",Application,"Why do you want to work for CVS, How did you handle a difficult customer in your past. Â  1 Answer"
"Jun 25, 2019","Anonymous Interview Candidate in Boston, MA",CPhT Interview,Declined Offer,Neutral Experience,Easy Interview,"I applied online. The process took 2+ months. I interviewed at CVS Health (Boston, MA) in March 2019.",Application,How would you describe customer service? Â  1 Answer
"Apr 30, 2019","Anonymous Interview Candidate in Allentown, PA",Certified Pharm Tech Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 2 days. I interviewed at CVS Health (Allentown, PA) in March 2019.",Application,Explain a time you had to deal with a difficult customer and how did you handle it? Â  Answer Question
"Sep 18, 2019","Anonymous Employee in Conroe, TX",Manual Stocker Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at CVS Health (Conroe, TX) in March 2019.",Application,Will you be able to work overtime? Â  Answer Question
"Feb 27, 2019",Anonymous Employee,Store Supervisor Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied through an employee referral. The process took 3 weeks. I interviewed at CVS Health.,Application,Why do you want to work for this company? Â  1 Answer
"Feb 20, 2019","Anonymous Employee in San Antonio, TX",Cvs Assistant Manager Interview,Accepted Offer,Positive Experience,,"I applied in-person. The process took 3 days. I interviewed at CVS Health (San Antonio, TX).",Application,"the interview was not really done since i had already been employed. My district leader knew I was capable of the position. We discussed my strengths, my goals, how long I wanted to remain with the company. Quizzed me on MSH, LP, and P&L Â  Answer Question"
"Feb 13, 2019",Anonymous Employee,Cashier Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through an employee referral. The process took 3 days. I interviewed at CVS Health.,Application,Do you hope to get far in the company? Â  Answer Question
"Feb 12, 2019",Anonymous Employee,Card Service Specialist Interview,Accepted Offer,Positive Experience,Easy Interview,"The interview process was brief and I was hired on the spot. Asked personal questions, such as age, schooling, why I was interested in this position, and availability. This included weekend work and holidays",Application,My availability and if I could work on weekends and holidays Â  Answer Question
"Feb 11, 2019",Anonymous Employee,IT Customer Support Analyst Interview,Accepted Offer,Positive Experience,Difficult Interview,"There was an easy phone interview with a recruiter. A day or 2 later I received an invite for face to face interview with IT manager. Interview with manager was tough, he was very thorough.",Application,Real worl troubleshooting technique type questions Â  Answer Question
"Feb 7, 2019",Anonymous Interview Candidate,Healthcare Analyst Interview,No Offer,Neutral Experience,Easy Interview,"An email to schedule for a phone interview. Then a 20-minute phone call with some typical interview questions. Anyway, at the end they said they do not accept OPT candidate.",Application,"Your Excel skills, citizenship, willing to relocate or not. Â  Answer Question"
"Feb 1, 2019",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at CVS Health.,Application,How would you handle a tough situation Â  Answer Question
"Jun 3, 2019","Anonymous Employee in Orangeburg, SC",Staff Pharmacist Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 8+ months. I interviewed at CVS Health (Orangeburg, SC) in February 2019.",Application,Why do you want to work for CVS? Â  1 Answer
"Feb 18, 2019","Anonymous Employee in Paris, TX",Store Associate Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 2 weeks. I interviewed at CVS Health (Paris, TX) in February 2019.",Application,Tell me about yourself Â  Answer Question
"Feb 17, 2019",Anonymous Employee,Pharmacist Interview,Accepted Offer,Positive Experience,Average Interview,I applied through a recruiter. The process took 4+ months. I interviewed at CVS Health in February 2019.,Application,How would you handle conflict in the workplace? Â  Answer Question
"Mar 20, 2019",Anonymous Interview Candidate,Pharmacist Interview,Declined Offer,Positive Experience,Average Interview,I applied online. The process took 1 day. I interviewed at CVS Health in February 2019.,Application,What made you choose CVS? Â  1 Answer
"Feb 9, 2019","Anonymous Employee in Hickory, NC",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at CVS Health (Hickory, NC) in February 2019.",Application,How do I handle stress? Â  1 Answer
"Mar 9, 2019","Anonymous Employee in Tempe, AZ",Senior Consultant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 4 weeks. I interviewed at CVS Health (Tempe, AZ) in February 2019.",Application,Questions on my Resume like the kind of regressions I used in my projects Â  Answer Question
"Feb 25, 2019","Anonymous Employee in Monroeville, PA",Call Center Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at CVS Health (Monroeville, PA) in February 2019.",Application,Most of them had to do with describing certain situations you've experienced such as dealing with a difficult customer. Â  Answer Question
"Apr 11, 2019","Anonymous Interview Candidate in Northbrook, IL","Market Strategy, Senior Advisor Interview",No Offer,Neutral Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at CVS Health (Northbrook, IL) in February 2019.",Application,Tell us about how you used data to solve a problem for a client and what the outcome was. Please refer to specific sources and methodologies you used. Â  1 Answer
"Apr 2, 2020","Anonymous Interview Candidate in Royal Oak, MI",Sales Associate/Cashier Interview,Declined Offer,Negative Experience,Average Interview,"I applied in-person. The process took 5+ months. I interviewed at CVS Health (Royal Oak, MI) in February 2019.",Application,If I had worked with gay people before Â  1 Answer
"Feb 23, 2020","Anonymous Employee in Windsor, CT",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at CVS Health (Windsor, CT) in February 2019.",Application,Why am I applying foe Â  1 Answer
"Feb 12, 2020",Anonymous Interview Candidate,Senior Advisor Interview,No Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at CVS Health in February 2019.,Application,Can you tell me one of your strengths that is not listed on your resume? Â  Answer Question
"Feb 11, 2020","Anonymous Employee in Springfield, MO",Customer Service Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at CVS Health (Springfield, MO) in February 2019.",Application,What kind of experience do you have working in customer service? Â  Answer Question
"Jan 26, 2019",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at CVS Health.,Application,What days can you complete the month training Â  1 Answer
"Jan 23, 2019",Anonymous Employee,Store Manager Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through an employee referral. The process took 5 days. I interviewed at CVS Health.,Application,"Management style
Past experience Â  Answer Question"
"Jan 16, 2019",Anonymous Employee,SMIT Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at CVS Health.,Application,Just describe or give examples of leadership and problem solving Â  Answer Question
"Jan 13, 2019",Anonymous Employee,Data Architect Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at CVS Health.,Application,Explain about your past experience Â  Answer Question
"Jan 9, 2019",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took a week. I interviewed at CVS Health.,Application,Why did you chose this job? Â  Answer Question
"Jan 6, 2019",Anonymous Employee,Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,there is bunch of training you need to go thru and 3 rounds of interviews. They ask standard interview questions so nothing difficult. dont care foe experience much but gotta be interested working in the field,Application,standard interview q's Â  Answer Question
"Jan 7, 2019",Anonymous Interview Candidate,Certified Pharmacy Technician Interview,No Offer,Neutral Experience,Easy Interview,I applied online for the position. Recieved an email about 2 months later asking for an interview. It was a little disorganized setting up the phone interview. But it went well it lasted about thirty minutes.,Application,Describe a time you faced difficulty Â  Answer Question
"Feb 7, 2019","Anonymous Interview Candidate in Raleigh, NC",Social Worker Interview,No Offer,Positive Experience,,"The process took 1 day. I interviewed at CVS Health (Raleigh, NC) in January 2019.",Application,"Tell us about your experiences w telephonic interviewing, connecting Clients with resources? Provide information about education. Explain the gap in your work history Â  Answer Question"
"Mar 9, 2019",Anonymous Interview Candidate,Intern - Hourly Interview,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at CVS Health in January 2019.,Application,technical questions: code with SQL through a phone interview Â  Answer Question
"Jan 8, 2019",Anonymous Employee,Cashier Interview,Accepted Offer,Positive Experience,,I applied online. I interviewed at CVS Health in January 2019.,Application,Experience Â  Answer Question
"Sep 10, 2019","Anonymous Employee in Springfield, MA",Administrative Assistant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at CVS Health (Springfield, MA) in January 2019.",Application,Can you connect the dots? Â  1 Answer
"Mar 13, 2019","Anonymous Interview Candidate in Knoxville, TN",Inbound Customer Service Representative Interview,Declined Offer,Negative Experience,Difficult Interview,"The process took 4+ weeks. I interviewed at CVS Health (Knoxville, TN) in January 2019.",Application,Explain problem between customers & coworkers and how you solved it. Â  Answer Question
"Oct 7, 2019","Anonymous Employee in New York, NY",Pharmacy Technician Interview,Accepted Offer,Negative Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at CVS Health (New York, NY) in January 2019.",Application,how would you talk with an angry customer Â  Answer Question
"Jun 6, 2019","Anonymous Employee in Washington, DC",Pharmacy Technician Interview,Accepted Offer,Negative Experience,Easy Interview,"I applied through an employee referral. I interviewed at CVS Health (Washington, DC) in January 2019.",Application,Tell me about yourself? Â  Answer Question
"May 25, 2019","Anonymous Employee in King of Prussia, PA",Pharmacy Technician Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through other source. The process took 4+ weeks. I interviewed at CVS Health (King of Prussia, PA) in January 2019.",Application,Why cvs pharmacy Â  1 Answer
