Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,Interview_Qs
"Jan 4, 2020",Anonymous Interview Candidate,Internship Interview,No Offer,Neutral Experience,Average Interview,On-Campus interview; this was a standard behavioral interview but they were looking for well-polished and very specific answers that followed the STAR model. The woman was extremely hard to connect with and would not be engaged. She was looking for concrete examples with no fluff.,Application,Tell me about a time when you needed to work under a strict deadline. Â  Answer Question
"Jan 4, 2020",Anonymous Interview Candidate,Junior Analytics Manager Interview,No Offer,Negative Experience,Average Interview,I applied online. I interviewed at Procter & Gamble in November 2019.,Application,Previous experience Â  Answer Question
"Jan 3, 2020",Anonymous Employee,Sales Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 2+ months. I interviewed at Procter & Gamble in December 2019.,Application,"Behavioral and scenario questions. There are always 7 questions (5 behavioral and 2 scenario based). All the questions require to be answered using STAR methodology.
When did you use your resources efficiently?
How did you solve the conflict in the team?
When did you take the initiative?
... Â  Answer Question"
"Jan 3, 2020",Anonymous Interview Candidate,Inter Interview,No Offer,Neutral Experience,Average Interview,I applied through college or university. The process took 2 weeks. I interviewed at Procter & Gamble in December 2019.,Application,Elenca una situazione in cui... Â  Answer Question
"Jan 2, 2020",Anonymous Employee in Singapore (Singapore),Events Administrative Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 5 days. I interviewed at Procter & Gamble (Singapore (Singapore)) in June 2019.,Application,
"Jan 2, 2020",Anonymous Interview Candidate in Seoul (South Korea),Sales Interview,No Offer,Positive Experience,Difficult Interview,I applied online. The process took 2+ months. I interviewed at Procter & Gamble (Seoul (South Korea)) in December 2019.,Application,"P&G was quite surprising to me while other corporations tended to just ask basic fit questions, P&G asked extremely deep questions. When they ask you a question and you give them an answer, they would again ask you a question that relates to your answer. The interview was quite troubling

1. What do you think about relationships?
2. What is more important, relationships with your peers (or even family) or work?
3. Situationalâ¦Â  Questions: You are doing an imminent task due tomorrow but your superior gives you work that you think is not important. How would you deal with this situation?
4. Tell me about a time where you displayed leadership Â  Answer QuestionShow More"
"Jan 2, 2020",Anonymous Interview Candidate,Financial Analyst Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. The process took 4 weeks. I interviewed at Procter & Gamble.,Application,Time you've worked in a group and had to take role as a leader Â  Answer Question
"Jan 1, 2020",Anonymous Interview Candidate in Warsaw (Poland),Supply Chain Manager Interview,No Offer,Neutral Experience,Average Interview,I applied online. The process took 5 weeks. I interviewed at Procter & Gamble (Warsaw (Poland)) in September 2019.,Application,who do manage a conflict Â  Answer Question
"Jan 1, 2020",Anonymous Employee in Chennai (India),Product Supply Associate Manager Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 2+ weeks. I interviewed at Procter & Gamble (Chennai (India)) in December 2019.,Application,Give me an instance where you overtook some risk and how you did it and what was the outcome. Â  Answer Question
"Dec 29, 2019",Anonymous Employee,Manufacturing Engineer Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. I interviewed at Procter & Gamble.,Application,How did you deal with a difficult situation and what was the outcome? Â  Answer Question
"Dec 29, 2019",Anonymous Interview Candidate in Wan Chai (Hong Kong),Management Trainee Interview,No Offer,Positive Experience,Average Interview,I applied online. The process took 4 weeks. I interviewed at Procter & Gamble (Wan Chai (Hong Kong)) in October 2019.,Application,Typical P&G questions Â  Answer Question
"Dec 26, 2019",Anonymous Employee,R&D Interview,Accepted Offer,Positive Experience,Average Interview,"Skype Interview - the network was not stable so then switched to phone interview; they asked some questions including leadership, teamwork and creativity, then some situational questions but not related to research areas. I think for interns, they mainly focus on your transferred skills but it would be good if you have some experience in this area.",Application,Leadership Â  Answer Question
"Dec 26, 2019",Anonymous Interview Candidate,Supply Chain Manager Interview,No Offer,Neutral Experience,Easy Interview,I applied online. I interviewed at Procter & Gamble.,Application,Do you have any teamwork experience? Â  Answer Question
"Dec 24, 2019",Anonymous Interview Candidate,Sales Account Manager Interview,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at Procter & Gamble in March 2015.,Application,Would you be ready to relocate and to have regular business trips within the designated area? Â  Answer Question
"Dec 23, 2019",Anonymous Interview Candidate in Ciudad de MÃ©xico (Mexico),Pasante Interview,No Offer,Negative Experience,Easy Interview,The process took 4+ weeks. I interviewed at Procter & Gamble (Ciudad de MÃ©xico (Mexico)) in August 2019.,Application,como te ves en 10 aÃ±os Â  Answer Question
"Dec 21, 2019",Anonymous Employee in Cairo (Egypt),Financial Analyst Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 3 weeks. I interviewed at Procter & Gamble (Cairo (Egypt)) in February 2016.,Application,Tell me a situation where you had to deal with conflict in a team? Â  Answer Question
"Dec 18, 2019",Anonymous Interview Candidate in Warsaw (Poland),Supply Chain Manager Interview,No Offer,Positive Experience,Average Interview,I applied online. I interviewed at Procter & Gamble (Warsaw (Poland)).,Application,Innovations that you brought to your company Â  Answer Question
"Dec 18, 2019",Anonymous Employee in Frankfurt am Main (Germany),Intern Brand Management Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. I interviewed at Procter & Gamble (Frankfurt am Main (Germany)).,Application,"Mostly situational: Tell me about a time when you 1) were faced with a tough situation and how you handled it 2) conflict in team and how you went about it

CV: job-specific clarification questions Â  Answer Question"
"Dec 17, 2019",Anonymous Interview Candidate in Boryspil' (Ukraine),Internship Interview,No Offer,Neutral Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at Procter & Gamble (Boryspil' (Ukraine)) in March 2019.,Application,How do you see yourself in 5 years? Â  Answer Question
"Dec 17, 2019",Anonymous Interview Candidate,Administrative Assistant Interview,No Offer,Negative Experience,Average Interview,I applied online. The process took 2 days. I interviewed at Procter & Gamble in December 2019.,Application,
"Dec 17, 2019",Anonymous Interview Candidate,Graduate Sales Interview,No Offer,Negative Experience,Difficult Interview,I applied online. I interviewed at Procter & Gamble.,Application,Why P&G Â  Answer Question
"Dec 17, 2019",Anonymous Employee,Graduate Sales Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 2+ months. I interviewed at Procter & Gamble in December 2019.,Application,Describe a time when you resolved group conflict Â  1 Answer
"Dec 16, 2019",Anonymous Employee in Sing (Cameroon),Finance Interview,Accepted Offer,Positive Experience,Easy Interview,The process took 2+ months. I interviewed at Procter & Gamble (Sing (Cameroon)) in April 2017.,Application,How do you manage working with multiple priorities Â  Answer Question
"Dec 15, 2019",Anonymous Interview Candidate,Production Engineer Interview,No Offer,Positive Experience,Average Interview,I applied online. I interviewed at Procter & Gamble.,Application,Describe a time when team work may have benefited the outcome of a project Â  Answer Question
"Dec 14, 2019",Anonymous Interview Candidate in Kuala Lumpur (Malaysia),Product Executive Interview,No Offer,Neutral Experience,Difficult Interview,I applied online. I interviewed at Procter & Gamble (Kuala Lumpur (Malaysia)) in July 2019.,Application,Q: How would you handle a complicated situation Â  Answer Question
"Dec 14, 2019",Anonymous Interview Candidate in PanamÃ¡ (Panama),Associate Interview,No Offer,Negative Experience,Average Interview,I applied through an employee referral. I interviewed at Procter & Gamble (PanamÃ¡ (Panama)).,Application,all the questions are online. Â  1 Answer
"Dec 12, 2019",Anonymous Employee,Intern Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 6+ months. I interviewed at Procter & Gamble in May 2018.,Application,Tell me about a time in which you... Â  Answer Question
"Dec 10, 2019","Anonymous Interview Candidate in London, England (UK)",Intern Interview,Declined Offer,Negative Experience,Easy Interview,"I applied online. The process took 2+ months. I interviewed at Procter & Gamble (London, England (UK)) in November 2019.",Application,Why P&G? What made you choose this role? Â  Answer Question
"Dec 10, 2019",Anonymous Employee,Supply Chain Manager Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Procter & Gamble.,Application,"Wat zeggen anderen over jou?
Hoe ben je bij P&G terecht gekomen en waarom solliciteer je? Â  Answer Question"
"Dec 9, 2019","Anonymous Employee in Woodlands, North (Singapore)",Human Resources Interview,Accepted Offer,Neutral Experience,,"I applied online. I interviewed at Procter & Gamble (Woodlands, North (Singapore)) in January 2015.",Application,why choose us? Â  1 Answer
"Dec 6, 2019",Anonymous Interview Candidate,Sales Interview,No Offer,Neutral Experience,Difficult Interview,"Application, Reviewing your application - Online Assessment, Peak Performance assessment (new numerical and logical tests under time-pressure) - Three rounds of interviews (May be held in their office, by phone or by Skype) (First questions about different situations from your background and then situational questions) - Job offer",Application,What did you do when you had to take an innovative decision? And the results of this action. Basically general questions they usually ask. Â  Answer Question
"Dec 6, 2019",Anonymous Interview Candidate in Brussels (Belgium),Material management coordinate Interview,No Offer,Negative Experience,Difficult Interview,I applied through a staffing agency. The process took 2 weeks. I interviewed at Procter & Gamble (Brussels (Belgium)).,Application,
"Dec 5, 2019",Anonymous Interview Candidate,Digital Technologies IT Interview,Declined Offer,Positive Experience,Average Interview,I applied online. I interviewed at Procter & Gamble.,Application,"teamwork behavioural questions, data related questions Â  Answer Question"
"Dec 4, 2019",Anonymous Employee in Brussels (Belgium),Intern Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Procter & Gamble (Brussels (Belgium)) in February 2019.,Application,How do you respond in problematic situations/ under stress/ etc? Â  Answer Question
"Dec 3, 2019",Anonymous Employee in Ciudad de MÃ©xico (Mexico),Intern Sales Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at Procter & Gamble (Ciudad de MÃ©xico (Mexico)) in November 2019.,Application,Â¿Por quÃ© te gustarÃ­a entrar a P&G? Â  1 Answer
"Dec 2, 2019",Anonymous Interview Candidate,Research Associate Interview,No Offer,Neutral Experience,Difficult Interview,I applied online. I interviewed at Procter & Gamble.,Application,Quantitative assessments and tests Â  Answer Question
"Dec 2, 2019",Anonymous Employee in Denpasar (Indonesia),Internship Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2+ months. I interviewed at Procter & Gamble (Denpasar (Indonesia)) in November 2019.,Application,consist of behavioral and situational question Â  1 Answer
"Dec 1, 2019",Anonymous Employee in Buenos Aires (Argentina),Sales Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 3+ months. I interviewed at Procter & Gamble (Buenos Aires (Argentina)) in November 2017.,Application,"Experiencias como lider.
Ejemplo de resoluciÃ³n de problemas
Ejemplo de trabajo en equipos
Ejemplo de momentos de frustraciÃ³n cuando algo saliÃ³ mal. Â  Answer Question"
"Dec 1, 2019",Anonymous Interview Candidate in Cairo (Egypt),Process Engineer Interview,No Offer,Negative Experience,Average Interview,I applied online. The process took 2 days. I interviewed at Procter & Gamble (Cairo (Egypt)).,Application,why do you want to join P&G? Â  Answer Question
"Nov 30, 2019",Anonymous Interview Candidate,Stagiare Interview,No Offer,Neutral Experience,Difficult Interview,I applied online. I interviewed at Procter & Gamble in November 2019.,Application,A time when i faced a problem and how i handled it Â  Answer Question
"Nov 29, 2019",Anonymous Interview Candidate,Supply Chain Interview,No Offer,Positive Experience,Difficult Interview,"application form, logical test (including Graphic reasoning, personality test, pipeline problem, calculation problemï¼, 1v1 interview, and 1v3 interview. They They focus on leadership experience and dig deep into the details of previous experiences",Application,"Leadership experience
why apply this position, why you fit Â  Answer Question"
"Nov 28, 2019","Anonymous Employee in Cincinnati, OH",Intern Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied through college or university. The process took 4+ weeks. I interviewed at Procter & Gamble (Cincinnati, OH) in October 2019.",Application,Tell me about a time where yo had to use your expertise to better and complete a project. Â  Answer Question
"Nov 27, 2019",Anonymous Interview Candidate,Assistant Interview,No Offer,Positive Experience,Average Interview,I applied online. I interviewed at Procter & Gamble.,Interview,"my experiences in the field
experiences in marketing and previous experiences and problem questions with possible solutions Â  1 Answer"
"Nov 26, 2019",Anonymous Interview Candidate in Cairo (Egypt),SNO Associate Manager Interview,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at Procter & Gamble (Cairo (Egypt)) in November 2019.,Interview,Introduce Yourself? Â  Answer Question
"Nov 25, 2019","Anonymous Interview Candidate in Chicago, IL",CONSUMER & MARKET KNOWLEDGE â ADVANCED ANALYTICS CO-OP Interview,Declined Offer,Positive Experience,Difficult Interview,"I applied online. The process took a week. I interviewed at Procter & Gamble (Chicago, IL) in January 2018.",Interview,Mental Math Â  1 Answer
"Nov 25, 2019",Anonymous Interview Candidate,Sales Interview,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at Procter & Gamble.,Interview,Describe a time you had to deal with an uncooperative colleague. Â  Answer Question
"Nov 24, 2019",Anonymous Interview Candidate,Manufacturing Graduate Interview,No Offer,Neutral Experience,Difficult Interview,I applied online. I interviewed at Procter & Gamble.,Interview,Why P&G? Â  Answer Question
"Nov 23, 2019","Anonymous Employee in Cincinnati, OH",Research and Development Engineer Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 2+ months. I interviewed at Procter & Gamble (Cincinnati, OH) in November 2019.",Interview,Tell me about a time when................. Â  1 Answer
"Nov 22, 2019",Anonymous Employee in Marseille (France),Stagiaire Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied through college or university. The process took 3 weeks. I interviewed at Procter & Gamble (Marseille (France)) in November 2019.,Interview,Donnez moi une expÃ©rience ou vous avez menÃ© un projet de A Ã  Z. Â  Answer Question
"Nov 22, 2019",Anonymous Interview Candidate in Frankfurt am Main (Germany),Senior Category Manager Interview,No Offer,Neutral Experience,Difficult Interview,I applied online. The process took 5 weeks. I interviewed at Procter & Gamble (Frankfurt am Main (Germany)) in June 2018.,Interview,What would your teammates say about you? Â  Answer Question
"Nov 20, 2019","Anonymous Employee in Stockholm, Stockholm (Sweden)",Key Account Manager Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at Procter & Gamble (Stockholm, Stockholm (Sweden)) in January 2017.",Interview,Situational based type of questions. Make sure to read up on the webpage before going. Â  Answer Question
"Nov 18, 2019",Anonymous Interview Candidate,Business Technology Analyst Interview,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at Procter & Gamble.,Application,What was the challenge you solve on your own initiative Â  1 Answer
"Nov 18, 2019",Anonymous Employee in Ho Chi Minh City (Vietnam),Sales Finance Interview,Accepted Offer,Neutral Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at Procter & Gamble (Ho Chi Minh City (Vietnam)) in December 2018.,Application,Tell me a time when you have a conflict with your manager and how did you solve it? Â  Answer Question
"Nov 18, 2019","Anonymous Employee in SÃ£o Paulo, SÃ£o Paulo (Brazil)",EstÃ¡gio Superior Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2 days. I interviewed at Procter & Gamble (SÃ£o Paulo, SÃ£o Paulo (Brazil)) in September 2019.",Application,Qual foi uma situaÃ§Ã£o difÃ­cil que vocÃª jÃ¡ enfrentou? Como saiu disso? Â  1 Answer
"Nov 18, 2019","Anonymous Interview Candidate in New York, NY",Internship Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at Procter & Gamble (New York, NY).",Application,What would you do if you're manager was busy and you needed to order binders? Â  1 Answer
"Nov 17, 2019","Anonymous Interview Candidate in Montreal, QC (Canada)",Brand Marketing Interview,No Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 4 weeks. I interviewed at Procter & Gamble (Montreal, QC (Canada)) in October 2019.",Application,Tell me a time when you led a team. Â  Answer Question
"Nov 17, 2019","Anonymous Interview Candidate in Toronto, ON (Canada)",IT Interview,No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2+ months. I interviewed at Procter & Gamble (Toronto, ON (Canada)).",Application,Tell me about a time when you had to make a decision with incomplete data. Â  Answer Question
"Nov 17, 2019","Anonymous Interview Candidate in London, England (UK)",SummerFinance Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at Procter & Gamble (London, England (UK)) in October 2019.",Application,Tell me about a time when you have successfully led a team. Â  Answer Question
"Nov 16, 2019",Anonymous Interview Candidate in Buenos Aires (Argentina),Recursos Humanos Interview,No Offer,Negative Experience,Difficult Interview,I applied online. The process took 3 weeks. I interviewed at Procter & Gamble (Buenos Aires (Argentina)) in November 2017.,Application,Â¿Por quÃ© querÃ©s trabajar con nosotros? Â  Answer Question
"Nov 16, 2019",Anonymous Interview Candidate,Intern Interview,No Offer,Positive Experience,Difficult Interview,"After applying through their website, they sent me a verbal and mathematical reasoning test. I passed the test and gor an invitation to their offices for one-to-one interviews. Questions were based on past experiences and competencies and the interviewer was nice and kind.",Application,"A strong performing manager with 30 years of service is discovered taking a soda from the cafeteria each afternoon without paying for it. he is warned that continuing this behavior could lead to his termination, but he continues taking sodas from cafeteria.

what action would you take? Â  1 Answer"
"Nov 14, 2019",Anonymous Interview Candidate,Finance and Accounting Interview,No Offer,Neutral Experience,Difficult Interview,I applied online. I interviewed at Procter & Gamble in November 2019.,Application,Descrivi te stesso. Racconta di un processo innovativo che hai implementato. racconta una colta che hai preso la posizione di leader. Â  Answer Question
"Nov 14, 2019",Anonymous Employee,IT Interview,Accepted Offer,Positive Experience,Average Interview,I applied through college or university. The process took 2+ months. I interviewed at Procter & Gamble.,Application,Biggest weakness? Hardest challenge as a leader? Â  Answer Question
"Nov 13, 2019",Anonymous Interview Candidate in Buenos Aires (Argentina),LÃ­der Interview,No Offer,Negative Experience,,I applied through a recruiter. The process took 4 weeks. I interviewed at Procter & Gamble (Buenos Aires (Argentina)).,Application,Solo me pidiÃ³ que le contara de mÃ­ Â  Answer Question
"Nov 12, 2019",Anonymous Employee,Assistant Brand Manager Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. The process took 4+ weeks. I interviewed at Procter & Gamble in June 2015.,Application,"Exemple of leadership
How many petrol stations are there in Italy? Â  Answer Question"
"Nov 12, 2019",Anonymous Employee in Louveira (Brazil),EstÃ¡gio Superior Interview,Accepted Offer,Neutral Experience,Average Interview,I applied online. The process took 2+ months. I interviewed at Procter & Gamble (Louveira (Brazil)) in September 2019.,Application,Conte uma situaÃ§Ã£o na qual sua decisÃ£o mudou tudo Â  Answer Question
"Nov 11, 2019","Anonymous Interview Candidate in College Station, TX",Manufacturing Interview,No Offer,Neutral Experience,Average Interview,"I applied through college or university. The process took a week. I interviewed at Procter & Gamble (College Station, TX) in September 2019.",Application,Tell me about a time you went above and beyond to fix a situation Â  Answer Question
"Nov 10, 2019","Anonymous Interview Candidate in Cincinnati, OH",Consumer & Market Knowledge Associate Manager Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at Procter & Gamble (Cincinnati, OH) in November 2019.",Application,"Tell me about a time you demonstrated leadership
Tell me about a time you analyzed a large set of data
Tell me about a time when you came up with a better way to do things Â  Answer Question"
"Nov 10, 2019",Anonymous Employee,Intern Finance Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Procter & Gamble.,Application,Describe a situation where you took the leadership position and changed the direction of the group Â  Answer Question
"Nov 9, 2019",Anonymous Interview Candidate,Software Developer Interview,Declined Offer,Positive Experience,Easy Interview,I applied through college or university. I interviewed at Procter & Gamble.,Application,lengthy Â  Answer Question
"Nov 7, 2019",Anonymous Interview Candidate in Moscow (Russia),Engineering Interview,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at Procter & Gamble (Moscow (Russia)) in May 2017.,Application,Tell the story of failure Â  Answer Question
"Nov 5, 2019",Anonymous Interview Candidate,Brand Manager Interview,No Offer,Positive Experience,Difficult Interview,I applied online. I interviewed at Procter & Gamble.,Application,"1. leadership experience
2. a challenge work
3. task conflicts and how to balance Â  Answer Question"
"Nov 5, 2019",Anonymous Employee in Singapore (Singapore),Marketing Specialist Interview,Accepted Offer,Neutral Experience,Average Interview,I applied online. The process took a week. I interviewed at Procter & Gamble (Singapore (Singapore)) in October 2017.,Application,Tell me about a time when you had to work with a difficult person Â  Answer Question
"Nov 4, 2019",Anonymous Interview Candidate,IT Operations Specialist Interview,No Offer,Positive Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at Procter & Gamble.,Application,What did you do to leverage your technical skills? Â  Answer Question
"Nov 4, 2019",Anonymous Interview Candidate,Data Scientist-PhD Interview,No Offer,Negative Experience,Average Interview,I applied online. I interviewed at Procter & Gamble in October 2019.,Application,personality test: describe some situations and let you choose how to respond. Â  Answer Question
"Nov 4, 2019",Anonymous Interview Candidate,Marketing Specialist Interview,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at Procter & Gamble.,Application,When have you had to be professional in an ethical dilemma situation. Â  Answer Question
"Nov 4, 2019",Anonymous Interview Candidate,Internship Interview,No Offer,Neutral Experience,Difficult Interview,"Online Application, then online assessments sent through email and then if you're good enough you proceed towards the other steps of the recruitment process (you cannot retake the assessment for one year!)",Application,"Online Assessments (logic, math etc) Â  Answer Question"
"Nov 2, 2019","Anonymous Employee in Caracas, Capital District (Venezuela)",Product Research Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3+ months. I interviewed at Procter & Gamble (Caracas, Capital District (Venezuela)) in February 2015.",Application,nao lembro. Â  Answer Question
"Nov 2, 2019",Anonymous Employee in Louveira (Brazil),EstagiÃ¡rio Superior Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied online. I interviewed at Procter & Gamble (Louveira (Brazil)) in September 2019.,Application,"situaÃ§Ã£o que convenci alguem
situaÃ§Ã£o em que economizei dinheiro e cortei gastos em algum trabalho ou entidade da universidade
(EM INGLÃS) se eu implementasse uma tecnologia nova e nÃ£o houvesse adesÃ£o por parte dos funcionÃ¡rios o que eu faria? se nÃ£o houvesse adesÃ£o por parte dos diretores o que eu faria? Â  Answer Question"
"Nov 1, 2019",Anonymous Interview Candidate,Process Operator Interview,No Offer,Positive Experience,Difficult Interview,I applied online. The process took 2 weeks. I interviewed at Procter & Gamble in October 2019.,Application,How did I deal with a difficult person Â  Answer Question
"Oct 31, 2019",Anonymous Employee,Internship Supply Chain Interview,Accepted Offer,Positive Experience,Difficult Interview,I applied through college or university. The process took 2 weeks. I interviewed at Procter & Gamble.,Application,How did you navigate a difficult situation Â  Answer Question
"Oct 31, 2019","Anonymous Employee in Washington, DC",Product Manufacturing Engineer Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 3+ months. I interviewed at Procter & Gamble (Washington, DC) in September 2019.",Application,Tell us a time you overcame a dispute with a team member. Â  1 Answer
"Oct 31, 2019",Anonymous Employee,CMK Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Procter & Gamble.,Application,CuÃ©ntame una experiencia pasada que haya sido un reto para ti y cÃ³mo la afrontaste Â  Answer Question
"Oct 29, 2019",Anonymous Interview Candidate,Engineering Interview,No Offer,Positive Experience,Average Interview,"-Applied through school, spoke to a couple recruiters at career fair- followed by an interview completely behavioral. Was contacted the same day of the career fair for the first round interview the next day with the same guy I had spoken to before",Application,"all STAR questions to gage- teamwork, innovation, development, leadership Â  Answer Question"
"Oct 29, 2019","Anonymous Employee in Cincinnati, OH",Consumer & Market Knowledge Analyst Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ months. I interviewed at Procter & Gamble (Cincinnati, OH) in October 2019.",Application,Tell me a time when you go against the majority. Tell me a time when you have multiple deadlines and how you dealt with them. Â  Answer Question
"Oct 28, 2019","Anonymous Interview Candidate in Ithaca, NY",Data Scientist Interview,Declined Offer,Positive Experience,Easy Interview,"I applied through college or university. The process took 2 weeks. I interviewed at Procter & Gamble (Ithaca, NY) in October 2019.",Application,describe the time when you had conflict with your team members and how you solved the problem. Â  Answer Question
"Oct 28, 2019",Anonymous Interview Candidate in Tiruchirappalli (India),Product Manager Interview,No Offer,Positive Experience,Difficult Interview,I applied through college or university. I interviewed at Procter & Gamble (Tiruchirappalli (India)) in August 2019.,Application,Why do you want to join p and g? Â  1 Answer
"Oct 27, 2019",Anonymous Employee,Sales Account Manager Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through college or university. The process took 2+ weeks. I interviewed at Procter & Gamble in September 2019.,Application,Name me a time when you handled a large dataset. Â  Answer Question
"Oct 26, 2019",Anonymous Interview Candidate,Supply Chain Manager Interview,No Offer,Positive Experience,Easy Interview,"Self-introduction in English
Behavioral questions or CV based questions x 3 (can choose between mandarin, Cantonese or English)
Q&A section
Interviewer was nice but will based on CV ask some in-depth questions, the answer should link to why you are suitable to the job and the company",Application,How to handle conflicts in workplace? Â  Answer Question
"Oct 26, 2019","Anonymous Employee in Cincinnati, OH",Sales Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Procter & Gamble (Cincinnati, OH) in October 2019.",Application,"Tell me about a time when you had to overcome a difficult obstacle to reach an achievement.
Tell me about a time when you improved a process by saving time and or money. Â  Answer Question"
"Oct 26, 2019",Anonymous Interview Candidate,Standout - Sales Interview,No Offer,Neutral Experience,Average Interview,I applied through other source. I interviewed at Procter & Gamble.,Application,What are you most proud of? Talk about a time you saved time or money for a group? Â  Answer Question
"Oct 24, 2019",Anonymous Interview Candidate,Brand Manager Interview,No Offer,Negative Experience,,I applied online. The process took 2+ months. I interviewed at Procter & Gamble.,Application,"Always following the PEAK performance model - reply by providing context, actions and results Â  Answer Question"
"Oct 24, 2019",Anonymous Interview Candidate,Brand Ambassador Interview,No Offer,Neutral Experience,Difficult Interview,I applied online. The process took 1 day. I interviewed at Procter & Gamble in October 2019.,Application,What are your greatest professional strengths? Â  Answer Question
"Oct 23, 2019",Anonymous Employee,Intern Interview,Accepted Offer,Positive Experience,Difficult Interview,I interviewed at Procter & Gamble in September 2019.,Application,"Â¿La Ãºltima vez que fuiste un lÃ­der?
Experiencia en el campo
CuÃ©ntame de una vez que hayas tenido un problema del cual tenÃ­as poca informaciÃ³n y cÃ³mo lo resolviste Â  Answer Question"
"Oct 23, 2019","Anonymous Employee in Atlanta, GA",R&D Engineering Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through college or university. The process took 3+ months. I interviewed at Procter & Gamble (Atlanta, GA) in September 2019.",Application,"If you were given a deadline by your boss that was nationally advertised for a product, but someone from manufacturing told you that something went wrong and the product wouldn't be ready until three weeks after the deadline how would you address the situation. Â  Answer Question"
"Oct 23, 2019","Anonymous Employee in Manila, Manila (Philippines)",Associate Manager Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied in-person. The process took 3 weeks. I interviewed at Procter & Gamble (Manila, Manila (Philippines)) in February 2018.",Application,Innovation implemented in current or previous job Â  1 Answer
"Oct 22, 2019",Anonymous Interview Candidate in Newcastle (Saint Kitts and Nevis),R&D Interview,No Offer,Neutral Experience,Average Interview,I applied online. The process took 4+ weeks. I interviewed at Procter & Gamble (Newcastle (Saint Kitts and Nevis)).,Application,"All the questions were either competency based or situational judgement i.e. tell me about a time you showed leadership, tell me about a time when you worked in a team, tell me about a time you had to persuade someone of your thinking etc. Â  Answer Question"
"Oct 21, 2019",Anonymous Interview Candidate,SNO Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at Procter & Gamble.,Application,Describe a time when you had to change directions when working on a project. Â  Answer Question
"Oct 19, 2019","Anonymous Interview Candidate in Atlanta, GA",Manufacturing Interview,No Offer,Negative Experience,Easy Interview,"I applied through college or university. The process took 4 weeks. I interviewed at Procter & Gamble (Atlanta, GA) in September 2019.",Application,When is a time you took the lead on a project? Â  Answer Question
"Oct 19, 2019","Anonymous Interview Candidate in Toronto, ON (Canada)",Digital Tech Specialist Interview,No Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2 weeks. I interviewed at Procter & Gamble (Toronto, ON (Canada)) in October 2019.",Application,why p&g? Â  Answer Question
