Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,InterviewQs
9 Aug 2019,"Anonymous Interview Candidate in Detroit, MI (US)",Geek Squad,Declined Offer,Neutral Experience,Average Interview,"I applied in-person. The process took 4 days. I interviewed at Best Buy (Detroit, MI (US)) in April 2019.",Application,What would you do in a situation where two delivery trucks come at the same time? Â  Answer Question
1 Apr 2019,Anonymous Employee,Cashier,Accepted Offer,Positive Experience,Easy Interview,"I was referred by a friend of mine who was currently working there as a cashier. I was called for a phone screen, then asked to come in for a 1:1 interview with the Operations Manager.",Application,"If you saw that your coworker was stealing from the cash register, what would you do? Â  Answer Question"
7 Aug 2019,"Anonymous Employee in Miami, FL (US)",Inventory Specialist,Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took 5 days. I interviewed at Best Buy (Miami, FL (US)) in April 2019.",Application,Describe your previous job duties. Â  1 Answer
14 Apr 2019,"Anonymous Employee in Atlanta, GA (US)",Sales Consultant,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Atlanta, GA (US)) in April 2019.",Application,Tell me about yourself Â  Answer Question
17 Oct 2019,"Anonymous Employee in Minneapolis, MN (US)",Sales Associate,Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 2 days. I interviewed at Best Buy (Minneapolis, MN (US)) in April 2019.",Application,Do you like retail hours. Â  Answer Question
15 Apr 2019,"Anonymous Interview Candidate in Modesto, CA (US)",Customer Service Representative,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at Best Buy (Modesto, CA (US)) in April 2019.",Application,how would you handle a co worker if he complains alot and is always in a negative mood?also would that effect your work? Â  1 Answer
7 Jun 2019,"Anonymous Interview Candidate in Everett, WA (US)","Geek Squad, Consultation Agent",No Offer,Negative Experience,Easy Interview,"I applied online. The process took 2+ months. I interviewed at Best Buy (Everett, WA (US)) in April 2019.",Application,How would you look up information about a computer you are working on Â  Answer Question
23 Apr 2019,"Anonymous Employee in Biloxi, MS (US)",Computer Sales Consultant,Accepted Offer,Neutral Experience,Average Interview,"I applied online. The process took 2 days. I interviewed at Best Buy (Biloxi, MS (US)) in April 2019.",Application,Can you recall a time when you didn't get along with a coworker? Â  Answer Question
4 Apr 2019,"Anonymous Employee in Falls Church, VA (US)",Computer Sales Consultant,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Best Buy (Falls Church, VA (US)) in April 2019.",Application,Tell me about yourself Â  Answer Question
16 Dec 2019,"Anonymous Employee in Austin, TX (US)",Best Buy Mobile Sales Associate,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at Best Buy (Austin, TX (US)) in April 2019.",Application,what were my goals and ambitions and if i were offered the job where would i like to take it Â  1 Answer
29 Mar 2019,"Anonymous Employee in Aurora, CO (US)",Computers,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at Best Buy (Aurora, CO (US)).",Application,What would you do if a coworker was caught stealing? Â  Answer Question
25 Mar 2019,"Anonymous Interview Candidate in Richfield, MN (US)",Business Analyst,Declined Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Best Buy (Richfield, MN (US)).",Application,Tell me about yourself Â  1 Answer
11 Dec 2019,"Anonymous Employee in New Orleans, LA (US)",Computer Sales Consultant,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Best Buy (New Orleans, LA (US)) in March 2019.",Application,What would you do if you saw a coworker stealing from the company? Â  2 Answers
13 Mar 2019,Anonymous Employee,Sales,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at Best Buy.,Application,What are you weaknesses? Â  Answer Question
9 Mar 2019,Anonymous Employee,Sales Associate,Accepted Offer,Neutral Experience,Average Interview,The process took 3 weeks. I interviewed at Best Buy.,Application,Consisted leadership and team-working related questions. Â  Answer Question
28 Mar 2019,"Anonymous Employee in Dearborn, MI (US)",Sales Position,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at Best Buy (Dearborn, MI (US)) in March 2019.",Application,"Q: Out of all positions, why best buy? Â  Answer Question"
18 Mar 2019,"Anonymous Employee in Bronx, NY (US)",Research Associate,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at Best Buy (Bronx, NY (US)) in March 2019.",Application,My previous experience Â  Answer Question
8 Mar 2019,"Anonymous Interview Candidate in Elk Grove, CA (US)",Geek Squad Advanced Repair Agent,No Offer,Negative Experience,Average Interview,"I applied online. The process took a week. I interviewed at Best Buy (Elk Grove, CA (US)) in March 2019.",Application,"Q: If you caught an employee stealing, would you fire them or write them up? Â  1 Answer"
20 Feb 2019,Anonymous Employee,Mobile,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Best Buy.,Application,Describe a time you made a tough decision in the workplace. Â  Answer Question
9 Feb 2019,Anonymous Employee,Sales Associate,Accepted Offer,Positive Experience,Average Interview,"Applied online, got a call on phone a week later about when I can come in. Did the interview, it was 7 questions. Got told if hired on the spot or to go home and wait for a maybe.",Application,Tell a time when you worked as a team and had to overcome a challenge or problem with your group. Â  Answer Question
8 Mar 2019,"Anonymous Employee in Mount Vernon, NY (US)",Phone Operator,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Best Buy (Mount Vernon, NY (US)) in February 2019.",Application,What is the value of a one person who steals a $ 7 headphones and one who steals an I-Phone? What should happen to either of them? Â  Answer Question
18 Jul 2019,"Anonymous Employee in Houston, TX (US)",Cashier,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at Best Buy (Houston, TX (US)) in February 2019.",Application,What is your experience in customer service? Â  1 Answer
10 Apr 2019,"Anonymous Interview Candidate in Richfield, MN (US)",Help Desk Analyst,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at Best Buy (Richfield, MN (US)) in February 2019.",Application,Why should we hire you? Â  Answer Question
30 Aug 2019,"Anonymous Interview Candidate in Dubuque, IA (US)",Sales Associate,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Best Buy (Dubuque, IA (US)) in February 2019.",Application,"If you were left with a new employee and your boss called a told you they would be about an hour late, what would you do? Â  Answer Question"
11 Feb 2020,"Anonymous Interview Candidate in Pasadena, CA (US)",Sales Person,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 weeks. I interviewed at Best Buy (Pasadena, CA (US)) in February 2019.",Application,What is your passion in life? Â  Answer Question
8 Jan 2019,Anonymous Interview Candidate,Seasonal Sales Associate,Declined Offer,Positive Experience,Average Interview,I applied online. I interviewed at Best Buy.,Application,How do you deal with rude people? Â  Answer Question
3 Jul 2019,"Anonymous Employee in San Diego, CA (US)",Computer Sales,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (San Diego, CA (US)) in January 2019.",Application,Why did you apply Â  1 Answer
13 May 2019,"Anonymous Employee in New York, NY (US)",Merchandiser,Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Best Buy (New York, NY (US)) in January 2019.",Application,Whatâs your availability like Â  1 Answer
20 Mar 2019,"Anonymous Interview Candidate in Jackson, MS (US)",Floor Staff,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 weeks. I interviewed at Best Buy (Jackson, MS (US)) in January 2019.",Application,What kind of work did I perform on my last job and why I left the position.? What are my strong point? What were my weak points? Where do I see myself in five years? Â  Answer Question
8 Apr 2019,"Anonymous Interview Candidate in New York, NY (US)",Sales,Declined Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at Best Buy (New York, NY (US)) in January 2019.",Application,Workflow and customer service Â  Answer Question
7 Mar 2019,"Anonymous Interview Candidate in Dallas, TX (US)",Sales Representative,No Offer,Positive Experience,Average Interview,"I applied through a recruiter. The process took 2 days. I interviewed at Best Buy (Dallas, TX (US)) in January 2019.",Application,What motivates you and why Â  Answer Question
11 Feb 2019,"Anonymous Employee in Miami, FL (US)",Sales Associate,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Best Buy (Miami, FL (US)) in January 2019.",Application,"Recall a challenge that was significant, but one that you consider a success. Â  Answer Question"
24 Jan 2019,"Anonymous Interview Candidate in Gainesville, FL (US)",Sales Associate,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Best Buy (Gainesville, FL (US)) in January 2019.",Application,Tell me about yourself Â  Answer Question
30 Apr 2019,"Anonymous Employee in Baltimore, MD (US)",Customer Service Specialist,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Best Buy (Baltimore, MD (US)) in January 2019.",Application,"If you owned best buy, and you saw an employee open a product on the sales floor, but they didn't pay for it. What would you do as a business owner? Â  1 Answer"
17 Feb 2019,"Anonymous Interview Candidate in Minneapolis, MN (US)",Research and Insights,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at Best Buy (Minneapolis, MN (US)) in January 2019.",Application,"Typical behavior questions: describe a failure, what's your communication style etc. Â  1 Answer"
7 Feb 2019,"Anonymous Employee in Minneapolis, MN (US)",CEO,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at Best Buy (Minneapolis, MN (US)) in January 2019.",Application,Why do you want to work here Â  Answer Question
17 Feb 2019,"Anonymous Interview Candidate in Orlando, FL (US)",Geek Squad Manager,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Orlando, FL (US)) in January 2019.",Application,They asked why I'm applying for the position at bestbuy; multiple questions about customer service and how to deal with stressful situations; desired salary; general knowledge of the store and what the geek squad is in charge of; Â  Answer Question
6 Feb 2019,"Anonymous Employee in Fort Worth, TX (US)",Geek Squad Manager,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at Best Buy (Fort Worth, TX (US)) in January 2019.",Application,A time when you had a difficult performance issue to address Â  Answer Question
7 Jan 2019,"Anonymous Employee in East Brunswick, NJ (US)",Smart Home Consultant,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 weeks. I interviewed at Best Buy (East Brunswick, NJ (US)) in January 2019.",Application,how would you deal with an irritated customer? Â  1 Answer
16 May 2019,"Anonymous Interview Candidate in Chicago, IL (US)",Geek Squad Manage3r,No Offer,Negative Experience,Average Interview,"I applied online. I interviewed at Best Buy (Chicago, IL (US)) in January 2019.",Application,Do you think you would like retail? What unique things do you bring to the table? Â  Answer Question
16 Apr 2020,Anonymous Employee,Sales Associate,Accepted Offer,Positive Experience,,I applied online. The process took 3 weeks. I interviewed at Best Buy in January 2019.,Application,What would you do if a customer was being combative with what you told them? Â  1 Answer
12 Nov 2019,"Anonymous Employee in Naples, FL (US)",Specialty Sales Manager,Accepted Offer,Positive Experience,Difficult Interview,"I applied online. The process took 2+ weeks. I interviewed at Best Buy (Naples, FL (US)) in January 2019.",Application,What is the most difficult customer interaction youâve dealt with. What did you do and what was the result. Â  Answer Question
27 Dec 2018,"Anonymous Employee in New York, NY (US)",Sales Associate,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1+ week. I interviewed at Best Buy (New York, NY (US)).",Application,"Give me a time you had to deal with a diffucult person, what was the situation and how did you overcome it. Â  Answer Question"
5 Dec 2018,Anonymous Employee,Project Team Specialist,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at Best Buy.,Application,"Why do you want to
Work for Best Buy? Â  Answer Question"
4 Dec 2018,Anonymous Interview Candidate,Quality Assurance Analyst,No Offer,Positive Experience,Easy Interview,The process took 2 weeks. I interviewed at Best Buy.,Application,How would you handle a disgruntled developer? Â  Answer Question
3 Dec 2018,Anonymous Employee,Sales Associate,Accepted Offer,Positive Experience,Easy Interview,I applied in-person. The process took 2 days. I interviewed at Best Buy.,Application,why Â  1 Answer
17 Dec 2018,"Anonymous Interview Candidate in New York, NY (US)",General Manager,Declined Offer,Positive Experience,Average Interview,"I applied online. The process took 4 days. I interviewed at Best Buy (New York, NY (US)) in December 2018.",Application,How would I handle a situation with a problem employee. Â  Answer Question
9 Jul 2019,"Anonymous Employee in Cleveland, OH (US)",Area Manager,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Cleveland, OH (US)) in December 2018.",Application,How would you respond to an upset associate? What steps would you take to remedy the problem? Â  Answer Question
5 Jun 2019,"Anonymous Employee in Chico, CA (US)",Sales Associate,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1+ week. I interviewed at Best Buy (Chico, CA (US)) in December 2018.",Application,What do you think about theft and how should it be dealt with? Â  Answer Question
5 Feb 2019,"Anonymous Employee in Iowa City, IA (US)","Geek Squad, Consultation Agent",Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Iowa City, IA (US)) in December 2018.",Application,Describe a time where you had to go above and beyond for a customer in a technology based role. Â  Answer Question
27 Nov 2018,Anonymous Employee,Inventory Specialist,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Best Buy.,Application,Why do you want to work here? Â  Answer Question
12 Nov 2018,Anonymous Interview Candidate,Sales Associate,No Offer,Neutral Experience,,"met with someone, they asked background questions about experience, job, school, schedule. they asked when i could start and if there were any times i knew i needed off for holiday season.",Interview,asked if i needed time off for holiday Â  Answer Question
3 Nov 2018,Anonymous Interview Candidate,Financial Analyst,No Offer,Positive Experience,Difficult Interview,On site interview with 4 separate people who were at mid levels of the company. Some of the asked the same questions. I don't believe I received a formal response. I didn't have a clear impression of what I could do better.,Interview,Detailed questions about financial models Â  Answer Question
1 Nov 2018,Anonymous Employee,Sales Consultant,Accepted Offer,Neutral Experience,Easy Interview,I applied online. I interviewed at Best Buy.,Interview,Where do you see yourself in 5 years Â  Answer Question
7 Dec 2018,"Anonymous Employee in Farmers Branch, TX (US)",Seasonal Sales Associate,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at Best Buy (Farmers Branch, TX (US)) in November 2018.",Interview,How do you handle a line of customers? Â  Answer Question
26 Sep 2019,"Anonymous Employee in Clackamas, OR (US)",Seasonal Sales Associate,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Clackamas, OR (US)) in November 2018.",Interview,"If you were helping a customer that doesn't speak your language, how would you help them? Â  Answer Question"
4 Dec 2018,"Anonymous Employee in Honolulu, HI (US)",Customer Service Specialist,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Honolulu, HI (US)) in November 2018.",Interview,What were your past experiences Â  Answer Question
3 Jul 2019,"Anonymous Employee in Sugar Land, TX (US)",Customer Service Specialist,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1+ week. I interviewed at Best Buy (Sugar Land, TX (US)) in November 2018.",Interview,what I would do where neither I nor anyone else in the store could communicate in a customer's language Â  1 Answer
17 Nov 2018,Anonymous Employee,Best Buy Mobile Sales Associate,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took a week. I interviewed at Best Buy in November 2018.,Interview,How would you handle customer or employee theft (loss prevention)? Â  Answer Question
11 Dec 2018,"Anonymous Employee in Louisville, KY (US)",Sony Experience Expert,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Best Buy (Louisville, KY (US)) in November 2018.",Interview,Why Best Buy? Â  1 Answer
22 Oct 2018,"Anonymous Employee in Middletown, NY (US)",Sales Associate,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Middletown, NY (US)).",Application,Describe a situation where you went above and beyond for someone else. Â  Answer Question
17 Oct 2018,Anonymous Employee,Asset Protection,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Best Buy.,Application,Many what would you do in this situation? Â  Answer Question
13 Oct 2018,Anonymous Interview Candidate,Customer Service Representative,No Offer,Neutral Experience,Easy Interview,I applied online. I interviewed at Best Buy.,Application,What would you do if someone came into the store and didnât speak English and no one else was around that spoke the language they were speaking. How would you help them? Â  1 Answer
10 Oct 2018,Anonymous Employee,Customer Service Representative,Accepted Offer,Neutral Experience,Average Interview,The interview was fairly easy. Had to go through a series of about 3 interviews. Initial interview with supervisor then with a manager. Lastly was with GM of the store.,Application,Tell me about yourself. Â  Answer Question
9 Aug 2019,"Anonymous Employee in Dallas, TX (US)",Assistant Store Manager,Accepted Offer,Neutral Experience,Difficult Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Dallas, TX (US)) in October 2018.",Application,What conflict have you been in at work? Â  1 Answer
27 Nov 2018,"Anonymous Interview Candidate in Minneapolis, MN (US)",Full Stack Developer (Junior),No Offer,Negative Experience,Easy Interview,"I applied through a recruiter. The process took 4 weeks. I interviewed at Best Buy (Minneapolis, MN (US)) in October 2018.",Application,"Basic Core Java questions, mostly focused on REST based microservices, database and hibernate Â  1 Answer"
1 Oct 2018,Anonymous Interview Candidate,Geek,Declined Offer,Negative Experience,,I applied online. I interviewed at Best Buy.,Application,What makes me eligible to work there. Â  Answer Question
7 Oct 2018,Anonymous Employee,Sales Consultant,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took a week. I interviewed at Best Buy in October 2018.,Application,How would you handle an employee theft? Â  1 Answer
10 Jan 2019,"Anonymous Employee in Westbury, NY (US)",Sales Consultant,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Westbury, NY (US)) in October 2018.",Application,What experience do you have in sales? Â  Answer Question
18 Mar 2019,"Anonymous Employee in Mountain View, CA (US)",Sales Consultant,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Best Buy (Mountain View, CA (US)) in October 2018.",Application,To describe how you would approach a customer you saw looking at a product in your department. Â  Answer Question
9 Nov 2018,"Anonymous Employee in Grand Junction, CO (US)",Sales Floor Associate,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Best Buy (Grand Junction, CO (US)) in October 2018.",Application,How would I handle a coworker stealing. Â  1 Answer
23 Jun 2019,"Anonymous Employee in Charlotte, NC (US)",Seasonal Sales Associate,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at Best Buy (Charlotte, NC (US)) in October 2018.",Application,Why do you think that you would be a good fit at BestBuy? Â  1 Answer
13 Dec 2018,"Anonymous Interview Candidate in Watertown, MA (US)",Sales Associate,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at Best Buy (Watertown, MA (US)) in October 2018.",Application,How would you handle an employee stealing an item worth $1 Â  Answer Question
29 Sep 2019,"Anonymous Interview Candidate in Casper, WY (US)",Merchandising Specialist,No Offer,Negative Experience,Easy Interview,"I applied online. I interviewed at Best Buy (Casper, WY (US)) in October 2018.",Application,Pretend I'm a customer and try and sale me a computer? Â  1 Answer
26 Oct 2018,Anonymous Interview Candidate,Connected Devices Sales Consultant,No Offer,Positive Experience,Easy Interview,I applied online. The process took 1 day. I interviewed at Best Buy in October 2018.,Application,Why do you want to work here? Â  Answer Question
29 Oct 2018,"Anonymous Interview Candidate in Richfield, MN (US)",Senior Web/Email Architect,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2+ weeks. I interviewed at Best Buy (Richfield, MN (US)) in October 2018.",Application,Tell me a bit about yourself. Â  Answer Question
31 Mar 2020,"Anonymous Interview Candidate in Minneapolis, MN (US)",Marketing Manager,Declined Offer,Positive Experience,Average Interview,"I applied in-person. The process took 3 weeks. I interviewed at Best Buy (Minneapolis, MN (US)) in October 2018.",Application,How would you market for back to school? Â  Answer Question
29 Sep 2018,Anonymous Interview Candidate,"Geek Squad, Consultation Agent",Declined Offer,Neutral Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at Best Buy.,Application,"If you hear a fellow employee talk about private data from a customer's computer, what would you do? Â  Answer Question"
23 Sep 2018,Anonymous Employee,Mobile Sales Associate,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Best Buy.,Application,How would you explain the difference between iPhone and Android to an elderly couple who has never had smartphones before? Â  Answer Question
17 Oct 2018,"Anonymous Employee in Dublin, GA (US)",Computer Operator,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at Best Buy (Dublin, GA (US)) in September 2018.",Application,Describe an instance in which you dealt with a problematic customer? Â  Answer Question
18 Sep 2018,"Anonymous Employee in Kissimmee, FL (US)",Sales Associate,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at Best Buy (Kissimmee, FL (US)).",Application,What department would you like to work in and why? Â  Answer Question
13 Sep 2018,"Anonymous Employee in Manalapan, NJ (US)",Customer Service Specialist,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at Best Buy (Manalapan, NJ (US)).",Application,What would you do if you saw a coworker stealing something even something small like a pack of gum? Â  1 Answer
12 Sep 2018,"Anonymous Employee in Allen Park, MI (US)",Inventory/Merchandising Specialist,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at Best Buy (Allen Park, MI (US)).",Application,What would you like and dislike about the position Â  Answer Question
11 Sep 2018,"Anonymous Employee in Sugar Land, TX (US)",Customer Service Specialist,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Best Buy (Sugar Land, TX (US)).",Application,where do you see yourself in the future at Best Buy? Â  1 Answer
10 Sep 2018,Anonymous Employee,Project Team Specialist,Accepted Offer,Neutral Experience,Easy Interview,I applied online. I interviewed at Best Buy.,Application,Have you worked overnights before. Â  Answer Question
5 Sep 2018,Anonymous Employee,Best Buy Mobile Manager,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 3 days. I interviewed at Best Buy.,Application,What attracts you to Best Buy Â  Answer Question
5 Sep 2018,Anonymous Employee,Customer Service Representative,Accepted Offer,Neutral Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at Best Buy.,Application,How do you keep up with growing technology Â  Answer Question
14 Sep 2018,"Anonymous Interview Candidate in Richfield, MN (US)",Knowledge Management Specialist,No Offer,Negative Experience,Average Interview,"I applied online. I interviewed at Best Buy (Richfield, MN (US)) in September 2018.",Application,
21 Sep 2018,"Anonymous Interview Candidate in Woodland Park, NJ (US)",Computer Sales Associate,No Offer,Negative Experience,Difficult Interview,"I applied online. The process took 1+ week. I interviewed at Best Buy (Woodland Park, NJ (US)) in September 2018.",Application,What is your interest in computers ? Â  1 Answer
31 Aug 2018,Anonymous Interview Candidate,Multiple Positions,Declined Offer,Negative Experience,Difficult Interview,The process took 5 days. I interviewed at Best Buy.,Application,How should theft be handled? Does it matter if itâs international/external or what amounts being stolen? Â  Answer Question
17 Sep 2018,Anonymous Employee,Asset Protection Associate,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 4+ weeks. I interviewed at Best Buy in September 2018.,Application,Why do you want to work for Best Buy? Â  1 Answer
13 Feb 2019,"Anonymous Employee in Olympia, WA (US)",Retail Merchandiser,Accepted Offer,Neutral Experience,Average Interview,"I applied through other source. The process took a week. I interviewed at Best Buy (Olympia, WA (US)) in September 2018.",Application,tell me about a time when you went over and above to give excellent customer service Â  Answer Question
4 Jan 2019,"Anonymous Interview Candidate in Houston, TX (US)",Sales Associate,No Offer,Neutral Experience,Easy Interview,"I applied online. I interviewed at Best Buy (Houston, TX (US)) in September 2018.",Application,"about myself
why work at BB?
Experience?
knowledge department applied to work in Â  Answer Question"
9 Oct 2018,Anonymous Interview Candidate,Digital Engineer,No Offer,Negative Experience,Easy Interview,I applied online. I interviewed at Best Buy in September 2018.,Application,Hacker rank Question Â  1 Answer
13 Oct 2018,"Anonymous Employee in Columbia, SC (US)",Customer Service Specialist,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Best Buy (Columbia, SC (US)) in September 2018.",Application,what company can best buy learn from. Â  Answer Question
21 Sep 2018,"Anonymous Interview Candidate in Chesapeake, VA (US)",Best Buy Mobile Sales Associate,No Offer,Neutral Experience,Easy Interview,"I applied online. I interviewed at Best Buy (Chesapeake, VA (US)) in September 2018.",Application,A customer that's never owned a cell phone comes in to buy a cell phone. How would you help them? Â  Answer Question
28 Sep 2018,"Anonymous Interview Candidate in Kalispell, MT (US)",Mobility and Tech Sales Supervisor,Declined Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at Best Buy (Kalispell, MT (US)) in September 2018.",Application,How would you handle a situation where ordered phones came in as a partial shipment and customer orders were not complete? Â  1 Answer
11 Oct 2018,"Anonymous Interview Candidate in Trumbull, CT (US)",Specialty Sales Manager- Connections,No Offer,Positive Experience,Difficult Interview,"I applied in-person. The process took 3 weeks. I interviewed at Best Buy (Trumbull, CT (US)) in September 2018.",Application,How would you handle being behind a phone launch? Â  Answer Question
14 Nov 2019,"Anonymous Employee in Houston, TX (US)",Home Theater,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 days. I interviewed at Best Buy (Houston, TX (US)) in September 2018.",Application,What if a customer asked for something we donât have Â  1 Answer
28 Aug 2018,Anonymous Employee,Sales Associate,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Best Buy.,Application,What is a difficult situation youâve encountered and how did you deal with it? Â  Answer Question
23 Aug 2018,Anonymous Interview Candidate,Customer Service Specialist,No Offer,Negative Experience,Difficult Interview,I applied online. The process took 7 weeks. I interviewed at Best Buy.,Application,What does great customer service mean to you? Â  Answer Question
16 Aug 2018,Anonymous Interview Candidate,Category Analyst,Declined Offer,Positive Experience,Average Interview,I applied online. I interviewed at Best Buy.,Application,What is one mistake you made and how did you deal with it? Â  Answer Question
13 Aug 2018,Anonymous Employee,Seasonal Sales Associate,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Best Buy.,Application,How would a customer who comes in not knowing what they need? Â  1 Answer
10 Aug 2018,"Anonymous Employee in Richfield, MN (US)",Merchant Analyst,Accepted Offer,Positive Experience,Easy Interview,"I applied through a recruiter. The process took 3 weeks. I interviewed at Best Buy (Richfield, MN (US)).",Application,Tell me about a time when you failed? Â  Answer Question
3 Aug 2018,Anonymous Employee,Best Buy Mobile Sales Associate,Accepted Offer,Positive Experience,Easy Interview,I applied in-person. I interviewed at Best Buy.,Application,Why do you want to work with best buy Â  Answer Question
3 Sep 2018,Anonymous Interview Candidate,"Geek Squad, Consultation Agent",Declined Offer,Neutral Experience,Easy Interview,I applied online. The process took a week. I interviewed at Best Buy in August 2018.,Application,Have you ever had to work with someone you did not agree with? And how did you overcome those disagreements? Â  Answer Question
12 Sep 2018,"Anonymous Employee in Culver City, CA (US)",LifeStyles Sales Associate,Accepted Offer,Positive Experience,Easy Interview,"I applied through other source. The process took 6 days. I interviewed at Best Buy (Culver City, CA (US)) in August 2018.",Application,Why do you want to work at best buy? Â  Answer Question
19 Sep 2019,"Anonymous Employee in Oxnard, CA (US)",Home Theater,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4 weeks. I interviewed at Best Buy (Oxnard, CA (US)) in August 2018.",Application,How have you handled previous job issues? Â  1 Answer
22 Feb 2019,"Anonymous Employee in Nashville, TN (US)",Sales Associate,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 weeks. I interviewed at Best Buy (Nashville, TN (US)) in August 2018.",Application,What's a big hurdle you have had to overcome in the workplace Â  Answer Question
