Date,Location,Job,Offer_Decision,Experience,Interview_Diff,Application_Text,Interview_Text,InterviewQs
"Jun 20, 2018","Anonymous Interview Candidate in Dallas, TX",Flight Attendant Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ months. I interviewed at Southwest Airlines (Dallas, TX).",Application,What did you learn to prepare for this interview? Â  Answer Question
"Jun 28, 2018","Anonymous Employee in Dallas, TX",Flight Attendant Interview,Accepted Offer,Negative Experience,Difficult Interview,"I applied online. The process took 5+ months. I interviewed at Southwest Airlines (Dallas, TX) in June 2018.",Application,Asked me several times why I wanted to return to flying now? Â  3 Answers
"Oct 24, 2017",Anonymous Employee,Flight Attendant Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 3+ months. I interviewed at Southwest Airlines.,Application,
"Jun 26, 2018","Anonymous Employee in Phoenix, AZ",Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Southwest Airlines (Phoenix, AZ) in June 2018.",Application,Tell me about yourself Â  1 Answer
"May 30, 2019","Anonymous Employee in Phoenix, AZ",Ramp Supervisor Interview,Accepted Offer,Positive Experience,Difficult Interview,"I applied through an employee referral. The process took 3 weeks. I interviewed at Southwest Airlines (Phoenix, AZ) in June 2018.",Application,Why do you think you'd be right for this huge responsibility as a leader here? Â  Answer Question
"Jun 26, 2018",Anonymous Employee,Customer Service Representative Interview,Accepted Offer,Positive Experience,Average Interview,I applied through an employee referral. I interviewed at Southwest Airlines in June 2018.,Application,Why did you choose Southwest? Â  1 Answer
"May 17, 2018",Anonymous Employee,Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Southwest Airlines.,Application,why South west? Name an above and beyond moment....what do you.know about south west? Â  Answer Question
"May 25, 2018",Anonymous Interview Candidate,Legal Interview,No Offer,Negative Experience,,"I thought long and hard before writing this; but I think the HR Management at Southwest needs to know how the Recruiter assigned to the Legal Department is doing his job. I applied to Southwest earlier this year for three different Attorney positions. After several weeks, I got a call from the Recruiter wanting to set up a time to talk. The Recruiter failed to call me at our agreed upon time. I called/emailed back and he apologized and said that he forgot (Later, I found out that he did the exact same thing to a friend of mine who applied for a legal position last year). I continued on with the process because I had heard really good things about Southwest. We had the initial phone screen and he said that I was being considered for Job A (no mention of the other positions I had applied for) and said that he would be in touch with me the following week to let me know whether or not the hiring manager wanted to proceed. I never heard back from him. (Again, the same thing happened to my friend.) A month went by. Then, I got an email on a Monday stating that they wanted to fly me up to Dallas that Friday for an in person interview for the positions I applied for. Note that they did not give me any options for days and only two options for times (1:00 or 4:00). I asked which positions. They told me all three. Great! Gave me better odds, right? So, I scheduled the flights. The next day, I received an email saying I was no longer being considered for Job A (the one the Recruiter initially talked to me about). I emailed the HR Coordinator and she didn't know anything about it - said she would check with the Recruiter. Then, the next day I received an email stating that I was no longer being considered for Job B. Ok, fine. There was still one position left. Again, I emailed the Coordinator to see what was going on. She stated that she had asked the Recruiter to call me (which he never did). Additionally, I had asked for the job descriptions for the 3 positions (which were never sent). I never received any communication from the Recruiter after that initial phone screen. The process itself was unorganized - mainly due to the lack of communication from the Recruiter. The Coordinator on the other hand was very friendly and wanted to help. I ended up canceling the interview. I didn't want to take a day off of work with no pay (I'm a contractor) when I had no idea what position I was even interviewing for, what the job duties were for that position, and when the Recruiter couldn't even take the time to call me to straighten out the mess he created. I always heard that SW is a great company to work for. I guess that's true if you can get past the Recruiter assigned to your department.",Application,Why do you want to work for Southwest Airlines? Â  Answer Question
"May 23, 2018",Anonymous Interview Candidate,Flight Attendant Interview,No Offer,Neutral Experience,Easy Interview,I applied online. I interviewed at Southwest Airlines.,Application,Why Southwest Â  Answer Question
"May 25, 2018","Anonymous Employee in Dallas, TX",Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3+ months. I interviewed at Southwest Airlines (Dallas, TX) in May 2018.",Application,Where do you see yourself in 3-5 years? Â  Answer Question
"May 18, 2018",Anonymous Interview Candidate,Internship Interview,No Offer,Positive Experience,Average Interview,I applied through college or university. I interviewed at Southwest Airlines.,Application,Why Southwest? Â  Answer Question
"Mar 6, 2018",Anonymous Employee,Customer Service Agent Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through an employee referral. The process took 3+ weeks. I interviewed at Southwest Airlines.,Application,Why southwest? Â  3 Answers
"May 16, 2018","Anonymous Employee in New York, NY",CSA - Customer Service Agent Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Southwest Airlines (New York, NY).",Application,With all the different airlines why SWA? Â  Answer Question
"May 24, 2018","Anonymous Employee in New York, NY",Flight Attendant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3+ months. I interviewed at Southwest Airlines (New York, NY) in May 2018.",Application,What are the 2 main duties at your current position? Â  Answer Question
"Mar 30, 2018",Anonymous Employee,Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,"The entire experience for me was amazing!! I successfully made it past my phone and face to face interview. I applied for the position in 2016 or early 2017. I received a call in Nov. 2017 asking if still interested. A phone interview was set up for Feb. 2018. A couple days after phone interview I was invited to the face to face interview. My face to face interview took place in March. Nine potential candidates for this position including myself were being interviewed. We were sequestered into a meeting room and given information about the position and background about the company. You should go in knowing about the company so do your
research. The atmosphere the flight attendants created in the room made me feel at ease. ( not so nervous) Afterwards back to the lobby we went. I met pilot candidates and of course other flight attendant candidates.

The interview itself was about 40 minutes. The interviewers made me feel at ease. They were great. I received a phone call a week later with a CJO. I was so grateful and humbled by the entire experience /offer. I'm excited to say the least. Research the company. Be yourself. Dress appropriately. ( this is a formal interview)",Application,What made you want to be a flight attendant? Â  Answer Question
"Apr 29, 2018",Anonymous Interview Candidate,Flight Attendant Interview,No Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Southwest Airlines.,Application,Why Southwest Â  Answer Question
"Aug 10, 2018",Anonymous Employee,Flight Attendant Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Southwest Airlines in May 2018.,Application,What do you know about being a Southwest Flight Attendant? Â  1 Answer
"May 25, 2018","Anonymous Employee in Dallas, TX",Customer Relations Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Southwest Airlines (Dallas, TX) in May 2018.",Application,Was there a time when you had to tell a guest no? What did you say and do to appease them? Â  Answer Question
"May 22, 2018",Anonymous Interview Candidate,Flight Attendant Interview,No Offer,Neutral Experience,Easy Interview,I applied online. The process took 8 weeks. I interviewed at Southwest Airlines in May 2018.,Application,Where do you see yourself in 3 to 5 years Â  1 Answer
"Jun 13, 2018","Anonymous Interview Candidate in Dallas, TX",Flight Attendant Interview,No Offer,Negative Experience,Difficult Interview,"I applied online. The process took 4+ months. I interviewed at Southwest Airlines (Dallas, TX) in May 2018.",Application,Why SW Â  1 Answer
"May 1, 2018",Anonymous Employee,CSA Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at Southwest Airlines.,Application,Why work for SWA Â  1 Answer
"Mar 27, 2019","Anonymous Interview Candidate in Dallas, TX",Data Analyst Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at Southwest Airlines (Dallas, TX) in May 2018.",Application,"Q.Tell me about yourself.
Q. What was the most difficult situation faced at work.
Q. Describe the project you are most proud of? Â  Answer Question"
"May 18, 2018","Anonymous Employee in Phoenix, AZ",Southwest Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3+ months. I interviewed at Southwest Airlines (Phoenix, AZ) in May 2018.",Application,List all jobs and account for time last 5 years Â  1 Answer
"Apr 17, 2018",Anonymous Interview Candidate,Flight Attendant Interview,No Offer,Neutral Experience,,Have my phone interview tomorrow after waiting about three weeks after first speaking with recruiter. Before speaking with the recruiter it took a couple months after sending in my application to hear back from anyone.,Application,
"Apr 3, 2018",Anonymous Employee,Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Southwest Airlines.,Application,Why Southwest? Â  Answer Question
"Apr 19, 2018",Anonymous Employee,Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Southwest Airlines in April 2018.,Application,What is SW motto? Â  1 Answer
"Mar 6, 2018",Anonymous Interview Candidate,Agent Interview,No Offer,Neutral Experience,Easy Interview,I applied online. I interviewed at Southwest Airlines.,Application,How long have you worked in customer service Â  8 Answers
"May 4, 2018","Anonymous Interview Candidate in Dallas, TX",Flight Attendant Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 3+ months. I interviewed at Southwest Airlines (Dallas, TX) in April 2018.",Application,Read us one of your flight attendant announcements (from memory). Â  3 Answers
"Feb 7, 2017","Anonymous Employee in Albany, NY",Ramp Agent Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 8 weeks. I interviewed at Southwest Airlines (Albany, NY) in February 2017.",Application,Why Southwest? Â  7 Answers
"Apr 5, 2018","Anonymous Employee in Dallas, TX",Summer Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Southwest Airlines (Dallas, TX).",Application,What is your favorite class? Â  Answer Question
"Jul 23, 2018",Anonymous Employee,Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 8 weeks. I interviewed at Southwest Airlines in April 2018.,Application,What are the responsibilities of a Flight Attendant? Â  1 Answer
"May 23, 2018","Anonymous Interview Candidate in Dallas, TX",Flight Attendant Interview,No Offer,Negative Experience,Average Interview,"I applied online. The process took 3+ months. I interviewed at Southwest Airlines (Dallas, TX) in April 2018.",Application,"There really is no way to say for sure which questions you'll be asked because this isn't really like American or Delta with canned questions they use for every session. Just be prepared to tell them how great they are and how much you LUV people and customers and Southwest. Smile and cheer and be extra perky and tell them how much you LUV Southwest and which Southwest core valueâ¦Â  best describes you and again tell them how great they are and how grateful you are for the opportunity and literally BEG for the job. Seriously. BEG. Bonus points if you sing, dance or cheer in your interview. Â  1 AnswerShow More"
"Apr 23, 2018","Anonymous Employee in Lubbock, TX",Intern Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Southwest Airlines (Lubbock, TX) in April 2018.",Application,Why Southwest? Â  Answer Question
"Mar 19, 2018","Anonymous Employee in Houston, TX",Ramp Agent Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Southwest Airlines (Houston, TX).",Application,"Why Southwest?
Why this position? Â  1 Answer"
"Apr 11, 2018","Anonymous Interview Candidate in Dallas, TX",Flight Attendant Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 2+ months. I interviewed at Southwest Airlines (Dallas, TX) in March 2018.",Application,Why Southwest? Â  Answer Question
"May 31, 2018","Anonymous Employee in Dulles, VA",Operations Agent Interview,Accepted Offer,Positive Experience,Average Interview,"I applied in-person. The process took a week. I interviewed at Southwest Airlines (Dulles, VA) in April 2018.",Application,Work Experience Â  Answer Question
"Apr 20, 2018","Anonymous Employee in Dallas, TX",Flight Attendant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied through an employee referral. The process took 2+ months. I interviewed at Southwest Airlines (Dallas, TX) in April 2018.",Application,Name a time when you werenât able to turn an angry customer around. How did you handle it? Â  Answer Question
"May 24, 2018","Anonymous Interview Candidate in Dallas, TX",Flight Attendant Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 3+ months. I interviewed at Southwest Airlines (Dallas, TX) in April 2018.",Application,Explain a time where you had a conflict with another employee and how you handled it. Â  Answer Question
"Apr 30, 2018","Anonymous Interview Candidate in San Diego, CA",Customer Service Representative Interview,No Offer,Negative Experience,Difficult Interview,"I applied online. I interviewed at Southwest Airlines (San Diego, CA) in April 2018.",Application,"Tell me a time when you had an irate customer, and you weren't able to resolve the situation. Â  1 Answer"
"Apr 1, 2018",Anonymous Interview Candidate,Communications Interview,No Offer,Positive Experience,Easy Interview,Have yet to go through it. but we will see if I get the offer so fingers crossed because Southwest is an amazing company to work for and everyone knows it,Application,Why Southwest? Â  1 Answer
"Apr 21, 2018",Anonymous Employee,Flight Attendant Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 6 weeks. I interviewed at Southwest Airlines in April 2018.,Application,Why do you want to work for SWA? Â  1 Answer
"Aug 7, 2018","Anonymous Interview Candidate in Phoenix, AZ",Customer Service Agent Interview,No Offer,Neutral Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at Southwest Airlines (Phoenix, AZ) in April 2018.",Application,What was one of my positive assets? Â  1 Answer
"Mar 30, 2018",Anonymous Employee,Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,"Applied, two days later received my phone interview. A week later got an email for my F2F interview appointment. Haven't gone to that yet.",Application,Are you will to relocate? Â  Answer Question
"Mar 21, 2018",Anonymous Employee,Customer Service Interview,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 3+ months. I interviewed at Southwest Airlines.,Application,Why Southwest? Â  Answer Question
"Mar 21, 2018","Anonymous Employee in Baltimore, MD",Customer Service Representative/Agent Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Southwest Airlines (Baltimore, MD).",Application,Are you available to work nights/weekend/holidays Â  1 Answer
"Jan 25, 2018",Anonymous Interview Candidate,Customer Service Agent Interview,No Offer,Positive Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at Southwest Airlines in January 2018.,Application,What do you like about Customer Service and what do you dislike about Customer Service? Â  Answer Question
"Jan 13, 2018",Anonymous Employee,Flight Attendant Interview,Accepted Offer,Positive Experience,,"Very pleasant experience, although I had to wait almost 3 months from the first call to the next one. The phone interview last about 30 minutes. Very nice, polite and professional lady.",Application,Tell me something extraordinary that you did for someone at work. Â  Answer Question
"Mar 13, 2018","Anonymous Interview Candidate in Danville, PA",Flight Attendant Interview,Declined Offer,Positive Experience,Average Interview,"I applied through a recruiter. I interviewed at Southwest Airlines (Danville, PA) in March 2018.",Application,Describe a time when you responded to an emergency with a comworker Â  2 Answers
"Apr 16, 2018","Anonymous Employee in Sacramento, CA",Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at Southwest Airlines (Sacramento, CA) in March 2018.",Application,Name a time you were in an emergency and how you dealt with it. Â  Answer Question
"Feb 17, 2018",Anonymous Interview Candidate,Customer Service Representative Interview,No Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Southwest Airlines.,Application,What do you like about working in customer service and what do you dislike? Â  Answer Question
"Mar 5, 2018",Anonymous Interview Candidate,Customer Service Representative Interview,No Offer,Neutral Experience,Average Interview,I applied online. The process took 2 weeks. I interviewed at Southwest Airlines.,Application,Why Southwest Â  Answer Question
"Apr 16, 2018","Anonymous Interview Candidate in Dallas, TX",Business Consultant Interview,Declined Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ weeks. I interviewed at Southwest Airlines (Dallas, TX) in March 2018.",Application,Why are you interested in the airline industry? Why Southwest? Â  Answer Question
"Nov 29, 2018","Anonymous Employee in Baltimore, MD",Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3+ months. I interviewed at Southwest Airlines (Baltimore, MD) in March 2018.",Application,Why do you want to be a flight attendant? Â  1 Answer
"Apr 23, 2018",Anonymous Interview Candidate,Flight Attendant Interview,No Offer,Neutral Experience,Average Interview,I applied online. The process took 2+ months. I interviewed at Southwest Airlines in March 2018.,Application,Why southwest? Â  2 Answers
"May 2, 2018","Anonymous Employee in San Diego, CA",Customer Service Agent Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at Southwest Airlines (San Diego, CA) in March 2018.",Application,"Tell me about yourself
Why Southwest Airlines?
Tell me what you know of the position
Describe a time you've dealt with an upset customer. How did you handle the situation? Â  Answer Question"
"Apr 5, 2018","Anonymous Employee in Dallas, TX",Material Stores Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5+ months. I interviewed at Southwest Airlines (Dallas, TX) in March 2018.",Application,Why Southwest Â  1 Answer
"Mar 2, 2018",Anonymous Interview Candidate,Ramp Agent Interview,No Offer,Neutral Experience,Average Interview,I applied online. The process took 3 weeks. I interviewed at Southwest Airlines.,Application,Why do you want to work for Southwest Airlines? Â  Answer Question
"Mar 1, 2018","Anonymous Employee in Dallas, TX",Fight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 12+ months. I interviewed at Southwest Airlines (Dallas, TX) in February 2018.",Application,Why do you want to work for SW? Â  1 Answer
"Feb 20, 2018","Anonymous Interview Candidate in Chicago, IL",Flight Attendant Interview,No Offer,Neutral Experience,Easy Interview,"I applied online. I interviewed at Southwest Airlines (Chicago, IL) in February 2018.",Application,
"Jun 8, 2018",Anonymous Interview Candidate,Associate Business Analyst Interview,No Offer,Neutral Experience,,I applied online. The process took 4 weeks. I interviewed at Southwest Airlines in March 2018.,Application,What's your least favorite class? Â  Answer Question
"Mar 27, 2018","Anonymous Interview Candidate in Phoenix, AZ",Flight Attendant Interview,No Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Southwest Airlines (Phoenix, AZ) in March 2018.",Application,"Name a time you went above and beyond
Name a time that you reacted to an emergency Â  Answer Question"
"Apr 29, 2018","Anonymous Interview Candidate in San Antonio, TX",Customer Service Representative Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 3 weeks. I interviewed at Southwest Airlines (San Antonio, TX) in March 2018.",Application,why are you a good fit for southwest? What do you know about southwest airlines. Â  Answer Question
"Mar 1, 2018","Anonymous Employee in Denver, CO",Ramp Agent Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Southwest Airlines (Denver, CO) in February 2018.",Application,What can you tell me about the history of the company and the culture? Â  Answer Question
"Sep 14, 2017","Anonymous Employee in Dallas, TX",Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Southwest Airlines (Dallas, TX) in September 2017.",Application,Why do you want to work for Southwest? Â  Answer Question
"Feb 14, 2018",Anonymous Interview Candidate,Flight Attendant Interview,No Offer,Positive Experience,Average Interview,I applied online. I interviewed at Southwest Airlines in February 2018.,Application,Tell me about a time when you encountered an emergency situation and what did you do to assist in the situation? Â  Answer Question
"Feb 13, 2018",Anonymous Interview Candidate,Engineering Coop Interview,No Offer,Positive Experience,Easy Interview,I applied through college or university. I interviewed at Southwest Airlines.,Application,How would you go about designing a new product? Â  Answer Question
"Aug 15, 2018","Anonymous Interview Candidate in Phoenix, AZ",Flight Attendant Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 2 weeks. I interviewed at Southwest Airlines (Phoenix, AZ) in February 2018.",Application,Discuss a time when you went above and beyond with customer service? Â  1 Answer
"Mar 21, 2018",Anonymous Employee,Flight Attendant Interview,Accepted Offer,Neutral Experience,Difficult Interview,I applied online. The process took 3+ months. I interviewed at Southwest Airlines in February 2018.,Application,Why southwest? Â  Answer Question
"Mar 2, 2018","Anonymous Employee in Dallas, TX",Intern Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 5+ months. I interviewed at Southwest Airlines (Dallas, TX) in February 2018.",Application,"Why Southwest? This question is always asked, because it is absolutely important. Â  Answer Question"
"Mar 10, 2018","Anonymous Employee in Dallas, TX",Aircraft Maintenance Engineering Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ months. I interviewed at Southwest Airlines (Dallas, TX) in February 2018.",Application,"Why Southwest?
What was your undergraduate project and what was your part in it?
What are your hobbies?
Describe a normal day in your past internship. Â  Answer Question"
"Mar 26, 2018","Anonymous Employee in New York, NY",Flight Attendant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3+ months. I interviewed at Southwest Airlines (New York, NY) in February 2018.",Application,Tell us about a time when you went above and beyond in the workplace. Â  Answer Question
"Feb 3, 2018",Anonymous Interview Candidate,Ramp Agent Interview,No Offer,Positive Experience,Average Interview,I applied online. I interviewed at Southwest Airlines.,Application,"Why southwest?
What does a ramp agent do?
Name a time you went above and beyond for a customer?
Why do you want to leave your current job field now to ramp ? Â  1 Answer"
"Feb 15, 2019","Anonymous Employee in Dallas, TX",Internship Interview,Accepted Offer,Positive Experience,,"I applied online. The process took 2+ months. I interviewed at Southwest Airlines (Dallas, TX) in February 2018.",Application,Why Southwest? Â  Answer Question
"Feb 18, 2019","Anonymous Employee in Dallas, TX",Intern Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3+ months. I interviewed at Southwest Airlines (Dallas, TX) in February 2018.",Application,What courses have you taken that would prepare you for this position? Â  Answer Question
"Apr 17, 2018","Anonymous Interview Candidate in Dallas, TX",Flight Attendant Interview,No Offer,Positive Experience,Average Interview,"I applied in-person. I interviewed at Southwest Airlines (Dallas, TX) in February 2018.",Application,What does customer service mean to you ? Â  Answer Question
"Oct 6, 2018","Anonymous Employee in Dallas, TX",Reporting and Analyst Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ months. I interviewed at Southwest Airlines (Dallas, TX) in February 2018.",Application,why SWA? Â  Answer Question
"Jan 1, 2018","Anonymous Employee in Tucson, AZ",Southwest Airlines Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied through other source. The process took 6+ months. I interviewed at Southwest Airlines (Tucson, AZ).",Application,Where do you see yourself in 5 years? Â  Answer Question
"Feb 2, 2018","Anonymous Employee in Dallas, TX",Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 12+ months. I interviewed at Southwest Airlines (Dallas, TX) in January 2018.",Application,Knowing the warrior spirit is a great part of SWA Â  1 Answer
"Jan 15, 2018","Anonymous Employee in New York, NY",Provisioning Agent Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 7+ weeks. I interviewed at Southwest Airlines (New York, NY).",Application,Why southwest? Â  Answer Question
"Mar 2, 2018","Anonymous Interview Candidate in Dallas, TX",Intern Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ months. I interviewed at Southwest Airlines (Dallas, TX) in January 2018.",Application,Why Southwest? Â  Answer Question
"Apr 6, 2018",Anonymous Employee,Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,I applied through a recruiter. I interviewed at Southwest Airlines in January 2018.,Application,Are you still interested in the flight attendant position Â  1 Answer
"Dec 19, 2017",Anonymous Interview Candidate,Flight Attendant Interview,No Offer,Negative Experience,Easy Interview,I applied online. I interviewed at Southwest Airlines.,Application,Tell me why you're interested in being a FA. Â  Answer Question
"May 31, 2018","Anonymous Interview Candidate in New York, NY",Senior Project Manager Interview,No Offer,Neutral Experience,Easy Interview,"I applied through a recruiter. The process took 3+ months. I interviewed at Southwest Airlines (New York, NY) in January 2018.",Application,Why Southwest? Â  1 Answer
"Jan 29, 2018","Anonymous Employee in Raleigh, NC",Ramp Agent Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5+ weeks. I interviewed at Southwest Airlines (Raleigh, NC) in January 2018.",Application,Why Southwest? Â  1 Answer
"Feb 7, 2018","Anonymous Employee in Dallas, TX",Customer Relations Representative Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Southwest Airlines (Dallas, TX) in January 2018.",Application,Why do you want to work for Southwest Airlines? Â  1 Answer
"Mar 3, 2018","Anonymous Employee in Dallas, TX",Internship Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ months. I interviewed at Southwest Airlines (Dallas, TX) in January 2018.",Application,"Why Southwest?
Tell us about a project where you were worked under less than ideal circumstances, how did you handle it?
Tell us about your previous work experience and how it will help you in this position Â  Answer Question"
"Feb 17, 2018","Anonymous Employee in Dallas, TX",Business Consultant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 6 weeks. I interviewed at Southwest Airlines (Dallas, TX) in January 2018.",Application,What advice would you have for your manager? Â  Answer Question
"Feb 6, 2018","Anonymous Interview Candidate in Nashville, TN",Ramp Agent Interview,No Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 weeks. I interviewed at Southwest Airlines (Nashville, TN) in January 2018.",Application,How would you handle disagreement with a co-worker? Â  Answer Question
"Aug 20, 2018","Anonymous Interview Candidate in Dallas, TX",Data Analyst Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 5 weeks. I interviewed at Southwest Airlines (Dallas, TX) in January 2018.",Application,If we have you (blank) data set how would you break it down into usable information? Â  Answer Question
"Jan 26, 2018","Anonymous Employee in Dallas, TX",Corporate Tax Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2+ months. I interviewed at Southwest Airlines (Dallas, TX) in January 2018.",Application,Why Southwest? Â  1 Answer
"Dec 17, 2018","Anonymous Employee in Dallas, TX",External Communications Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3+ months. I interviewed at Southwest Airlines (Dallas, TX) in January 2018.",Application,Why Southwest? Â  Answer Question
"Sep 7, 2018","Anonymous Employee in Dallas, TX",Software Engineer(Internship) Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2+ months. I interviewed at Southwest Airlines (Dallas, TX) in January 2018.",Application,Why Southwest? Â  Answer Question
"Mar 20, 2018","Anonymous Interview Candidate in Dallas, TX",Political Communications Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 4+ months. I interviewed at Southwest Airlines (Dallas, TX) in January 2018.",Application,What was your favorite college course? Â  Answer Question
"Nov 13, 2017",Anonymous Employee,Flight Attendant Interview,Accepted Offer,Positive Experience,Average Interview,The process took 3+ months. I interviewed at Southwest Airlines.,Application,Name an emergency situation that you were in and how you responded. Â  Answer Question
"Dec 8, 2017","Anonymous Interview Candidate in Denver, CO",Customer Service Agent Interview,No Offer,Negative Experience,Easy Interview,"I applied online. The process took 5 weeks. I interviewed at Southwest Airlines (Denver, CO) in December 2017.",Application,Why Southwest over other airlines? Â  Answer Question
"Nov 9, 2017","Anonymous Employee in Dallas, TX",Flight Attendant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3+ months. I interviewed at Southwest Airlines (Dallas, TX).",Application,Name a time you went above and beyond for a customer? Â  Answer Question
"Dec 26, 2017",Anonymous Employee,Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at Southwest Airlines in December 2017.,Application,What do u think the job of a flight attendant is? Â  Answer Question
"Dec 20, 2017","Anonymous Employee in New York, NY",Intern - Hourly Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5+ weeks. I interviewed at Southwest Airlines (New York, NY).",Application,Why Southwest Airlines? Â  Answer Question
"Dec 19, 2017","Anonymous Employee in Dallas, TX",Flight Attendant Interview,Accepted Offer,Positive Experience,Average Interview,"I applied online. I interviewed at Southwest Airlines (Dallas, TX) in December 2017.",Application,"What does customer set I've mean to you ?
What does hospitality mean to you? Â  Answer Question"
"Dec 20, 2017","Anonymous Employee in Dallas, TX",Flight Attendant Interview,Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at Southwest Airlines (Dallas, TX) in December 2017.",Application,Why do you want to be a Flight Attendant for SouthWest Airlines? Â  1 Answer
"Dec 27, 2017","Anonymous Interview Candidate in Baltimore, MD",Customer Service Representative Interview,No Offer,Positive Experience,Average Interview,"I applied online. The process took 8 weeks. I interviewed at Southwest Airlines (Baltimore, MD) in December 2017.",Application,"Why southwest?
Where you see your self in 5 years? Â  1 Answer"
"Dec 12, 2017",Anonymous Employee,Customer Interview,Accepted Offer,Positive Experience,Easy Interview,"Hiring process was easy, they are super friendly and they make you feel comfortable. They did the drug test at interview. They only asked 5 questions. The application is the worst part, they need every job detailed and you cannot leave any blanks",Application,How would you deal with an irrate passenger? Â  Answer Question
